Load_ind;Definition Year;Species Code;Species Name;Area Code;Area Description;Level Code;Level Description;Initial Quantity;Adapted Quota;Eurlex Ref;OJ Ref;Publication Date;Page Number;In regulation;Compute uptake
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;ESP;Spain;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;EST;Estonia;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;FIN;Finland;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;FRA;France;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;GBR;United Kingdom;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;GRC;Greece;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;HRV;Croatia;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;IRL;Ireland;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;ITA;Italy;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;LTU;Lithuania;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;LVA;Latvia;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;MLT;Malta;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;NLD;Netherlands;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;POL;Poland;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;PRT;Portugal;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;ROU;Romania;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;SVN;Slovenia;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;SWE;Sweden;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;AGO_FSQ;Angola direct agreement fishing category (Flag State quota);DIR_AG;Direct Agreements;EEC;;;;32017R2403;L347;2017-12-28;81;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;BEL;Belgium;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;BGR;Bulgaria;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;CYP;Cyprus;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;DEU;Germany;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;DNK;Denmark;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;ESP;Spain;15015.58;15711.583;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;EST;Estonia;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;FIN;Finland;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;FRA;France;5871.12;5871.12;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;GBR;United Kingdom;239.48;4.48;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;GRC;Greece;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;HRV;Croatia;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;IRL;Ireland;2845.21;3102.09;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;ITA;Italy;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;LTU;Lithuania;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;LVA;Latvia;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;MLT;Malta;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;NLD;Netherlands;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;POL;Poland;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;PRT;Portugal;2123.27;985.053;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;ROU;Romania;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;SVN;Slovenia;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;SWE;Sweden;;;32018R0120;L27;2018-01-31;114;N;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;EEC;;26094.65;25674.316;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AN05N;Atlantic Ocean, North of 5° N;TAC;;33600;33600;32018R0120;L27;2018-01-31;114;Y;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;BEL;Belgium;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;BGR;Bulgaria;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;CYP;Cyprus;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;DEU;Germany;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;DNK;Denmark;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;ESP;Spain;905.86;905.86;32018R0120;L27;2018-01-31;115;Y;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;EST;Estonia;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;FIN;Finland;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;FRA;France;297.7;297.7;32018R0120;L27;2018-01-31;115;Y;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;GBR;United Kingdom;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;GRC;Greece;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;HRV;Croatia;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;IRL;Ireland;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;ITA;Italy;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;LTU;Lithuania;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;LVA;Latvia;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;MLT;Malta;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;NLD;Netherlands;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;POL;Poland;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;PRT;Portugal;633.94;633.94;32018R0120;L27;2018-01-31;115;Y;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;ROU;Romania;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;SVN;Slovenia;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;SWE;Sweden;;;32018R0120;L27;2018-01-31;115;N;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;EEC;;1837.5;1837.5;32018R0120;L27;2018-01-31;115;Y;Y
INIV;2018;ALB;Albacore;AS05N;Atlantic Ocean, South of 5° N;TAC;;24000;24000;32018R0120;L27;2018-01-31;115;Y;Y
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;BEL;Belgium;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;BGR;Bulgaria;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;CYP;Cyprus;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;DEU;Germany;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;DNK;Denmark;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;ESP;Spain;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;EST;Estonia;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;FIN;Finland;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;FRA;France;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;GBR;United Kingdom;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;GRC;Greece;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;HRV;Croatia;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;IRL;Ireland;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;ITA;Italy;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;LTU;Lithuania;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;LVA;Latvia;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;MLT;Malta;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;NLD;Netherlands;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;POL;Poland;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;PRT;Portugal;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;ROU;Romania;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;SVN;Slovenia;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;SWE;Sweden;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;EEC;;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALC;Baird's slickhead;XDS;NEAFC Stock - Deep Sea Fisheries;TAC;;;;32010R1236;L347;2010-12-21;31;Y;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);BEL;Belgium;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);BGR;Bulgaria;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);CYP;Cyprus;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);DEU;Germany;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);DNK;Denmark;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);ESP;Spain;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);EST;Estonia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);FIN;Finland;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);FRA;France;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);GBR;United Kingdom;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);GRC;Greece;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);HRV;Croatia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);IRL;Ireland;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);ITA;Italy;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);LTU;Lithuania;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);LVA;Latvia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);MLT;Malta;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);NLD;Netherlands;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);POL;Poland;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);PRT;Portugal;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);ROU;Romania;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);SVN;Slovenia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);SWE;Sweden;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);EEC;;;;32018R0120;L27;2018-01-31;125;Y;Y
INIV;2018;ALF;Alfonsinos nei;*F47NA;Division B1 (SEAFO);TAC;;132;132;32018R0120;L27;2018-01-31;125;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;ESP;Spain;63;80.32;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;FRA;France;17;18.9;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;GBR;United Kingdom;9;5.411;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;IRL;Ireland;9;0;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;PRT;Portugal;182;179.044;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;EEC;;280;283.675;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;3X14-;Union and international waters of III, IV, V, VI, VII, VIII, IX, X, XII and XIV;TAC;;280;280;32016R2285;L344;2016-12-17;40;Y;Y
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;BEL;Belgium;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;BGR;Bulgaria;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;CYP;Cyprus;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;DEU;Germany;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;DNK;Denmark;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;ESP;Spain;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;EST;Estonia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;FIN;Finland;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;FRA;France;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;GBR;United Kingdom;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;GRC;Greece;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;HRV;Croatia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;IRL;Ireland;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;ITA;Italy;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;LTU;Lithuania;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;LVA;Latvia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;MLT;Malta;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;NLD;Netherlands;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;POL;Poland;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;PRT;Portugal;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;ROU;Romania;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;SVN;Slovenia;;;32018R0120;L27;2018-01-31;125;N;N
INIV;2018;ALF;Alfonsinos nei;SEAFO;SEAFO;SWE;Sweden;;;32018R0120;L27;2018-01-31;125;N;N
