Country of Registration;CFR;UVI;Event;Event Start Date;Event End Date;Registration Number;External marking;Name of vessel;Place of registration;IRCS;IRCS indicator;Licence indicator;VMS indicator;ERS indicator;AIS indicator;MMSI;Vessel Type;Main fishing gear;Subsidiary fishing gear 1;Subsidiary fishing gear 2;Subsidiary fishing gear 3;Subsidiary fishing gear 4;Subsidiary fishing gear 5;LOA;LBP;Tonnage GT;Other tonnage;GTs;Power of main engine;Power of auxiliary engine;Hull material;Date of entry into service;Segment;Country of importation/exportation;Type of export;Public aid;Year of construction,
PRT;PRT000020901;;MOD;2020-07-09;2100-12-31;CS-879-L;CS-879-L;ZÉ MAR;CS;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;6.16;0.00;1.37;2.59;0.00;22.37;0.00;3;1998-01-16;MFL;;;PA;1998-01-01,
PRT;PRT000020902;;MOD;2018-01-01;2100-12-31;CS-779-L;CS-779-L;SEVERA;CS;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;6.98;0.00;1.60;2.97;0.00;44.74;0.00;3;1998-11-26;MFL;;;PA;1998-01-01,
PRT;PRT000020903;;MOD;2020-11-05;2021-07-21;VC-139-L;VC-139-L;RUMO A GLORIA;VC;;N;Y;N;N;N;;MOX;GNS;NO;;;;;7.35;0.00;2.42;3.83;0.00;74.14;0.00;3;1998-02-18;MFL;;;PA;1998-01-01,
PRT;PRT000020904;;MOD;2018-02-07;2100-12-31;PM-1151-L;PM-1151-L;VANDA ISABEL;PM;;N;Y;N;;;;FX;FPO;LHP;;;;;5.30;0.00;1.15;1.68;0.00;29.40;0.00;3;1997-10-29;MFL;;;PA;1997-01-01,
PRT;PRT000020905;;MOD;2020-09-24;2100-12-31;N-2618-L;N-2618-L;LUANA E DUARTE;N;CUDW4;Y;Y;N;N;N;;MOX;GNS;GTR;;;;;6.50;0.00;1.74;2.68;0.00;22.10;0.00;1;1998-04-17;MFL;;;PA;1998-01-01,
PRT;PRT000020907;;MOD;2020-01-01;2021-10-20;S-2197-L;S-2197-L;BRUNA E RODRIGO;S;CQBQ4;Y;Y;N;N;N;;MOX;GNS;GTR;;;;;7.70;0.00;3.53;5.69;0.00;26.85;0.00;2;1996-06-19;MFL;;;PA;1996-01-01,
PRT;PRT000020914;;MOD;2017-04-26;2100-12-31;VR-372-L;VR-372-L;MARISOL;VR;;N;N;N;;;;FX;GNS;GTR;;;;;5.35;0.00;0.95;1.79;0.00;29.40;0.00;3;1997-10-02;MFL;;;PA;1997-01-01,
PRT;PRT000020915;;MOD;2017-11-24;2021-04-27;PM-1152-L;PM-1152-L;ESTRELA DO POENTE;PM;;N;Y;N;;;;MOX;GNS;FPO;;;;;5.50;0.00;0.88;1.53;0.00;44.10;0.00;3;1997-11-10;MFL;;;PA;1997-01-01,
PRT;PRT000020920;;MOD;2020-09-18;2021-07-20;SN-759-L;SN-759-L;POETA;SN;CQLM5;Y;Y;N;N;N;;MOX;FPO;LHP;;;;;5.32;0.00;0.90;1.77;0.00;29.40;18.40;3;1997-12-11;MFL;;;PA;1997-01-01,
PRT;PRT000020922;;MOD;2016-07-25;2100-12-31;VR-373-L;VR-373-L;SENHORA DA PIEDADE;VR;;N;Y;N;;;;FX;GNS;GTR;;;;;6.16;5.77;1.69;3.01;0.00;44.10;0.00;3;1997-10-07;MFL;;;PA;1997-01-01,
PRT;PRT000020925;;MOD;2019-02-21;2100-12-31;F-957-L;F-957-L;TELMA CRISTINA;F;;N;Y;N;N;Y;263432690;MOX;GNS;GTR;;;;;6.16;0.00;1.76;1.76;0.00;73.60;0.00;3;1997-10-06;MFL;;;PA;1997-01-01,
PRT;PRT000020926;;MOD;2019-09-14;2100-12-31;VR-370-L;VR-370-L;ANJO DA GUARDA;VR;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;6.16;5.77;1.69;3.01;0.00;44.10;0.00;3;1997-09-25;MFL;;;PA;1997-01-01,
PRT;PRT000020927;;MOD;2018-02-07;2100-12-31;VC-145-L;VC-145-L;CARLA LILIANA;VC;CQBU8;Y;Y;N;;;;FX;GNS;GTR;;;;;8.95;7.96;4.03;5.35;0.00;44.74;0.00;2;1998-09-15;MFL;;;PA;1998-01-01,
PRT;PRT000020928;;MOD;2018-01-01;2100-12-31;F-1051-L;F-1051-L;MARIA JO�O;F;;N;N;N;;;;FX;FPO;LLS;;;;;6.16;0.00;1.35;2.58;0.00;44.10;0.00;3;1997-05-14;MFL;;;PA;1997-01-01,
PRT;PRT000020931;;MOD;2019-02-13;2100-12-31;PV-256-L;PV-256-L;SANTA INES;PV;;N;Y;N;N;N;;MOX;GNS;FPO;;;;;7.70;0.00;2.81;4.25;0.00;73.60;36.80;2;1997-10-01;MFL;;;PA;1997-01-01,
PRT;PRT000020932;;MOD;2019-01-01;2100-12-31;VR-352-L;VR-352-L;MANUELA;VR;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;5.35;0.00;0.99;1.94;0.00;44.74;7.38;3;1996-12-18;MFL;;;PA;1996-01-01,
PRT;PRT000020934;9209180;MOD;2018-01-01;2021-05-31;A-3514-C;A-3514-C;SATURNO;A;CUFC7;Y;Y;Y;Y;Y;263402350;TTW;OTB;NO;;;;;24.80;21.67;216.10;118.05;0.00;441.30;0.00;2;1999-12-07;MFL;;;PA;1999-01-01,
PRT;PRT000020935;8689448;MOD;2019-01-15;2100-12-31;L-2045-C;L-2045-C;MAR IBERICO;L;CUDL8;Y;Y;Y;Y;Y;263407550;TTW;OTB;NO;;;;;31.35;25.73;251.00;149.56;0.00;573.69;223.70;2;2001-10-03;MFL;;;PA;2001-01-01,
PRT;PRT000020938;;MOD;2018-05-03;2021-05-31;PV-279-C;PV-279-C;SAO LAZARO;PV;CUEO4;Y;Y;N;;;;MOX;GNS;GTR;;;;;13.00;11.01;14.76;17.62;0.00;110.00;0.00;1;1999-05-05;MFL;;;PA;1999-01-01,
PRT;PRT000020940;;MOD;2010-01-01;2100-12-31;PV-291-C;PV-291-C;DEBORA RAQUEL;PV;CUBP8;Y;Y;N;;;;FX;GND;TBB;;;;;11.10;10.04;11.36;10.50;0.00;44.13;0.00;2;2001-09-07;MFL;;;PA;2001-01-01,
PRT;PRT000020946;;MOD;2010-01-01;2100-12-31;PE-2325-C;PE-2325-C;VERDE;PE;CUHA7;Y;Y;N;;;;FX;GTR;GNS;;;;;9.84;8.65;7.44;10.62;0.00;51.49;0.00;3;2001-07-03;MFL;;;PA;2001-01-01,
PRT;PRT000020947;;MOD;2010-01-01;2100-12-31;VR-504-C;VR-504-C;MONTEPESCA;VR;CURN8;Y;Y;N;;;;FX;LLS;FPO;;;;;9.65;8.10;7.12;8.16;0.00;67.11;0.00;3;2001-01-26;MFL;;;PA;2000-01-01,
PRT;PRT000020952;;MOD;2015-01-01;2021-05-31;VC-250-C;VC-250-C;CRAVEIRO FLORES;VC;CUCS7;Y;Y;Y;;;;LL;LLD;LLS;;;;;17.50;15.25;37.32;36.95;0.00;217.70;0.00;1;2001-03-02;MFL;;;PA;2000-01-01,
PRT;PRT000020953;;MOD;2014-04-01;2021-05-31;PV-290-C;PV-290-C;CAMINHO DA LUZ;PV;CUCS9;Y;Y;Y;;;;MOX;GNS;GTR;;;;;17.50;15.25;37.32;36.95;0.00;220.73;0.00;1;2001-08-07;MFL;;;PA;2000-01-01,
PRT;PRT000020954;;MOD;2013-04-18;2100-12-31;LG-1380-L;LG-1380-L;�RICA FILIPA;LG;CUMF9;Y;Y;N;;;;FX;GNS;FPO;;;;;8.98;7.84;5.10;7.53;0.00;60.31;0.00;3;1999-10-12;MFL;;;PA;1999-01-01,
PRT;PRT000020955;;MOD;2018-01-01;2100-12-31;PE-2380-C;PE-2380-C;DIOGO MIGUEL;PE;CUOP4;Y;Y;N;N;Y;263402540;MOX;GNS;FPO;;;;;9.65;7.95;7.12;7.49;0.00;56.00;0.00;3;2000-01-28;MFL;;;PA;1999-01-01,
PRT;PRT000020959;;MOD;2007-01-01;2100-12-31;A-3444-L;A-3444-L;CONCEICAO;A;;N;N;N;;;;FX;LHP;NO;;;;;5.66;0.00;0.37;0.73;0.00;3.73;0.00;2;1997-01-07;MFL;;;PA;1996-01-01,
PRT;PRT000020960;;MOD;2018-01-01;2100-12-31;A-3447-L;A-3447-L;PIRATA;A;;N;N;N;;;;FX;GTR;LLS;;;;;7.00;0.00;1.48;2.38;0.00;18.60;0.00;4;1997-03-03;MFL;;;PA;1997-01-01,
PRT;PRT000020961;;MOD;2018-01-01;2100-12-31;A-3445-L;A-3445-L;MARIA;A;;N;N;N;;;;FX;GTR;FPO;;;;;5.95;0.00;0.48;0.80;0.00;4.40;0.00;1;1997-02-06;MFL;;;PA;1997-01-01,
PRT;PRT000020962;;MOD;2020-06-22;2100-12-31;A-3438-L;A-3438-L;DÁRIO E LISANDRO;A;;N;Y;N;N;N;;MOX;GTR;NO;;;;;6.86;0.00;1.14;1.41;0.00;7.30;0.00;1;1996-07-25;MFL;;;PA;1996-01-01,
PRT;PRT000020964;;MOD;2019-06-07;2100-12-31;A-3450-L;A-3450-L;SIMAO CARLOS;A;;N;Y;N;N;N;;MOX;GTR;DRH;;;;;5.77;0.00;0.96;1.33;0.00;7.30;0.00;3;1997-04-02;MFL;;;PA;1997-01-01,
PRT;PRT000020965;;MOD;2020-10-09;2100-12-31;C-1002-L;C-1002-L;BRUANA;C;;N;Y;N;N;N;;MOX;GNS;GTR;;;;;5.03;0.00;0.80;1.51;0.00;7.30;0.00;1;1997-01-10;MFL;;;PA;1997-01-01,
PRT;PRT000020967;;MOD;2019-01-01;2100-12-31;L-2016-L;L-2016-L;CASTELINHO;L;CUDJ6;Y;N;N;N;Y;263427590;MOX;GNS;FPO;;;;;7.25;0.00;2.17;3.86;0.00;29.40;29.40;3;1997-04-08;MFL;;;PA;1997-01-01,
PRT;PRT000020969;;MOD;2019-06-28;2100-12-31;SA-509-L;SA-509-L;MESTRE JULIO;SA;;N;Y;N;N;N;;MOX;FPO;LHP;;;;;5.50;0.00;1.07;1.74;0.00;37.28;7.40;1;1997-02-18;MFL;;;PA;1996-01-01,
PRT;PRT000020970;;MOD;2019-05-02;2100-12-31;SB-1238-L;SB-1238-L;CARLOS E SÉRGIO;SB;CULP9;Y;Y;N;N;Y;263420740;MOX;FPO;GTR;;;;;5.26;0.00;1.05;2.04;0.00;7.40;0.00;1;1996-12-05;MFL;;;PA;1996-01-01,
PRT;PRT000020973;;MOD;2019-04-16;2100-12-31;PV-261-L;PV-261-L;RODRIGO MIGUEL;PV;;N;Y;N;N;N;;MOX;GTR;FPO;;;;;7.70;0.00;2.81;4.01;0.00;73.60;29.40;2;1997-11-06;MFL;;;PA;1997-01-01,
PRT;PRT000020974;;MOD;2018-01-01;2100-12-31;V-573-L;V-573-L;NOVA SENHORA DA BONANCA;V;;N;Y;N;;;;FX;GNS;GTR;;;;;6.10;0.00;1.36;2.09;0.00;44.64;0.00;1;1997-06-27;MFL;;;PA;1997-01-01,
PRT;PRT000020975;;MOD;2019-11-06;2100-12-31;PM-1149-L;PM-1149-L;ANA RAQUEL;PM;;N;Y;N;N;N;;MOX;GNS;FPO;;;;;6.10;0.00;1.58;2.43;0.00;73.60;0.00;3;1997-10-28;MFL;;;PA;1997-01-01,
PRT;PRT000020976;;MOD;2018-01-01;2100-12-31;SB-1258-L;SB-1258-L;TIPOIA;SB;;N;Y;N;;;;FX;GNS;FPO;;;;;5.52;0.00;1.23;2.38;0.00;18.39;0.00;1;1997-12-16;MFL;;;PA;1997-01-01,
PRT;PRT000020977;;MOD;2019-02-13;2100-12-31;B-817-L;B-817-L;MARESIA;B;;N;N;N;N;N;;MOX;GNS;GTR;;;;;6.05;0.00;1.63;2.94;0.00;36.80;14.70;1;1998-04-24;MFL;;;PA;1998-01-01,
PRT;PRT000020980;;MOD;2018-08-01;2021-07-14;L-2024-L;L-2024-L;SÃO MAMEDE;L;CUDF7;Y;Y;N;N;Y;263429240;MOX;GNS;GTR;FPO;GND;LLS;LHP;8.03;0.00;2.73;4.70;0.00;44.10;29.40;3;1998-05-22;MFL;;;PA;1998-01-01,
PRT;PRT000020981;;MOD;2015-01-01;2100-12-31;TR-1407-L;TR-1407-L;ANA;TR;;N;N;N;;;;FX;LHP;LLS;;;;;5.70;0.00;1.37;2.56;0.00;29.40;0.00;1;1997-02-03;MFL;;;PA;1996-01-01,
PRT;PRT000020984;;MOD;2003-01-01;2100-12-31;V-1047-L;V-1047-L;POR DO SOL;V;;N;Y;N;;;;FX;GNS;FPO;;;;;8.95;0.00;4.00;5.45;0.00;44.13;0.00;1;1997-02-21;MFL;;;PA;1997-01-01,
PRT;PRT000020986;;MOD;2020-11-10;2100-12-31;VR-351-L;VR-351-L;COSTA RITA;VR;CUAP7;Y;Y;N;N;Y;263440807;MOX;GTR;FPO;;;;;5.70;0.00;0.91;0.91;0.00;29.82;5.96;3;1997-02-06;MFL;;;PA;1997-01-01,
PRT;PRT000020987;;MOD;2006-01-01;2021-02-03;VR-353-L;VR-353-L;CRISTIANA;VR;;N;N;N;;;;MOX;GTR;NO;;;;;5.90;0.00;1.18;2.27;0.00;29.42;0.00;3;1997-02-14;MFL;;;PA;1997-01-01,
PRT;PRT000020991;;MOD;2017-08-25;2100-12-31;PD-547-L;PD-547-L;CLAUDIO FILIPE;PD;CUVM3;Y;Y;N;;;;FX;LLS;NO;;;;;8.99;8.94;7.29;0.00;0.00;45.00;0.00;1;1997-08-08;4K9;;;PA;1997-01-01,
PRT;PRT000020992;;MOD;2015-10-23;2100-12-31;VP-219-L;VP-219-L;MICAELA;VP;CUUS9;Y;Y;N;;;;FX;LHP;NO;;;;;4.92;0.00;0.68;0.00;0.00;14.70;0.00;1;1997-09-15;4K9;;;PA;1993-01-01,
PRT;PRT000021000;;MOD;2015-11-04;2100-12-31;PD-550-L;PD-550-L;RUBEN ALEXANDRE;PD;;N;Y;N;;;;FX;LHP;LLS;;;;;9.12;0.00;3.59;4.98;0.00;73.55;0.00;1;1998-02-20;4K9;;;PA;1997-01-01,
PRT;PRT000021001;;MOD;2016-01-01;2100-12-31;PD-549-L;PD-549-L;PATUDO;PD;CUVH7;Y;N;N;;;;FX;LHP;LLS;;;;;9.19;9.04;3.73;5.16;0.00;49.00;0.00;1;1998-03-16;4K9;;;PA;1997-01-01,
PRT;PRT000021002;;MOD;2013-01-01;2100-12-31;AH-811-C;AH-811-C;JOAQUIM;AH;CUUV2;Y;N;N;;;;FX;FPO;LHP;;;;;9.26;0.00;4.82;3.74;0.00;95.62;0.00;1;1998-07-13;4K9;;;PA;1998-01-01,
PRT;PRT000021004;;MOD;2020-06-29;2100-12-31;AH-810-C;AH-810-C;JORDAO;AH;CUSQ9;Y;Y;N;N;Y;204201940;MOX;FPO;LHP;;;;;9.80;0.00;4.78;6.53;0.00;64.70;0.00;1;1998-08-18;4K9;;;PA;1998-01-01,
PRT;PRT000021005;;MOD;2019-05-20;2100-12-31;VV-57-L;VV-57-L;AGAR II;VV;CUSW5;Y;Y;N;N;Y;204204850;MOX;GNS;LHP;;;;;9.19;0.00;3.62;0.00;0.00;44.64;0.00;1;1998-08-14;4K9;;;PA;1998-01-01,
PRT;PRT000021006;9193408;MOD;2021-01-01;2021-02-25;VV-06-C;VV-06-C;CABO DA PRAIA;VV;CUSS7;Y;N;Y;Y;Y;204851000;LP;LHP;NO;;;;;25.40;21.84;138.52;118.97;0.00;441.30;0.00;2;1998-09-29;4KA;;;PA;1998-01-01,
PRT;PRT000021007;;MOD;2014-01-01;2021-11-11;SG-267-L;SG-267-L;NATERCIA;SG;CUTC8;Y;Y;N;;;;MOX;LLS;NO;;;;;8.95;7.83;3.33;0.00;0.00;71.42;0.00;2;1999-01-04;4K9;;;PA;1998-01-01,
PRT;PRT000021008;;MOD;2016-01-01;2100-12-31;PD-552-L;PD-552-L;GOLFINHO DO MAR;PD;CUSW8;Y;Y;N;;;;FX;LLS;NO;;;;;9.19;8.96;3.67;0.00;0.00;44.13;0.00;1;1998-11-23;4K9;;;PA;1998-01-01,
PRT;PRT000021009;;MOD;2015-10-20;2100-12-31;SG-272-L;SG-272-L;ANA REGINA;SG;CUTC4;Y;Y;N;;;;FX;LLS;NO;;;;;8.95;7.83;3.28;0.00;0.00;44.64;0.00;2;1999-03-22;4K9;;;PA;1998-01-01,
PRT;PRT000021010;;MOD;2020-10-12;2100-12-31;H-502-L;H-502-L;SAGITARIO;H;CUUC8;Y;Y;N;N;Y;204207340;MOX;LLS;NO;;;;;5.25;0.00;1.14;1.14;0.00;44.13;11.19;3;1999-04-28;4K9;;;PA;1990-01-01,
PRT;PRT000021011;9193355;MOD;2021-01-01;2021-02-25;PD-554-C;PD-554-C;MAL AMANHADO;PD;CUSP;Y;N;Y;Y;Y;204858000;LP;LHP;NO;;;;;29.46;24.79;171.00;130.66;0.00;461.28;0.00;2;1999-06-17;4KA;;;PA;1999-01-01,
PRT;PRT000021012;;MOD;2018-01-01;2100-12-31;H-503-L;H-503-L;BALEIA AZUL;H;CUUE3;Y;N;N;;;;FX;LLS;NO;;;;;7.50;0.00;2.35;2.35;0.00;44.74;0.00;3;1999-06-16;4K9;;;PA;1985-01-01,
PRT;PRT000021013;9193410;MOD;2018-01-01;2021-05-31;PD-555-C;PD-555-C;LAJES DO PICO;PD;CUSE;Y;Y;Y;Y;Y;204856000;LL;LLS;NO;;;;;29.46;24.79;171.00;0.00;0.00;456.00;0.00;2;1999-05-18;4KA;;;PA;1999-01-01,
PRT;PRT000021014;9193434;MOD;2021-01-01;2021-02-25;VV-07-C;VV-07-C;CABO DO MAR;VV;CUST8;Y;N;Y;Y;Y;204264000;LP;LHP;NO;;;;;25.40;21.84;138.66;101.36;0.00;441.30;0.00;2;1999-09-04;4KA;;;PA;1999-01-01,
PRT;PRT000021016;8685832;MOD;2020-02-12;2100-12-31;H-194-C;H-194-C;REI DOS ACORES;H;CUTE8;Y;Y;Y;Y;Y;204287000;LP;LHP;NO;;;;;29.90;26.00;186.43;168.50;0.00;633.80;0.00;2;1999-09-01;4KA;;;PA;1999-01-01,
PRT;PRT000021018;;MOD;2020-08-05;2100-12-31;SR-684-L;SR-684-L;FAMILIA FLORES;SR;CUTD8;Y;Y;N;N;Y;204205650;MOX;LLS;PS;;;;;8.95;7.94;4.77;9.93;0.00;55.16;0.00;3;1999-08-24;4K9;;;PA;1999-01-01,
PRT;PRT000021019;;MOD;2020-08-28;2100-12-31;SG-280-L;SG-280-L;AGAR I;SG;CUSK2;Y;Y;N;N;Y;204210980;MOX;LLS;NO;;;;;9.00;0.00;3.73;5.06;0.00;44.74;0.00;1;1999-07-08;4K9;;;PA;1999-01-01,
PRT;PRT000021020;;MOD;2013-01-01;2100-12-31;PD-556-L;PD-556-L;FAGUNDO;PD;CUVA7;Y;N;N;;;;FX;LLS;NO;;;;;7.52;0.00;2.32;2.29;0.00;44.00;0.00;1;1999-08-24;4K9;;;PA;1999-01-01,
PRT;PRT000021022;;MOD;2016-01-01;2100-12-31;PD-560-L;PD-560-L;FLOR DE MAIO;PD;CUSY5;Y;N;N;;;;FX;LLS;NO;;;;;9.01;0.00;4.87;0.00;0.00;56.00;0.00;1;1999-08-31;4K9;;;PA;1999-01-01,
PRT;PRT000021024;8687012;MOD;2020-01-01;2022-02-01;H-196-C;H-196-C;PESCA ATUM;H;CUTA2;Y;N;Y;Y;Y;204201240;LP;LHP;NO;;;;;26.60;22.82;149.98;0.00;0.00;462.50;0.00;2;1999-09-24;4KA;;;PA;1999-01-01,
PRT;PRT000021026;;MOD;2018-01-01;2022-02-01;LP-724-L;LP-724-L;REI DO MAR;LP;CUUD8;Y;Y;N;N;Y;204208360;MOX;LLS;NO;;;;;8.45;8.13;2.77;3.90;0.00;47.81;0.00;1;1999-02-05;4K9;;;PA;1998-01-01,
PRT;PRT000021027;;MOD;2019-01-03;2100-12-31;VV-55-L;VV-55-L;VILA FRANCA;VV;CUSX7;Y;Y;N;N;Y;204211640;LL;LLS;NO;;;;;8.15;0.00;3.00;3.00;0.00;44.13;0.00;1;1999-08-31;4K9;;;PA;1999-01-01,
PRT;PRT000021029;;MOD;2015-11-04;2022-01-12;PD-557-L;PD-557-L;GRACAS A DEUS;PD;CUSW9;Y;Y;N;;;;MOX;LLS;NO;;;;;9.47;8.77;4.33;0.00;0.00;44.13;0.00;1;1999-02-10;4K9;;;PA;1999-01-01,
PRT;PRT000021030;;MOD;2019-12-06;2021-05-31;VV-10-C;VV-10-C;PEROLA DA PRAIA;VV;CUTL2;Y;Y;Y;Y;Y;204201270;LL;LLS;NO;;;;;15.00;13.02;51.72;34.86;0.00;172.84;0.00;3;2000-01-25;4KA;;;PA;1999-01-01,
PRT;PRT000021032;;MOD;2018-01-01;2100-12-31;SR-692-L;SR-692-L;SENHORA DAS CANDEIAS;SR;;N;N;N;N;N;;MOX;LHP;NO;;;;;5.15;0.00;1.33;1.33;0.00;15.45;0.00;1;2000-03-16;4K9;;;PA;1999-01-01,
PRT;PRT000021033;;MOD;2018-01-01;2100-12-31;LP-777-L;LP-777-L;LORI;LP;;N;N;N;;;;FX;LLS;FPO;;;;;4.45;0.00;0.54;0.00;0.00;14.92;0.00;1;2000-03-24;4K9;;;PA;1990-01-01,
PRT;PRT000021034;;MOD;2016-09-27;2021-04-05;H-504-L;H-504-L;ELISIA MEDEIROS;H;CUFM7;Y;Y;N;;;;LL;LHP;NO;;;;;8.95;7.94;4.03;4.03;0.00;44.13;0.00;2;2000-05-03;4K9;;;PA;2000-01-01,
PRT;PRT000021035;;MOD;2020-10-20;2021-05-24;VE-537-L;VE-537-L;RAPOSO;VE;CUTM2;Y;Y;N;N;N;;MOX;LHP;NO;;;;;5.42;0.00;1.07;2.28;0.00;36.78;0.00;3;2000-04-26;4K9;;;PA;1999-01-01,
PRT;PRT000021037;;MOD;2018-01-01;2021-05-31;H-225-C;H-225-C;PEROLA DE SAO MATEUS;H;CUUP2;Y;Y;Y;N;Y;204201470;MOX;LLS;NO;;;;;12.90;11.09;17.99;24.92;0.00;161.81;0.00;3;2000-05-25;4KA;;;PA;2000-01-01,
PRT;PRT000021038;9205029;MOD;2018-01-01;2021-05-31;PD-561-C;PD-561-C;AGRIAO;PD;CUTZ5;Y;Y;Y;Y;Y;204201360;MOX;LLS;FPO;;;;;29.46;24.79;224.00;0.00;0.00;456.00;0.00;2;2000-06-08;4KA;;;PA;2000-01-01,
PRT;PRT000021039;9207223;MOD;2021-01-01;2021-02-25;H-198-C;H-198-C;MESTRE AFONSO;H;CUTM7;Y;N;Y;Y;Y;204201560;LP;LHP;NO;;;;;25.40;21.98;138.66;138.66;0.00;441.00;0.00;2;2000-06-28;4KA;;;PA;2000-01-01,
PRT;PRT000021041;;MOD;2014-01-01;2100-12-31;H-199-C;H-199-C;ILHEU AZUL;H;CUFN9;Y;Y;N;;;;FX;LHP;NO;;;;;9.65;7.95;10.20;7.50;0.00;84.58;0.00;3;2000-09-06;4K9;;;PA;2000-01-01,
PRT;PRT000021042;;MOD;2020-01-01;2100-12-31;H-195-C;H-195-C;RUMAR;H;CUTD9;Y;N;N;N;Y;204500003;MOX;LHP;NO;;;;;11.47;10.03;11.46;18.66;0.00;97.09;0.00;3;2000-10-25;4K9;;;PA;1999-01-01,
PRT;PRT000021044;;MOD;2015-12-22;2100-12-31;H-193-C;H-193-C;CALDEIRINHAS;H;CUUG6;Y;N;N;;;;FX;LLS;NO;;;;;11.38;9.90;10.74;16.89;0.00;96.00;0.00;3;2000-11-20;4K9;;;PA;1999-01-01,
PRT;PRT000021045;;MOD;2015-10-19;2100-12-31;VE-538-L;VE-538-L;RUMO;VE;;N;N;N;;;;FX;LLS;NO;;;;;5.50;0.00;1.16;1.16;0.00;36.77;0.00;3;2000-11-03;4K9;;;PA;1997-01-01,
PRT;PRT000021046;;MOD;2017-01-05;2021-03-24;AH-823-L;AH-823-L;BARREIRA;AH;;N;Y;N;;;;MOX;LLS;NO;;;;;5.31;0.00;1.64;1.64;0.00;20.37;0.00;1;2000-11-10;4K9;;;PA;1962-01-01,
PRT;PRT000021047;;MOD;2013-01-01;2100-12-31;VE-539-L;VE-539-L;IRIS;VE;CUTN3;Y;N;N;;;;FX;LLS;NO;;;;;6.50;0.00;2.52;3.77;0.00;67.66;0.00;3;2000-11-16;4K9;;;PA;2000-01-01,
PRT;PRT000021048;;MOD;2018-01-01;2100-12-31;H-507-L;H-507-L;BOTEQUILHA;H;CRCD2;Y;Y;N;N;Y;204260880;LL;LLS;NO;;;;;6.64;0.00;2.86;4.33;0.00;93.41;0.00;3;2000-12-13;4K9;;;PA;1991-01-01,
PRT;PRT000021050;;MOD;2015-10-20;2022-01-11;SF-197-L;SF-197-L;LAGOA RASA;SF;CUTL8;Y;Y;N;;;;MOX;LLS;FPO;;;;;8.00;7.19;3.25;3.38;0.00;44.13;0.00;2;2001-02-23;4K9;;;PA;2000-01-01,
PRT;PRT000021052;;MOD;2019-05-14;2021-07-29;AH-824-C;AH-824-C;PAULO GUITAS;AH;CUUR2;Y;Y;Y;Y;Y;204201790;LL;LLS;NO;;;;;13.13;11.07;19.41;30.66;0.00;143.42;0.00;3;2001-03-09;4KA;;;PA;2000-01-01,
PRT;PRT000021053;;MOD;2020-12-17;2021-11-08;SG-281-L;SG-281-L;AVO EDUINA;SG;CUTM3;Y;Y;N;N;Y;204203550;MOX;LLS;NO;;;;;8.96;7.94;4.03;0.00;0.00;44.74;0.00;2;2001-02-23;4K9;;;PA;2000-01-01,
PRT;PRT000021054;;MOD;2019-10-01;2100-12-31;H-202-C;H-202-C;SANDRO;H;CUUH2;Y;Y;N;N;Y;204201870;LL;LLS;NO;;;;;9.65;8.10;7.12;9.16;0.00;84.58;0.00;3;2001-04-17;4K9;;;PA;2001-01-01,
PRT;PRT000021056;;MOD;2014-01-01;2021-12-02;AH-822-C;AH-822-C;RETENIDA;AH;CUUR4;Y;Y;N;;;;MOX;LLS;LLD;;;;;9.60;8.54;5.63;11.06;0.00;70.68;0.00;3;2001-04-19;4K9;;;PA;2001-01-01,
PRT;PRT000021057;;MOD;2020-10-20;2100-12-31;VE-541-L;VE-541-L;PONTAS;VE;CUTN5;Y;N;N;N;N;;MOX;FPO;NO;;;;;5.50;0.00;1.01;1.01;0.00;36.78;0.00;3;2001-05-03;4K9;;;PA;2001-01-01,
PRT;PRT000021058;;MOD;2020-01-01;2100-12-31;AH-864-C;AH-864-C;JOAO PINTADO;AH;CUUG9;Y;Y;N;N;Y;204201860;LL;LLS;NO;;;;;9.65;8.10;7.12;8.42;0.00;85.56;0.00;3;2001-06-27;4K9;;;PA;2001-01-01,
PRT;PRT000021059;;MOD;2018-02-12;2100-12-31;H-538-L;H-538-L;GORETI;H;CUTN8;Y;Y;N;N;Y;204211860;MOX;LLS;NO;;;;;6.16;0.00;1.59;1.59;0.00;44.00;0.00;3;2001-07-11;4K9;;;PA;2001-01-01,
PRT;PRT000021063;;MOD;2015-01-01;2100-12-31;AH-815-C;AH-815-C;PEROLA DE ANGRA;AH;CUUO4;Y;N;N;;;;FX;LLS;NO;;;;;11.47;10.06;10.52;10.52;0.00;122.09;0.00;3;2001-10-11;4K9;;;PA;1998-01-01,
PRT;PRT000021065;;MOD;2018-11-19;2100-12-31;AH-826-L;AH-826-L;BAIA PEQUENA;AH;;N;Y;N;N;N;;MOX;LLS;NO;;;;;5.50;0.00;1.37;0.00;0.00;44.64;4.46;3;2001-09-04;4K9;;;PA;2001-01-01,
PRT;PRT000021066;;MOD;2016-01-01;2100-12-31;SG-240-L;SG-240-L;RICARDO NUNO;SG;CUTM9;Y;Y;N;;;;FX;LLS;LLD;;;;;8.95;7.88;5.78;10.40;0.00;72.01;0.00;3;2001-12-17;4K9;;;PA;2001-01-01,
