"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB"
"Mediterranean and Black Sea";"Red shrimp";"Aristeus antennatus";"GFCM";NA;"ARA";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Sand smelt";"Atherina spp";"GFCM";NA;"AVX";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2"
"Mediterranean and Black Sea";"Bogue";"Boops boops";"GFCM";NA;"BOG";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Blue crab";"Callinectes sapidus";"GFCM";NA;"CRB";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2"
"Mediterranean and Black Sea";"Striped Venus clam";"Chamelea gallina";"GFCM";NA;"SVE";"No TAC";"GSAs 17-18";"37_2_1";"";"";"37_2_1"
"Mediterranean and Black Sea";"Sardinia coral";"Corallium rubrum";"GFCM";NA;"COL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Dolphinfish";"Coryphaena hippurus";"GFCM";NA;"DOL";"No TAC";"GSAs 12-27";"37_2_2,37_3_1,37_3_2";"";"";"37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Sea bass";"Dicentrarchus labrax";"GFCM";NA;"BSS";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Annular seabream";"Diplodus annularis";"GFCM";NA;"ANN";"No TAC";"GSAs 12-16, 19-21";"37_2_2";"";"";"37_2_2"
"Mediterranean and Black Sea";"Horned/curled octopus";"Eledone cirrhosa";"GFCM";NA;"EOI";"No TAC";"GSAs 1-23";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1"
"Mediterranean and Black Sea";"Musky octopus";"Eledone moschata";"GFCM";NA;"EDT";"No TAC";"GSAs 8-23";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";"";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1"
"Mediterranean and Black Sea";"Anchovy";"Engraulis encrasicolus";"GFCM";NA;"ANE";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2"
"Mediterranean and Black Sea";"Grey gurnard";"Eutrigla gurnardus";"GFCM";NA;"GUG";"No TAC";"GSAs 13-16, 18-23";"37_2_2,37_3_1";"";"";"37_2_2,37_3_1"
"Mediterranean and Black Sea";"Blackmouth catshark";"Galeus melastomus";"GFCM";NA;"SHO";"No TAC";"GSAs 1-11";"37_1_1";"";"";"37_1_1"
"Mediterranean and Black Sea";"Squid";"Illex spp, Todarodes spp";"GFCM";NA;"ILL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Silver-cheeked toadfish";"Lagocephalus sceleratus";"GFCM";NA;"LFZ";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Common squid";"Loligo vulgaris";"GFCM";NA;"SQR";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Black-bellied angler";"Lophius budegassa";"GFCM";NA;"ANF,MNZ";"No TAC";"GSAs 1-16, 19-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2"
"Mediterranean and Black Sea";"Anglerfish";"Lophius piscatorius";"GFCM";NA;"MON,MNZ";"No TAC";"GSAs 1-16, 18-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2"
"Mediterranean and Black Sea";"Whiting";"Merlangius merlangus";"GFCM";NA;"WHG";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2"
"Mediterranean and Black Sea";"Hake";"Merluccius merluccius";"GFCM";NA;"HKE";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Blue whiting";"Micromesistius poutassou";"GFCM";NA;"WHB";"No TAC";"GSAs 1-11, 22-23";"37_1_1,37_3_1";"";"";"37_1_1,37_3_1"
"Mediterranean and Black Sea";"Grey mullets";"Mugilidae";"GFCM";NA;"MGS";"No TAC";"GSAs 8-10, 11.2, 12-23";"37_1_3,37_2_1,37_2_2,37_3_1";"";"";"37_1_3,37_2_1,37_2_2,37_3_1"
"Mediterranean and Black Sea";"Red mullet";"Mullus barbatus";"GFCM";NA;"MUT";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2"
"Mediterranean and Black Sea";"Striped red mullet";"Mullus surmuletus";"GFCM";NA;"MUR";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2"
"Mediterranean and Black Sea";"Norway lobster";"Nephrops norvegicus";"GFCM";NA;"NEP";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2"
"Mediterranean and Black Sea";"Common octopus";"Octopus vulgaris";"GFCM";NA;"OCC";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Blackspot seabream";"Pagellus bogaraveo";"GFCM";NA;"SBR";"No TAC";"GSAs 1-11";"37_1_1";"";"";"37_1_1"
"Mediterranean and Black Sea";"Common pandora";"Pagellus erythrinus";"GFCM";NA;"PAC";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Caramote prawn";"Penaeus kerathurus";"GFCM";NA;"TGS";"No TAC";"GSAs 22-23";"37_3_1";"";"";"37_3_1"
"Mediterranean and Black Sea";"Deepwater rose shrimp";"Parapenaeus longirostris";"GFCM";NA;"DPS";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Blue crab";"Portunus segnis";"GFCM";NA;"QSO";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2"
"Mediterranean and Black Sea";"Devil firefish";"Pterois miles";"GFCM";NA;"UHQ";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Mediterranean starry ray";"Raja asterias";"GFCM";NA;"JRS";"No TAC";"GSAs 1-11";"37_1_1";"";"";"37_1_1"
"Mediterranean and Black Sea";"Thornback ray";"Raja clavata";"GFCM";NA;"RJC";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2"
"Mediterranean and Black Sea";"Rapa whelk";"Rapana venosa";"GFCM";NA;"RPW";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2"
"Mediterranean and Black Sea";"Sardine";"Sardina pilchardus";"GFCM";NA;"PIL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Round sardinella";"Sardinella aurita";"GFCM";NA;"SAA";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2"
"Mediterranean and Black Sea";"Lizardfish";"Saurida lessepsianus";"GFCM";NA;"SZX";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2"
"Mediterranean and Black Sea";"Brushtooth lizardfish";"Saurida undosquamis";"GFCM";NA;"LIB";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2"
"Mediterranean and Black Sea";"Turbot";"Scophthalmus maximus";"GFCM";NA;"TUR";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"Black Sea (Division 37.4.2) - EU waters";"";"37_4_1,37_4_2"
"Mediterranean and Black Sea";"Atlantic chub mackerel";"Scomber colias";"GFCM";NA;"VMA";"";"GSAs 1-11, 22-27";"37_1_1,37_3_1,37_3_2";"";"";"37_1_1,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Mackerel";"Scomber scombrus";"GFCM";NA;"MAC";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2"
"Mediterranean and Black Sea";"All commercial sharks, rays and skates";"Selachii, Rajidae";"GFCM";NA;"";"";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2"
"Mediterranean and Black Sea";"Cuttlefish";"Sepia officinalis";"GFCM";NA;"CTC";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2"
"Mediterranean and Black Sea";"Dusky spinefoot";"Siganus luridus";"GFCM";NA;"IGU";"";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2"
"Mediterranean and Black Sea";"Marbled spinefoot";"Siganus rivulatus";"GFCM";NA;"SRI";"";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2"
"Mediterranean and Black Sea";"Sole";"Solea solea (Solea vulgaris)";"GFCM";NA;"SOL";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";"";"37_2_1,37_3_1,37_3_2"
"Mediterranean and Black Sea";"Gilthead sea bream";"Sparus aurata";"GFCM";NA;"SBG";"No TAC";"GSAs 7, 22-23";"37_1_1,37_3_1";"";"";"37_1_1,37_3_1"
"Mediterranean and Black Sea";"European barracuda";"Sphyraena sphyraena";"GFCM";NA;"YRS";"";"GSAs 12-16, 19-21";"37_2_2";"";"";"37_2_2"
"Mediterranean and Black Sea";"Picarels";"Spicara smaris";"GFCM";NA;"SPC";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";"";"37_2_1,37_3_1,37_3_2"
"Mediterranean and Black Sea";"European sprat";"Sprattus sprattus";"GFCM";NA;"SPR";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2"
"Mediterranean and Black Sea";"Picked dogfish";"Squalus acanthias";"GFCM";NA;"DGS";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2"
"Mediterranean and Black Sea";"Mantis shrimp";"Squilla mantis";"GFCM";NA;"MTS";"No TAC";"GSAs 17-18";"37_2_2";"";"";"37_2_2"
"Mediterranean and Black Sea";"Mediterranean horse mackerel";"Trachurus mediterraneus";"GFCM";NA;"HMM";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2"
"Mediterranean and Black Sea";"Blue jack mackerel";"Trachurus picturatus";"GFCM";NA;"JAA";"";"GSAs 1-11";"37_1_1";"";"";"37_1_1"
"Mediterranean and Black Sea";"Atlantic horse mackerel";"Trachurus trachurus";"GFCM";NA;"HOM";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2"
"Mediterranean and Black Sea";"Poor cod";"Trisopterus minutus";"GFCM";NA;"POD";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2"
"Mediterranean and Black Sea";"Clam";"Veneridae";"GFCM";NA;"CLV";"No TAC";"GSAs 6, 13-21";"37_1_1,37_2_2";"";"";"37_1_1,37_2_2"
"Outermost regions";"Limpets";"Patellidae";"";NA;"LPZ";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"27_10,34_1_2"
"Outermost regions";"Sardine";"Sardina pilchardus";"";NA;"PIL";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"27_10,34_1_2"
"Outermost regions";"Sardinella";"Sardinella aurita";"";NA;"SAA";"";"Canary/Madeira EEZ";"34_1_2";"";"";"34_1_2"
"Outermost regions";"Sardinella";"Sardinella maderensis";"";NA;"SAE";"No TAC";"Azores EEZ";"27_10";"";"";"27_10"
"Outermost regions";"Parrotfish";"Sparisoma cretense";"";NA;"PRR";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"27_10,34_1_2"
"Outermost regions";"Softhead sea catfish";"Amphiarius rugispinis";"";NA;"AWR";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Kumakuma";"Brachyplatystoma filamentosum";"";NA;"BPF";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Crevalle jack";"Caranx hippos";"";NA;"CVJ";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Snooks";"Centropomus spp";"";NA;"ROB";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Acoupa weakfish";"Cynoscion acoupa";"";NA;"YNA";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Smalltooth weakfish";"Cynoscion steindachneri";"";NA;"WKB";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Green weakfish";"Cynoscion virescens";"";NA;"YNV";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Atlantic goliath grouper";"Epinephelus itajara";"";NA;"EET";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Torroto grunt";"Genyatremus luteus";"";NA;"GEU";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Tripletail";"Lobotes surinamensis";"";NA;"LOB";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Houndsharks, smoothhounds nei";"Lutjanus purpureus";"";NA;"SNC,SNA";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"King weakfish";"Macrodon ancylodon";"";NA;"WKK";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Tarpon";"Megalops atlanticus";"";NA;"TAR";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Penaeus shrimp";"Penaeus subtilis";"";NA;"PEN";"FGU.";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"South American silver croaker";"Plagioscion squamosissimus";"";NA;"LGQ";"";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Gillbacker sea catfish";"Sciades parkeri";"";NA;"AWP";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Crucifix sea catfish";"Sciades proops";"";NA;"AXP";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Seerfishes nei";"Scomberomorus spp.";"";NA;"KGX";"No TAC";"French Guiana EEZ";"31";"";"";"31"
"Outermost regions";"Honeycomb cowfish";"Acanthostracion polygonius";"";NA;"BXF";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Scrawled cowfish";"Acanthostracion quadricornis";"";NA;"BXF";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Ocean surgeon";"Acanthurus bahianus";"";NA;"SUR";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Doctorfish";"Acanthurus chirurgus";"";NA;"SUR";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Scribbled leatherjac. Filefish";"aluterus scriptus";"";NA;"FFX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Black margate";"Anisotremus surinamensis";"";NA;"HNU";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Batoid fishes nei";"Batoidimorpha (Hypotremata)";"";NA;"BAI";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Queen triggerfish";"Balistes vetula";"";NA;"TRI";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Jolthead porgy";"Calamus bajonado";"";NA;"CBD";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"American whitespotted filefish";"Cantherhines macrocerus";"";NA;"FFX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Ocean triggerfish";"Canthidermis sufflamen";"";NA;"TRI";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Yellow jack";"Caranx bartholomaei";"";NA;"CGX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Horse-eye jack";"Caranx latus";"";NA;"CGX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Bar jack";"Caranx ruber";"";NA;"CGX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Graysby";"Cephalopholis cruentata";"";NA;"CFL,USB";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Coney";"Cephalopholis fulva";"";NA;"CFJ,USB";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Rock hind";"Epinephelus adscensionis";"";NA;"GPX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Red hind";"Epinephelus guttatus";"";NA;"GPX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Nassau grouper";"Epinephelus striatus";"";NA;"GPN";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Queen snapper";"Etelis oculatus";"";NA;"EEO";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Caesar grunt";"Haemulon carbonarium";"";NA;"HLC,GRX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"French grunt";"Haemulon flavolineatum";"";NA;"HLV,GRX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Sailor's grunt";"Haemulon parra";"";NA;"HLP,GRX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"White grunt";"Haemulon plumierii";"";NA;"HLI,GRX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Bluestriped grunt";"Haemulon sciurus";"";NA;"HHI,GRX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Mutton snapper";"Lutjanus analis";"";NA;"LJN,SNA";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Schoolmaster snapper";"Lutjanus apodus";"";NA;"LJP,SNA";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Dog snapper";"Lutjanus jocu";"";NA;"LJJ,SNA";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Silk snapper";"Lutjanus vivanus";"";NA;"LTJ,SNA";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Yellow goatfish";"Mulloidichthys martinicus";"";NA;"YMZ";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Yellowtail snapper";"Ocyurus chrysurus";"";NA;"SNY";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Green spiny lobster";"Panulirus argus";"";NA;"SLC";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Spotted spiny lobster";"Panulirus guttatus";"";NA;"NLG";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Keeltail needlefish";"Platybelone argalus";"";NA;"PTA";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Atlantic bigeye";"Priacanthus arenatus";"";NA;"PQR";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Spotted goatfish";"Pseudupeneus maculatus";"";NA;"UDU,MUX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Lion fish";"Pterois volitans";"";NA;"PZO";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Various sharks nei";"Selachimorpha (Pleurotremata)";"";NA;"SKH";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Redband parrotfish";"Sparisoma aurofrenatum";"";NA;"RMF,PWT";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Redtail parrotfish";"Sparisoma chrysopterum";"";NA;"RSY,PWT";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Redfin parrotfish";"Sparisoma rubripinne";"";NA;"QZV,PWT";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Queen conch";"Strombus gigas";"";NA;"COO,CON";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31"
"Outermost regions";"Green jobfish";"Aprion virescens";"";NA;"AVR";"No TAC";"Mayotte and La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Bluefin trevally";"Caranx melampygus";"";NA;"NXM";"No TAC";"Mayotte and La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Yellow-edge lyretail";"Variola louti";"";NA;"VRL";"No TAC";"Mayotte and La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Rusty jobfish";"Aphareus rutilans";"";NA;"ARQ";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Golden hind";"Cephalopholis aurantia";"";NA;"CFZ";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Blacktip grouper";"Epinephelus fasciatus";"";NA;"GPX";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Oblique-banded grouper";"Epinephelus radiatus";"";NA;"GPX";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Deep water red snapper";"Etelis carbunculus";"";NA;"ETA";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Deep water longtail red snapper";"Etelis coruscans";"";NA;"SNA";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Brilliant pomfret";"Eumegistus illustris";"";NA;"EBS";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Spotcheek emperor";"Lethrinus rubrioperculatus";"";NA;"EMP";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Common bluestrip snapper";"Lutjanus kasmira";"";NA;"LVK";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Bluestrip snapper";"Lutjanus notatus";"";NA;"LVK";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Ornate jobfish";"Pristipomoides argyrogrammicus";"";NA;"LRY";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Goldbanded jobfish";"Pristipomoides multidens";"";NA;"SNA";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Bigeye scad";"Selar crumenophthalmus";"";NA;"BIS";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"Amber jacks";"Seriola riviolana";"";NA;"CGX";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Outermost regions";"White-edge lyretail";"Variola albimarginata";"";NA;"VRA";"No TAC";"La Réunion EEZ";"51";"";"";"51"
"Other regions";"Thorny skate";"Amblyraja radiata";"NAFO";NA;"RJR";"";"3LNOPs";"21_3_L,21_3_N,21_3_0,21_3_P_S";"";"";"21_3_L,21_3_N,21_3_0,21_3_P_S"
"Other regions";"Deep water catsharks";"Apristurus spp.";"NAFO";NA;"API";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Alfonsinos";"Beryx spp.";"NAFO";NA;"ALF";"";"6G";"21_6_G";"";"";"21_6_G"
"Other regions";"Roundnose Grenadier";"Coryphaenoides rupestris";"NAFO";NA;"RNG";"No TAC";"SA1-3";"21_1,_21_2,21_3";"";"";"21_1,_21_2,21_3"
"Other regions";"Gulper shark";"Centrophorus spp.";"NAFO";NA;"CWO";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
"Other regions";"Portuguese dogfish";"Centroscymnus coelolepis";"NAFO";NA;"CYO";"";"SA1-6";"21_1,21_2,21_3,21_4,21_5,12_6";"";"";"21_1,21_2,21_3,21_4,21_5,12_6"
