"region";"sppName";"latinName";"RFMO";"RFMO_Stock_ID";"X3A_CODE";"FIDES_AREA";"area";"areaBis";"TAC.area.description";"Comments";"areaRDB";"latinNameJoin"
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"No TAC";"5, 12, 14 (shallow pelagic)";"27_5,27_12,27_14";"";"";"27_5,27_12,27_14";"Sebastes mentella"
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"No TAC";"5, 12, 14 (deep pelagic)";"27_5,27_12,27_14";"";"";"27_5,27_12,27_14";"Sebastes mentella"
"North-East Atlantic";"Beaked redfish";"Sebastes mentella";"ICES";NA;"REB";"No TAC";"5, 14 (demersal) ";"27_5,27_12,27_14";"";"";"27_5,27_12,27_14";"Sebastes mentella"
"North-East Atlantic";"Golden Redfish";"Sebastes norvegicus";"ICES";NA;"REG";"XXX";"5, 14";"27_5,27_14";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_5,27_14";"Sebastes norvegicus"
"North-East Atlantic";"Cuttlefish";"Sepia officinalis";"ICES";NA;"CTC";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Sepia officinalis"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"56-14";"5b, 6, 12, 14";"27_5_B,27_6,27_12,27_14";"";"";"27_5_B,27_6,27_12,27_14";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"07A.";"7a";"27_7_A";"";"";"27_7_A";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7BC.";"7bc";"27_7_B,27_7_C";"";"";"27_7_B,27_7_C";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7E.";"7e";"27_7_E";"";"";"27_7_E";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7FG.";"7fg";"27_7_F,27_7_G";"";"";"27_7_F,27_7_G";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"7HJK.";"7hjk";"27_7_H,27_7_J,27_7_K";"";"";"27_7_H,27_7_J,27_7_K";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"8AB.";"8ab";"27_8_A,27_8_B";"";"";"27_8_A,27_8_B";"Solea solea"
"North-East Atlantic";"Sole";"Solea solea";"ICES";NA;"SOL";"No TAC";"8cde, 9, 10";"27_8_C,27_8_D,27_8_E,27_9,27_10";"";"";"27_8_C,27_8_D,27_8_E,27_9,27_10";"Solea solea"
"North-East Atlantic";"Greenland skark";"Samniosus microcephalus";"ICES";NA;"GSK";"";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Samniosus microcephalus"
"North-East Atlantic";"Sea breams (in plural)";"Sparidae";"ICES";NA;"SBX";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Sparidae"
"North-East Atlantic";"Picked dogfish";"Squalus acanthias";"ICES";NA;"DGS";"15X14";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Squalus acanthias"
"North-East Atlantic";"Mediterranean horse mackerel";"Trachurus mediterraneus";"ICES";NA;"HMM";"No TAC";"8, 9";"27_8,27_9";"";"";"27_8,27_9";"Trachurus mediterraneus"
"North-East Atlantic";"Blue jack mackerel";"Trachurus picturatus";"ICES";NA;"JAX";"08C.,09.,X34PRT";"8, 9, 10";"27_8,27_9,27_10";"TAC = Jack + horse mackerel nei?";"";"27_8,27_9,27_10";"Trachurus picturatus"
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"2A-14";"4a, 5b, 6a, 7a-c, 7e-k, 8";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_4_A,27_5_B,27_6_A,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8";"Trachurus trachurus"
"North-East Atlantic";"Horse mackerel";"Trachurus trachurus";"ICES";NA;"JAX";"09.";"9a";"27_9_A";"NEAFC Stock - catches not from the stock that is subject to NEAFC management mesures";"";"27_9_A";"Trachurus trachurus"
"North-East Atlantic";"Pouting";"Trisopterus spp";"ICES";NA;"XOD";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Trisopterus spp"
"North-East Atlantic";"John Dory";"Zeus faber";"ICES";NA;"JOD";"No TAC";"All areas";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"";"";"27_5,27_6,27_7_A,27_7_B,27_7_C,27_7_E,27_7_F,27_7_G,27_7_H,27_7_J,27_7_K,27_8,27_9,27_10,27_12,27_14";"Zeus faber"
"Mediterranean and Black Sea";"Pontic shad";"Alosa immaculata";"GFCM";NA;"SHC";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2";"Alosa immaculata"
"Mediterranean and Black Sea";"European Eel";"Anguilla anguilla";"GFCM";NA;"ELE";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Anguilla anguilla"
"Mediterranean and Black Sea";"Transparent gobid";"Aphia minuta";"GFCM";NA;"FIM";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2";"Aphia minuta"
"Mediterranean and Black Sea";"Giant red shrimp";"Aristaeomorpha foliacea";"GFCM";NA;"ARS";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"Aristaeomorpha foliacea"
"Mediterranean and Black Sea";"Red shrimp";"Aristeus antennatus";"GFCM";NA;"ARA";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2,37_3_1,37_3_2";"Aristeus antennatus"
"Mediterranean and Black Sea";"Sand smelt";"Atherina spp";"GFCM";NA;"AVX";"No TAC";"GSAs 9, 10, 16, 19";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2";"Atherina spp"
"Mediterranean and Black Sea";"Bogue";"Boops boops";"GFCM";NA;"BOG";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Boops boops"
"Mediterranean and Black Sea";"Blue crab";"Callinectes sapidus";"GFCM";NA;"CRB";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2";"Callinectes sapidus"
"Mediterranean and Black Sea";"Striped Venus clam";"Chamelea gallina";"GFCM";NA;"SVE";"No TAC";"GSAs 17-18";"37_2_1";"";"";"37_2_1";"Chamelea gallina"
"Mediterranean and Black Sea";"Sardinia coral";"Corallium rubrum";"GFCM";NA;"COL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Corallium rubrum"
"Mediterranean and Black Sea";"Dolphinfish";"Coryphaena hippurus";"GFCM";NA;"DOL";"No TAC";"GSAs 12-27";"37_2_2,37_3_1,37_3_2";"";"";"37_2_2,37_3_1,37_3_2";"Coryphaena hippurus"
"Mediterranean and Black Sea";"Sea bass";"Dicentrarchus labrax";"GFCM";NA;"BSS";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Dicentrarchus labrax"
"Mediterranean and Black Sea";"Annular seabream";"Diplodus annularis";"GFCM";NA;"ANN";"No TAC";"GSAs 12-16, 19-21";"37_2_2";"";"";"37_2_2";"Diplodus annularis"
"Mediterranean and Black Sea";"Horned/curled octopus";"Eledone cirrhosa";"GFCM";NA;"EOI";"No TAC";"GSAs 1-23";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"Eledone cirrhosa"
"Mediterranean and Black Sea";"Musky octopus";"Eledone moschata";"GFCM";NA;"EDT";"No TAC";"GSAs 8-23";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"";"";"37_1_2,37_1_3,37_2_1,37_2_2,37_3_1";"Eledone moschata"
"Mediterranean and Black Sea";"Anchovy";"Engraulis encrasicolus";"GFCM";NA;"ANE";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"Engraulis encrasicolus"
"Mediterranean and Black Sea";"Grey gurnard";"Eutrigla gurnardus";"GFCM";NA;"GUG";"No TAC";"GSAs 13-16, 18-23";"37_2_2,37_3_1";"";"";"37_2_2,37_3_1";"Eutrigla gurnardus"
"Mediterranean and Black Sea";"Blackmouth catshark";"Galeus melastomus";"GFCM";NA;"SHO";"No TAC";"GSAs 1-11";"37_1_1";"";"";"37_1_1";"Galeus melastomus"
"Mediterranean and Black Sea";"Squid";"Illex spp, Todarodes spp";"GFCM";NA;"ILL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Illex spp, Todarodes spp"
"Mediterranean and Black Sea";"Silver-cheeked toadfish";"Lagocephalus sceleratus";"GFCM";NA;"LFZ";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Lagocephalus sceleratus"
"Mediterranean and Black Sea";"Common squid";"Loligo vulgaris";"GFCM";NA;"SQR";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Loligo vulgaris"
"Mediterranean and Black Sea";"Black-bellied angler";"Lophius budegassa";"GFCM";NA;"ANF,MNZ";"No TAC";"GSAs 1-16, 19-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2";"Lophius budegassa"
"Mediterranean and Black Sea";"Anglerfish";"Lophius piscatorius";"GFCM";NA;"MON,MNZ";"No TAC";"GSAs 1-16, 18-23";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2";"Lophius piscatorius"
"Mediterranean and Black Sea";"Whiting";"Merlangius merlangus";"GFCM";NA;"WHG";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2";"Merlangius merlangus"
"Mediterranean and Black Sea";"Hake";"Merluccius merluccius";"GFCM";NA;"HKE";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Merluccius merluccius"
"Mediterranean and Black Sea";"Blue whiting";"Micromesistius poutassou";"GFCM";NA;"WHB";"No TAC";"GSAs 1-11, 22-23";"37_1_1,37_3_1";"";"";"37_1_1,37_3_1";"Micromesistius poutassou"
"Mediterranean and Black Sea";"Grey mullets";"Mugilidae";"GFCM";NA;"MGS";"No TAC";"GSAs 8-10, 11.2, 12-23";"37_1_3,37_2_1,37_2_2,37_3_1";"";"";"37_1_3,37_2_1,37_2_2,37_3_1";"Mugilidae"
"Mediterranean and Black Sea";"Red mullet";"Mullus barbatus";"GFCM";NA;"MUT";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"Mullus barbatus"
"Mediterranean and Black Sea";"Striped red mullet";"Mullus surmuletus";"GFCM";NA;"MUR";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"Mullus surmuletus"
"Mediterranean and Black Sea";"Norway lobster";"Nephrops norvegicus";"GFCM";NA;"NEP";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"Nephrops norvegicus"
"Mediterranean and Black Sea";"Common octopus";"Octopus vulgaris";"GFCM";NA;"OCC";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Octopus vulgaris"
"Mediterranean and Black Sea";"Blackspot seabream";"Pagellus bogaraveo";"GFCM";NA;"SBR";"No TAC";"GSAs 1-11";"37_1_1";"";"";"37_1_1";"Pagellus bogaraveo"
"Mediterranean and Black Sea";"Common pandora";"Pagellus erythrinus";"GFCM";NA;"PAC";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Pagellus erythrinus"
"Mediterranean and Black Sea";"Caramote prawn";"Penaeus kerathurus";"GFCM";NA;"TGS";"No TAC";"GSAs 22-23";"37_3_1";"";"";"37_3_1";"Penaeus kerathurus"
"Mediterranean and Black Sea";"Deepwater rose shrimp";"Parapenaeus longirostris";"GFCM";NA;"DPS";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Parapenaeus longirostris"
"Mediterranean and Black Sea";"Blue crab";"Portunus segnis";"GFCM";NA;"QSO";"No TAC";"GSAs 8-10, 11.2, 12-16, 18-21";"37_1_3,37_2_2";"";"";"37_1_3,37_2_2";"Portunus segnis"
"Mediterranean and Black Sea";"Devil firefish";"Pterois miles";"GFCM";NA;"UHQ";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Pterois miles"
"Mediterranean and Black Sea";"Mediterranean starry ray";"Raja asterias";"GFCM";NA;"JRS";"No TAC";"GSAs 1-11";"37_1_1";"";"";"37_1_1";"Raja asterias"
"Mediterranean and Black Sea";"Thornback ray";"Raja clavata";"GFCM";NA;"RJC";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2";"Raja clavata"
"Mediterranean and Black Sea";"Rapa whelk";"Rapana venosa";"GFCM";NA;"RPW";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2";"Rapana venosa"
"Mediterranean and Black Sea";"Sardine";"Sardina pilchardus";"GFCM";NA;"PIL";"No TAC";"GSAs 1-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2";"Sardina pilchardus"
"Mediterranean and Black Sea";"Round sardinella";"Sardinella aurita";"GFCM";NA;"SAA";"No TAC";"GSAs 1-16, 19-27";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"Sardinella aurita"
"Mediterranean and Black Sea";"Lizardfish";"Saurida lessepsianus";"GFCM";NA;"SZX";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2";"Saurida lessepsianus"
"Mediterranean and Black Sea";"Brushtooth lizardfish";"Saurida undosquamis";"GFCM";NA;"LIB";"No TAC";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2";"Saurida undosquamis"
"Mediterranean and Black Sea";"Turbot";"Scophthalmus maximus";"GFCM";NA;"TUR";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"Black Sea (Division 37.4.2) - EU waters";"";"37_4_1,37_4_2";"Scophthalmus maximus"
"Mediterranean and Black Sea";"Atlantic chub mackerel";"Scomber colias";"GFCM";NA;"VMA";"";"GSAs 1-11, 22-27";"37_1_1,37_3_1,37_3_2";"";"";"37_1_1,37_3_1,37_3_2";"Scomber colias"
"Mediterranean and Black Sea";"Mackerel";"Scomber scombrus";"GFCM";NA;"MAC";"No TAC";"GSAs 1-16, 19-21";"37_1_1,37_1_2,37_1_3,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_2";"Scomber scombrus"
"Mediterranean and Black Sea";"All commercial sharks, rays and skates";"Selachii, Rajidae";"GFCM";NA;"";"";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"Selachii, Rajidae"
"Mediterranean and Black Sea";"Cuttlefish";"Sepia officinalis";"GFCM";NA;"CTC";"No TAC";"GSAs 1-21";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2";"Sepia officinalis"
"Mediterranean and Black Sea";"Dusky spinefoot";"Siganus luridus";"GFCM";NA;"IGU";"";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2";"Siganus luridus"
"Mediterranean and Black Sea";"Marbled spinefoot";"Siganus rivulatus";"GFCM";NA;"SRI";"";"GSAs 22-27";"37_3_1,37_3_2";"";"";"37_3_1,37_3_2";"Siganus rivulatus"
"Mediterranean and Black Sea";"Sole";"Solea solea (Solea vulgaris)";"GFCM";NA;"SOL";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";"";"37_2_1,37_3_1,37_3_2";"Solea solea (Solea vulgaris)"
"Mediterranean and Black Sea";"Gilthead sea bream";"Sparus aurata";"GFCM";NA;"SBG";"No TAC";"GSAs 7, 22-23";"37_1_1,37_3_1";"";"";"37_1_1,37_3_1";"Sparus aurata"
"Mediterranean and Black Sea";"European barracuda";"Sphyraena sphyraena";"GFCM";NA;"YRS";"";"GSAs 12-16, 19-21";"37_2_2";"";"";"37_2_2";"Sphyraena sphyraena"
"Mediterranean and Black Sea";"Picarels";"Spicara smaris";"GFCM";NA;"SPC";"No TAC";"GSAs 17-18, 22-27";"37_2_1,37_3_1,37_3_2";"";"";"37_2_1,37_3_1,37_3_2";"Spicara smaris"
"Mediterranean and Black Sea";"European sprat";"Sprattus sprattus";"GFCM";NA;"SPR";"F3742C";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2";"Sprattus sprattus"
"Mediterranean and Black Sea";"Picked dogfish";"Squalus acanthias";"GFCM";NA;"DGS";"No TAC";"GSAs 28-29";"37_4_1,37_4_2";"";"";"37_4_1,37_4_2";"Squalus acanthias"
"Mediterranean and Black Sea";"Mantis shrimp";"Squilla mantis";"GFCM";NA;"MTS";"No TAC";"GSAs 17-18";"37_2_2";"";"";"37_2_2";"Squilla mantis"
"Mediterranean and Black Sea";"Mediterranean horse mackerel";"Trachurus mediterraneus";"GFCM";NA;"HMM";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"Trachurus mediterraneus"
"Mediterranean and Black Sea";"Blue jack mackerel";"Trachurus picturatus";"GFCM";NA;"JAA";"";"GSAs 1-11";"37_1_1";"";"";"37_1_1";"Trachurus picturatus"
"Mediterranean and Black Sea";"Atlantic horse mackerel";"Trachurus trachurus";"GFCM";NA;"HOM";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"Trachurus trachurus"
"Mediterranean and Black Sea";"Poor cod";"Trisopterus minutus";"GFCM";NA;"POD";"No TAC";"GSAs 1-29";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"";"";"37_1_1,37_1_2,37_1_3,37_2_1,37_2_2,37_3_1,37_3_2,37_4_1,37_4_2";"Trisopterus minutus"
"Mediterranean and Black Sea";"Clam";"Veneridae";"GFCM";NA;"CLV";"No TAC";"GSAs 6, 13-21";"37_1_1,37_2_2";"";"";"37_1_1,37_2_2";"Veneridae"
"Outermost regions";"Limpets";"Patellidae";"";NA;"LPZ";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"27_10,34_1_2";"Patellidae"
"Outermost regions";"Sardine";"Sardina pilchardus";"";NA;"PIL";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"27_10,34_1_2";"Sardina pilchardus"
"Outermost regions";"Sardinella";"Sardinella aurita";"";NA;"SAA";"";"Canary/Madeira EEZ";"34_1_2";"";"";"34_1_2";"Sardinella aurita"
"Outermost regions";"Sardinella";"Sardinella maderensis";"";NA;"SAE";"No TAC";"Azores EEZ";"27_10";"";"";"27_10";"Sardinella maderensis"
"Outermost regions";"Parrotfish";"Sparisoma cretense";"";NA;"PRR";"No TAC";"Azores EEZ, Canary/Madeira EEZ";"27_10,34_1_2";"";"";"27_10,34_1_2";"Sparisoma cretense"
"Outermost regions";"Softhead sea catfish";"Amphiarius rugispinis";"";NA;"AWR";"";"French Guiana EEZ";"31";"";"";"31";"Amphiarius rugispinis"
"Outermost regions";"Kumakuma";"Brachyplatystoma filamentosum";"";NA;"BPF";"";"French Guiana EEZ";"31";"";"";"31";"Brachyplatystoma filamentosum"
"Outermost regions";"Crevalle jack";"Caranx hippos";"";NA;"CVJ";"";"French Guiana EEZ";"31";"";"";"31";"Caranx hippos"
"Outermost regions";"Snooks";"Centropomus spp";"";NA;"ROB";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Centropomus spp"
"Outermost regions";"Acoupa weakfish";"Cynoscion acoupa";"";NA;"YNA";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Cynoscion acoupa"
"Outermost regions";"Smalltooth weakfish";"Cynoscion steindachneri";"";NA;"WKB";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Cynoscion steindachneri"
"Outermost regions";"Green weakfish";"Cynoscion virescens";"";NA;"YNV";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Cynoscion virescens"
"Outermost regions";"Atlantic goliath grouper";"Epinephelus itajara";"";NA;"EET";"";"French Guiana EEZ";"31";"";"";"31";"Epinephelus itajara"
"Outermost regions";"Torroto grunt";"Genyatremus luteus";"";NA;"GEU";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Genyatremus luteus"
"Outermost regions";"Tripletail";"Lobotes surinamensis";"";NA;"LOB";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Lobotes surinamensis"
"Outermost regions";"Houndsharks, smoothhounds nei";"Lutjanus purpureus";"";NA;"SNC,SNA";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Lutjanus purpureus"
"Outermost regions";"King weakfish";"Macrodon ancylodon";"";NA;"WKK";"";"French Guiana EEZ";"31";"";"";"31";"Macrodon ancylodon"
"Outermost regions";"Tarpon";"Megalops atlanticus";"";NA;"TAR";"";"French Guiana EEZ";"31";"";"";"31";"Megalops atlanticus"
"Outermost regions";"Penaeus shrimp";"Penaeus subtilis";"";NA;"PEN";"FGU.";"French Guiana EEZ";"31";"";"";"31";"Penaeus subtilis"
"Outermost regions";"South American silver croaker";"Plagioscion squamosissimus";"";NA;"LGQ";"";"French Guiana EEZ";"31";"";"";"31";"Plagioscion squamosissimus"
"Outermost regions";"Gillbacker sea catfish";"Sciades parkeri";"";NA;"AWP";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Sciades parkeri"
"Outermost regions";"Crucifix sea catfish";"Sciades proops";"";NA;"AXP";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Sciades proops"
"Outermost regions";"Seerfishes nei";"Scomberomorus spp.";"";NA;"KGX";"No TAC";"French Guiana EEZ";"31";"";"";"31";"Scomberomorus spp."
"Outermost regions";"Honeycomb cowfish";"Acanthostracion polygonius";"";NA;"BXF";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31";"Acanthostracion polygonius"
"Outermost regions";"Scrawled cowfish";"Acanthostracion quadricornis";"";NA;"BXF";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31";"Acanthostracion quadricornis"
"Outermost regions";"Ocean surgeon";"Acanthurus bahianus";"";NA;"SUR";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31";"Acanthurus bahianus"
"Outermost regions";"Doctorfish";"Acanthurus chirurgus";"";NA;"SUR";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31";"Acanthurus chirurgus"
"Outermost regions";"Scribbled leatherjac. Filefish";"aluterus scriptus";"";NA;"FFX";"No TAC";"Guadeloupe and Martinique EEZ";"31";"";"";"31";"aluterus scriptus"
