MS;refYears;spp;region;RFMO;area;select;landings;TAC;shareLanding;Thresh;Comments;Comments2
DK;2016-2018;Anguilla anguilla;Baltic Sea;ICES;22-32;Yes;186;-;41%;No;-;NA
DK;2016-2018;Clupea harengus;Baltic Sea;ICES;22-24;Y;5234;14%;22%;N;-;FIDES Initial.Quantity = 2426
DK;2016-2018;Clupea harengus;Baltic Sea;ICES;25-29,32;N;8603;2%;5%;Y;8%;FIDES Initial.Quantity = 5045
DK;2016-2018;Clupea harengus;Baltic Sea;ICES;30;-;-;-;-;-;-;NA
DK;2016-2018;Clupea harengus;Baltic Sea;ICES;31;-;-;-;-;-;-;NA
DK;2016-2018;Clupea harengus;Baltic Sea;ICES;Gulf of Riga;-;-;-;-;-;-;NA
DK;2016-2018;Coregonus albula;Baltic Sea;ICES;22-32;-;-;-;-;-;-;NA
DK;2016-2018;Coregonus lavaretus;Baltic Sea;ICES;IIId;-;-;-;-;-;-;NA
DK;2016-2018;Gadus morhua;Baltic Sea;ICES;22-24;Y;3080;44%;48%;N;-;FIDES Initial.Quantity = 2444
DK;2016-2018;Gadus morhua;Baltic Sea;ICES;25-32;Y;5096;23%;25%;N;-;FIDES Initial.Quantity = 6521
DK;2016-2018;Limanda limanda;Baltic Sea;ICES;22-32;Y;301;-;26%;N;-;NA
DK;2016-2018;Perca fluviatilis;Baltic Sea;ICES;IIId;N;5;-;0%;Y;-;NA
DK;2016-2018;Platichthys flesus;Baltic Sea;ICES;22-32;N;914;-;5%;Y;-;NA
DK;2016-2018;Pleuronectes platessa;Baltic Sea;ICES;22-32;Y;1845;72%;58%;N;-;FIDES Initial.Quantity = 5070
DK;2016-2018;Psetta maxima;Baltic Sea;ICES;22-32;N;123;-;43%;Y;-;NA
DK;2016-2018;Salmo salar;Baltic Sea;ICES;22-31;N;33;21%;7%;Y;-;FIDES Initial.Quantity = 18885
DK;2016-2018;Salmo salar;Baltic Sea;ICES;32;-;-;-;-;-;-;NA
DK;2016-2018;Salmo trutta;Baltic Sea;ICES;22-32;N;4;-;1%;Y;-;NA
DK;2016-2018;Sander lucioperca;Baltic Sea;ICES;IIId;-;-;-;-;-;-;NA
DK;2016-2018;Scophthalmus rhombus;Baltic Sea;ICES;22-32;N;40;-;89%;Y;-;NA
DK;2016-2018;Solea solea;Baltic Sea;ICES;22;N;43;-;98%;Y;-;NA
DK;2016-2018;Sprattus sprattus;Baltic Sea;ICES;22-32;Y;23341;10%;10%;N;Sum of MS shares <10% = 26%%;FIDES Initial.Quantity = 25875
DK;2015;Alopias vulpinus;Mediterranean and Black Sea;GFCM;All areas;-;-;-;-;-;-;NA
DK;2015;Anguilla anguilla;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Aphia minuta;Mediterranean and Black Sea;GFCM;GSA 9,10,16 and 19;-;-;-;-;-;-;NA
DK;2015;Aristaeomorpha foliacea;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Aristeus antennatus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Atherina spp;Mediterranean and Black Sea;GFCM;GSA 9,10,16 and 19;-;-;-;-;-;-;NA
DK;2015;Boops boops;Mediterranean and Black Sea;GFCM;1.3, 2.1, 2.2, 3.1, 3.2;-;-;-;-;-;-;NA
DK;2015;Carcharhinidae;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Centrophorus granulosus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Centrophorus squamosus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Centrophorus uyato;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Centroscymnus coelolepis;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Chelidonichthys lucerna;Mediterranean and Black Sea;GFCM;1.3, 2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Dalatias licha;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Dasyatidae;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Dasyatis centroura;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Dasyatis pastinaca;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Dasyatis violacea;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Dicentrarchus labrax;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Eledone cirrhosa;Mediterranean and Black Sea;GFCM;1.1, 1.3, 2.1, 2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Eledone moschata;Mediterranean and Black Sea;GFCM;1.3, 2.1, 2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Engraulis encrasicolus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Engraulis encrasicolus;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Etmopterus spinax;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Eutrigla gurnardus;Mediterranean and Black Sea;GFCM;2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Galeorhinus galeus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Galeus melastomus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Galeus spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Heptranchias perlo;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Hexanchus griseus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Illex spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Isurus oxyrinchus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Isurus oxyrinchus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Lamna nasus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Loligo vulgaris;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Lophius budegassa;Mediterranean and Black Sea;GFCM;1.1, 1.2, 1.3, 2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Lophius piscatorius;Mediterranean and Black Sea;GFCM;1.1, 1.2, 1.3, 2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Merlangius merlangus;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Merluccius merluccius;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Micromesistius poutassou;Mediterranean and Black Sea;GFCM;1.1, 3.1;-;-;-;-;-;-;NA
DK;2015;Mugilidae;Mediterranean and Black Sea;GFCM;1.3, 2.1, 2.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Mullus barbatus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Mullus barbatus;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Mullus surmuletus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Mustelus asterias;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Mustelus mustelus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Mustelus spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Myliobatis aquila;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Nephrops norvegicus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Octopus vulgaris;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Oxynotus centrina;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Pagellus erythrinus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Parapenaeus longirostris;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Penaeus kerathurus;Mediterranean and Black Sea;GFCM;3.1;-;-;-;-;-;-;NA
DK;2015;Prionace glauca;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Psetta maxima;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Pteromylaeus bovinus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja alba;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja asterias;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja batis;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja brachyura;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja circularis;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja clavata;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja fullonica;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja melitensis;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja microocellata;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja miraletus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja montagui;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja naevus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja oxyrinchus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja polystigma;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja radula;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Raja undulata;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Sardina pilchardus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Scomber spp,Scomber australasicus,Scomber scombrus,Scomber japonicus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Scyliorhinus canicula;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Scyliorhinus spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Scyliorhinus stellaris;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Sepia officinalis;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Solea solea;Mediterranean and Black Sea;GFCM;1.2, 2.1, 3.1;-;-;-;-;-;-;NA
DK;2015;Sparus aurata;Mediterranean and Black Sea;GFCM;1.2, 3.1;-;-;-;-;-;-;NA
DK;2015;Sphyrna spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Spicara smaris;Mediterranean and Black Sea;GFCM;2.1, 3.1, 3.2;-;-;-;-;-;-;NA
DK;2015;Sprattus sprattus;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Squalus acanthias;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Squalus blainville;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Squalus spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Squatina squatina;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Squilla mantis;Mediterranean and Black Sea;GFCM;1.3, 2.1, 2.2;-;-;-;-;-;-;NA
DK;2015;Todarodes spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Torpedo marmorata;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Torpedo nobiliana;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Torpedo spp;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Trachurus mediterraneus;Mediterranean and Black Sea;GFCM;All areas in the Med;-;-;-;-;-;-;NA
DK;2015;Trachurus mediterraneus;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Trachurus trachurus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Trachurus trachurus;Mediterranean and Black Sea;GFCM;Black Sea GSA 29;-;-;-;-;-;-;NA
DK;2015;Triakidae;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Trisopterus minutus;Mediterranean and Black Sea;GFCM;all areas in the Med;-;-;-;-;-;-;NA
DK;2015;Veneridae;Mediterranean and Black Sea;GFCM;2.1, 2.2;-;-;-;-;-;-;NA
DK;2016-2018;Aequipecten opercularis;North Atlantic;ICES;VII;-;-;-;-;-;-;NA
DK;2016-2018;Alepocephalus bairdii;North Atlantic;ICES;VI,XII;-;-;-;-;-;-;NA
DK;2016-2018;Ammodytes spp,Ammodytes tobianus;North Atlantic;ICES;VIa;-;-;-;-;-;-;NA
DK;2016-2018;Anguilla anguilla;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Aphanopus spp,Aphanopus intermedius,Aphanopus carbo;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Argentina spp,Argentina sphyraena,Argentina silus,Argentina kagoshimae,Argentina elongata;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Argyrosomus regius;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Aspitrigla cuculus;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Bathyraja richardsoni;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Bathyraja spinicauda;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Beryx spp,Beryx splendens,Beryx decadactylus;North Atlantic;ICES;all areas excluding X and IXa;-;-;-;-;-;-;NA
DK;2016-2018;Beryx spp,Beryx splendens,Beryx decadactylus;North Atlantic;ICES;IXa and X;-;-;-;-;-;-;NA
DK;2016-2018;Cancer pagurus;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Capros aper,Caproidae;North Atlantic;ICES;V, VI, VII;Y;236;25%;2%;N;-;FIDES Initial.Quantity = 5001
DK;2016-2018;Centrophorus squamosus;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Centroscymnus coelolepis;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Chimaera monstrosa;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Chimaera opalescens;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Clupea harengus;North Atlantic;ICES;VIa;N;33;-;1%;Y;-;NA
DK;2016-2018;Clupea harengus;North Atlantic;ICES;VIaS,VIIbc;N;33;-;1%;Y;-;NA
DK;2016-2018;Clupea harengus;North Atlantic;ICES;VIIa;-;-;-;-;-;-;NA
DK;2016-2018;Clupea harengus;North Atlantic;ICES;VIIj;-;-;-;-;-;-;NA
DK;2016-2018;Conger conger;North Atlantic;ICES;all areas excluding X;-;-;-;-;-;-;NA
DK;2016-2018;Conger conger;North Atlantic;ICES;X;-;-;-;-;-;-;NA
DK;2016-2018;Coryphaenoides rupestris;North Atlantic;ICES;all areas;-;-;-;-;-;-;NA
DK;2016-2018;Dalatias licha;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Dalatias licha;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Dasyatis centroura;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Dasyatis pastinaca;North Atlantic;ICES;VII, VIII;-;-;-;-;-;-;NA
DK;2016-2018;Dasyatis pastinaca;North Atlantic;ICES;VII, VIII;-;-;-;-;-;-;NA
DK;2016-2018;Dasyatis tortonesei;North Atlantic;ICES;VII, VIII;-;-;-;-;-;-;NA
DK;2016-2018;Dasyatis violacea;North Atlantic;ICES;All areas;-;-;-;-;-;-;NA
DK;2016-2018;Deania calcea;North Atlantic;ICES;V, VI, VII, IX, X, XII;-;-;-;-;-;-;NA
DK;2016-2018;Deania calcea;North Atlantic;ICES;V, VI, VII, IX, X, XII;-;-;-;-;-;-;NA
DK;2016-2018;Dicentrarchus labrax;North Atlantic;ICES;all areas excluding IX;-;-;-;-;-;-;NA
DK;2016-2018;Dicentrarchus labrax;North Atlantic;ICES;IX;-;-;-;-;-;-;NA
DK;2016-2018;Dicologlossa cuneata;North Atlantic;ICES;VIIIc, IX;-;-;-;-;-;-;NA
DK;2016-2018;Dipturus intermedius;North Atlantic;ICES;IIa, V, VI, VII, VIII, IXa;-;-;-;-;-;-;NA
DK;2016-2018;Engraulis encrasicolus;North Atlantic;ICES;IXa (only Cadiz);-;-;-;-;-;-;NA
DK;2016-2018;Engraulis encrasicolus;North Atlantic;ICES;VIII;-;-;-;-;-;-;NA
DK;2016-2018;Etmopterus spinax;North Atlantic;ICES;VI, VII, VIII;-;-;-;-;-;-;NA
DK;2016-2018;Etmopterus spinax;North Atlantic;ICES;VI, VII, VIII;-;-;-;-;-;-;NA
DK;2016-2018;Eutrigla gurnardus;North Atlantic;ICES;VIIde;-;-;-;-;-;-;NA
DK;2016-2018;Gadus morhua;North Atlantic;ICES;Va;-;-;-;-;-;-;NA
DK;2016-2018;Gadus morhua;North Atlantic;ICES;Vb;-;-;-;-;-;-;NA
DK;2016-2018;Gadus morhua;North Atlantic;ICES;VIa;N;1;-;0%;Y;-;NA
DK;2016-2018;Gadus morhua;North Atlantic;ICES;Vib;-;-;-;-;-;-;NA
DK;2016-2018;Gadus morhua;North Atlantic;ICES;VIIa;-;-;-;-;-;-;NA
DK;2016-2018;Gadus morhua;North Atlantic;ICES;VIIe-k;-;-;-;-;-;-;NA
