AreaCode	FishingActivityCategoryEuropeanLvl6Code
21.2.J	OTB_DEF_>=220_0_0
21.2.J	OTB_DEF_100-129_0_0
21.2.J	OTB_DEF_130-219_0_0
21.2.J	OTB_DEF_90-99_0_0
21.2.J	OTB_DWS_>=220_0_0
21.2.J	OTB_DWS_100-129_0_0
21.2.J	OTB_DWS_130-219_0_0
21.2.J	OTB_DWS_90-99_0_0
21.2.J	OTB_MCD_>=220_0_0
21.2.J	OTB_MCD_100-129_0_0
21.2.J	OTB_MCD_130-219_0_0
21.2.J	OTB_MCD_40-59_0_0
21.2.J	OTB_MCD_60-89_0_0
21.2.J	OTB_MCD_90-99_0_0
21.2.J	OTB_MCF_>=220_0_0
21.2.J	OTB_MCF_100-129_0_0
21.2.J	OTB_MCF_130-219_0_0
21.2.J	OTB_MCF_60-89_0_0
21.2.J	OTB_MCF_90-99_0_0
21.2.J	OTB_MDD_>=220_0_0
21.2.J	OTB_MDD_100-129_0_0
21.2.J	OTB_MDD_130-219_0_0
21.2.J	OTB_MDD_90-99_0_0
21.2.J	OTB_MOL_>=220_0_0
21.2.J	OTB_MOL_100-129_0_0
21.2.J	OTB_MOL_130-219_0_0
21.2.J	OTB_MOL_60-89_0_0
21.2.J	OTB_MOL_90-99_0_0
21.2.J	OTB_MPD_>=220_0_0
21.2.J	OTB_MPD_100-129_0_0
21.2.J	OTB_MPD_130-219_0_0
21.2.J	OTB_MPD_90-99_0_0
21.2.J	OTB_SPF_>=220_0_0
21.2.J	OTB_SPF_100-129_0_0
21.2.J	OTB_SPF_130-219_0_0
21.2.J	OTB_SPF_40-59_0_0
21.2.J	OTB_SPF_60-89_0_0
21.2.J	OTB_SPF_90-99_0_0
21.2.J	OTM_DEF_>=220_0_0
21.2.J	OTM_DEF_100-129_0_0
21.2.J	OTM_DEF_130-219_0_0
21.2.J	OTM_DEF_90-99_0_0
21.2.J	OTM_SPF_>=220_0_0
21.2.J	OTM_SPF_100-129_0_0
21.2.J	OTM_SPF_130-219_0_0
21.2.J	OTM_SPF_40-59_0_0
21.2.J	OTM_SPF_60-89_0_0
21.2.J	OTM_SPF_90-99_0_0
21.2.J	OTT_CRU_>=220_0_0
21.2.J	OTT_CRU_100-129_0_0
21.2.J	OTT_CRU_130-219_0_0
21.2.J	OTT_CRU_40-59_0_0
21.2.J	OTT_CRU_60-89_0_0
21.2.J	OTT_CRU_90-99_0_0
21.2.J	OTT_DEF_>=220_0_0
21.2.J	OTT_DEF_100-129_0_0
21.2.J	OTT_DEF_130-219_0_0
21.2.J	OTT_DEF_90-99_0_0
21.2.J	OTT_DWS_>=220_0_0
21.2.J	OTT_DWS_100-129_0_0
21.2.J	OTT_DWS_130-219_0_0
21.2.J	OTT_DWS_90-99_0_0
21.2.J	OTT_MCD_>=220_0_0
21.2.J	OTT_MCD_100-129_0_0
21.2.J	OTT_MCD_130-219_0_0
21.2.J	OTT_MCD_40-59_0_0
21.2.J	OTT_MCD_60-89_0_0
21.2.J	OTT_MCD_90-99_0_0
21.2.J	OTT_MOL_>=220_0_0
21.2.J	OTT_MOL_100-129_0_0
21.2.J	OTT_MOL_130-219_0_0
21.2.J	OTT_MOL_60-89_0_0
21.2.J	OTT_MOL_90-99_0_0
21.2.J	OTT_MPD_>=220_0_0
21.2.J	OTT_MPD_100-129_0_0
21.2.J	OTT_MPD_130-219_0_0
21.2.J	OTT_MPD_90-99_0_0
21.2.J	PS_LPF_>0_0_0
21.2.J	PS_SPF_>=220_0_0
21.2.J	PS_SPF_100-129_0_0
21.2.J	PS_SPF_130-219_0_0
21.2.J	PS_SPF_40-59_0_0
21.2.J	PS_SPF_60-89_0_0
21.2.J	PS_SPF_90-99_0_0
21.2.J	PTB_CRU_>=220_0_0
21.2.J	PTB_CRU_100-129_0_0
21.2.J	PTB_CRU_130-219_0_0
21.2.J	PTB_CRU_40-59_0_0
21.2.J	PTB_CRU_60-89_0_0
21.2.J	PTB_CRU_90-99_0_0
21.2.J	PTB_DEF_>=220_0_0
21.2.J	PTB_DEF_100-129_0_0
21.2.J	PTB_DEF_130-219_0_0
21.2.J	PTB_DEF_90-99_0_0
21.2.J	PTB_SPF_>=220_0_0
21.2.J	PTB_SPF_100-129_0_0
21.2.J	PTB_SPF_130-219_0_0
21.2.J	PTB_SPF_40-59_0_0
21.2.J	PTB_SPF_60-89_0_0
21.2.J	PTB_SPF_90-99_0_0
21.2.J	PTM_DEF_>=220_0_0
21.2.J	PTM_DEF_100-129_0_0
21.2.J	PTM_DEF_130-219_0_0
21.2.J	PTM_DEF_90-99_0_0
21.2.J	PTM_LPF_>0_0_0
21.2.J	PTM_SPF_>=220_0_0
21.2.J	PTM_SPF_100-129_0_0
21.2.J	PTM_SPF_130-219_0_0
21.2.J	PTM_SPF_40-59_0_0
21.2.J	PTM_SPF_60-89_0_0
21.2.J	PTM_SPF_90-99_0_0
21.2.J	SB_FIF_>0_0_0
21.2.J	SDN_DEF_>=220_0_0
21.2.J	SDN_DEF_100-129_0_0
21.2.J	SDN_DEF_130-219_0_0
21.2.J	SDN_DEF_90-99_0_0
21.2.J	SPR_DEF_>=220_0_0
21.2.J	SPR_DEF_100-129_0_0
21.2.J	SPR_DEF_130-219_0_0
21.2.J	SPR_DEF_90-99_0_0
21.2.J	SSC_DEF_>=220_0_0
21.2.J	SSC_DEF_100-129_0_0
21.2.J	SSC_DEF_130-219_0_0
21.2.J	SSC_DEF_90-99_0_0
21.3	DRB_MOL_>=0_0_0
21.3	FPN_LPF_>0_0_0
21.3	FPO_CRU_>0_0_0
21.3	FPO_FIF_>0_0_0
21.3	FPO_MOL_>0_0_0
21.3	FYK_CAT_>0_0_0
21.3	FYK_DEF_>0_0_0
21.3	GND_DEF_>=220_0_0
21.3	GND_DEF_100-119_0_0
21.3	GND_DEF_120-219_0_0
21.3	GND_DEF_90-99_0_0
21.3	GND_SPF_>=220_0_0
21.3	GND_SPF_100-119_0_0
21.3	GND_SPF_10-30_0_0
21.3	GND_SPF_120-219_0_0
21.3	GND_SPF_50-70_0_0
21.3	GND_SPF_90-99_0_0
21.3	GNS_CRU_>0_0_0
21.3	GNS_DEF_>=220_0_0
21.3	GNS_DEF_100-119_0_0
21.3	GNS_DEF_120-219_0_0
21.3	GNS_DEF_90-99_0_0
21.3	GNS_DWS_>=220_0_0
21.3	GNS_DWS_120-219_0_0
21.3	GNS_SPF_>=220_0_0
21.3	GNS_SPF_100-119_0_0
21.3	GNS_SPF_10-30_0_0
21.3	GNS_SPF_120-219_0_0
21.3	GNS_SPF_50-70_0_0
21.3	GNS_SPF_90-99_0_0
21.3	GTR_DEF_>=220_0_0
21.3	GTR_DEF_100-119_0_0
21.3	GTR_DEF_120-219_0_0
21.3	GTR_DEF_90-99_0_0
21.3	HMD_MOL_>=0_0_0
21.3	LHP_CEP_0_0_0
21.3	LHP_FIF_0_0_0
21.3	LLD_DEF_0_0_0
21.3	LLD_DWS_0_0_0
21.3	LLD_LPF_0_0_0
21.3	LLS_DEF_0_0_0
21.3	LLS_DWS_0_0_0
21.3	LTL_LPF_0_0_0
21.3	OTB_CRU_>=220_0_0
21.3	OTB_CRU_100-129_0_0
21.3	OTB_CRU_130-219_0_0
21.3	OTB_CRU_40-59_0_0
21.3	OTB_CRU_60-89_0_0
21.3	OTB_CRU_90-99_0_0
21.3	OTB_DEF_>=220_0_0
21.3	OTB_DEF_100-129_0_0
21.3	OTB_DEF_130-219_0_0
21.3	OTB_DEF_90-99_0_0
21.3	OTB_DWS_>=220_0_0
21.3	OTB_DWS_100-129_0_0
21.3	OTB_DWS_130-219_0_0
21.3	OTB_DWS_90-99_0_0
21.3	OTB_MCD_>=220_0_0
21.3	OTB_MCD_100-129_0_0
21.3	OTB_MCD_130-219_0_0
21.3	OTB_MCD_40-59_0_0
21.3	OTB_MCD_60-89_0_0
21.3	OTB_MCD_90-99_0_0
21.3	OTB_MCF_>=220_0_0
21.3	OTB_MCF_100-129_0_0
21.3	OTB_MCF_130-219_0_0
21.3	OTB_MCF_60-89_0_0
21.3	OTB_MCF_90-99_0_0
21.3	OTB_MDD_>=220_0_0
21.3	OTB_MDD_100-129_0_0
21.3	OTB_MDD_130-219_0_0
21.3	OTB_MDD_90-99_0_0
21.3	OTB_MOL_>=220_0_0
21.3	OTB_MOL_100-129_0_0
21.3	OTB_MOL_130-219_0_0
21.3	OTB_MOL_60-89_0_0
21.3	OTB_MOL_90-99_0_0
21.3	OTB_MPD_>=220_0_0
21.3	OTB_MPD_100-129_0_0
21.3	OTB_MPD_130-219_0_0
21.3	OTB_MPD_90-99_0_0
21.3	OTB_SPF_>=220_0_0
21.3	OTB_SPF_100-129_0_0
21.3	OTB_SPF_130-219_0_0
21.3	OTB_SPF_40-59_0_0
21.3	OTB_SPF_60-89_0_0
21.3	OTB_SPF_90-99_0_0
21.3	OTM_DEF_>=220_0_0
21.3	OTM_DEF_100-129_0_0
21.3	OTM_DEF_130-219_0_0
21.3	OTM_DEF_90-99_0_0
21.3	OTM_SPF_>=220_0_0
21.3	OTM_SPF_100-129_0_0
21.3	OTM_SPF_130-219_0_0
21.3	OTM_SPF_40-59_0_0
21.3	OTM_SPF_60-89_0_0
21.3	OTM_SPF_90-99_0_0
21.3	OTT_CRU_>=220_0_0
21.3	OTT_CRU_100-129_0_0
21.3	OTT_CRU_130-219_0_0
21.3	OTT_CRU_40-59_0_0
21.3	OTT_CRU_60-89_0_0
21.3	OTT_CRU_90-99_0_0
21.3	OTT_DEF_>=220_0_0
21.3	OTT_DEF_100-129_0_0
21.3	OTT_DEF_130-219_0_0
21.3	OTT_DEF_90-99_0_0
21.3	OTT_DWS_>=220_0_0
21.3	OTT_DWS_100-129_0_0
21.3	OTT_DWS_130-219_0_0
21.3	OTT_DWS_90-99_0_0
21.3	OTT_MCD_>=220_0_0
21.3	OTT_MCD_100-129_0_0
21.3	OTT_MCD_130-219_0_0
21.3	OTT_MCD_40-59_0_0
21.3	OTT_MCD_60-89_0_0
21.3	OTT_MCD_90-99_0_0
21.3	OTT_MOL_>=220_0_0
21.3	OTT_MOL_100-129_0_0
21.3	OTT_MOL_130-219_0_0
21.3	OTT_MOL_60-89_0_0
21.3	OTT_MOL_90-99_0_0
21.3	OTT_MPD_>=220_0_0
21.3	OTT_MPD_100-129_0_0
21.3	OTT_MPD_130-219_0_0
21.3	OTT_MPD_90-99_0_0
21.3	PS_LPF_>0_0_0
21.3	PS_SPF_>=220_0_0
21.3	PS_SPF_100-129_0_0
21.3	PS_SPF_130-219_0_0
21.3	PS_SPF_40-59_0_0
21.3	PS_SPF_60-89_0_0
21.3	PS_SPF_90-99_0_0
21.3	PTB_CRU_>=220_0_0
21.3	PTB_CRU_100-129_0_0
21.3	PTB_CRU_130-219_0_0
21.3	PTB_CRU_40-59_0_0
21.3	PTB_CRU_60-89_0_0
21.3	PTB_CRU_90-99_0_0
21.3	PTB_DEF_>=220_0_0
21.3	PTB_DEF_100-129_0_0
21.3	PTB_DEF_130-219_0_0
21.3	PTB_DEF_90-99_0_0
21.3	PTB_SPF_>=220_0_0
21.3	PTB_SPF_100-129_0_0
21.3	PTB_SPF_130-219_0_0
21.3	PTB_SPF_40-59_0_0
21.3	PTB_SPF_60-89_0_0
21.3	PTB_SPF_90-99_0_0
21.3	PTM_DEF_>=220_0_0
21.3	PTM_DEF_100-129_0_0
21.3	PTM_DEF_130-219_0_0
21.3	PTM_DEF_90-99_0_0
21.3	PTM_LPF_>0_0_0
21.3	PTM_SPF_>=220_0_0
21.3	PTM_SPF_100-129_0_0
21.3	PTM_SPF_130-219_0_0
21.3	PTM_SPF_40-59_0_0
21.3	PTM_SPF_60-89_0_0
21.3	PTM_SPF_90-99_0_0
21.3	SB_FIF_>0_0_0
21.3	SDN_DEF_>=220_0_0
21.3	SDN_DEF_100-129_0_0
21.3	SDN_DEF_130-219_0_0
21.3	SDN_DEF_90-99_0_0
21.3	SPR_DEF_>=220_0_0
21.3	SPR_DEF_100-129_0_0
21.3	SPR_DEF_130-219_0_0
21.3	SPR_DEF_90-99_0_0
21.3	SSC_DEF_>=220_0_0
21.3	SSC_DEF_100-129_0_0
21.3	SSC_DEF_130-219_0_0
21.3	SSC_DEF_90-99_0_0
21.3.K	DRB_MOL_>=0_0_0
21.3.K	FPN_LPF_>0_0_0
21.3.K	FPO_CRU_>0_0_0
21.3.K	FPO_FIF_>0_0_0
21.3.K	FPO_MOL_>0_0_0
21.3.K	FYK_CAT_>0_0_0
21.3.K	FYK_DEF_>0_0_0
21.3.K	GND_DEF_>=220_0_0
21.3.K	GND_DEF_100-119_0_0
21.3.K	GND_DEF_120-219_0_0
21.3.K	GND_DEF_90-99_0_0
21.3.K	GND_SPF_>=220_0_0
21.3.K	GND_SPF_100-119_0_0
21.3.K	GND_SPF_10-30_0_0
21.3.K	GND_SPF_120-219_0_0
21.3.K	GND_SPF_50-70_0_0
21.3.K	GND_SPF_90-99_0_0
21.3.K	GNS_CRU_>0_0_0
21.3.K	GNS_DEF_>=220_0_0
21.3.K	GNS_DEF_100-119_0_0
21.3.K	GNS_DEF_120-219_0_0
21.3.K	GNS_DEF_90-99_0_0
21.3.K	GNS_DWS_>=220_0_0
21.3.K	GNS_DWS_120-219_0_0
21.3.K	GNS_SPF_>=220_0_0
21.3.K	GNS_SPF_100-119_0_0
21.3.K	GNS_SPF_10-30_0_0
21.3.K	GNS_SPF_120-219_0_0
21.3.K	GNS_SPF_50-70_0_0
21.3.K	GNS_SPF_90-99_0_0
21.3.K	GTR_DEF_>=220_0_0
21.3.K	GTR_DEF_100-119_0_0
21.3.K	GTR_DEF_120-219_0_0
21.3.K	GTR_DEF_90-99_0_0
21.3.K	HMD_MOL_>=0_0_0
21.3.K	LHP_CEP_0_0_0
21.3.K	LHP_FIF_0_0_0
21.3.K	LLD_DEF_0_0_0
21.3.K	LLD_DWS_0_0_0
21.3.K	LLD_LPF_0_0_0
21.3.K	LLS_DEF_0_0_0
21.3.K	LLS_DWS_0_0_0
21.3.K	LTL_LPF_0_0_0
21.3.K	OTB_CRU_>=220_0_0
21.3.K	OTB_CRU_100-129_0_0
21.3.K	OTB_CRU_130-219_0_0
21.3.K	OTB_CRU_40-59_0_0
21.3.K	OTB_CRU_60-89_0_0
21.3.K	OTB_CRU_90-99_0_0
21.3.K	OTB_DEF_>=220_0_0
21.3.K	OTB_DEF_100-129_0_0
21.3.K	OTB_DEF_130-219_0_0
21.3.K	OTB_DEF_90-99_0_0
21.3.K	OTB_DWS_>=220_0_0
21.3.K	OTB_DWS_100-129_0_0
21.3.K	OTB_DWS_130-219_0_0
21.3.K	OTB_DWS_90-99_0_0
21.3.K	OTB_MCD_>=220_0_0
21.3.K	OTB_MCD_100-129_0_0
21.3.K	OTB_MCD_130-219_0_0
21.3.K	OTB_MCD_40-59_0_0
21.3.K	OTB_MCD_60-89_0_0
21.3.K	OTB_MCD_90-99_0_0
21.3.K	OTB_MCF_>=220_0_0
21.3.K	OTB_MCF_100-129_0_0
21.3.K	OTB_MCF_130-219_0_0
21.3.K	OTB_MCF_60-89_0_0
21.3.K	OTB_MCF_90-99_0_0
21.3.K	OTB_MDD_>=220_0_0
21.3.K	OTB_MDD_100-129_0_0
21.3.K	OTB_MDD_130-219_0_0
21.3.K	OTB_MDD_90-99_0_0
21.3.K	OTB_MOL_>=220_0_0
21.3.K	OTB_MOL_100-129_0_0
21.3.K	OTB_MOL_130-219_0_0
21.3.K	OTB_MOL_60-89_0_0
21.3.K	OTB_MOL_90-99_0_0
21.3.K	OTB_MPD_>=220_0_0
21.3.K	OTB_MPD_100-129_0_0
21.3.K	OTB_MPD_130-219_0_0
21.3.K	OTB_MPD_90-99_0_0
21.3.K	OTB_SPF_>=220_0_0
21.3.K	OTB_SPF_100-129_0_0
21.3.K	OTB_SPF_130-219_0_0
21.3.K	OTB_SPF_40-59_0_0
21.3.K	OTB_SPF_60-89_0_0
21.3.K	OTB_SPF_90-99_0_0
21.3.K	OTM_DEF_>=220_0_0
21.3.K	OTM_DEF_100-129_0_0
21.3.K	OTM_DEF_130-219_0_0
21.3.K	OTM_DEF_90-99_0_0
21.3.K	OTM_SPF_>=220_0_0
21.3.K	OTM_SPF_100-129_0_0
21.3.K	OTM_SPF_130-219_0_0
21.3.K	OTM_SPF_40-59_0_0
21.3.K	OTM_SPF_60-89_0_0
21.3.K	OTM_SPF_90-99_0_0
21.3.K	OTT_CRU_>=220_0_0
21.3.K	OTT_CRU_100-129_0_0
21.3.K	OTT_CRU_130-219_0_0
21.3.K	OTT_CRU_40-59_0_0
21.3.K	OTT_CRU_60-89_0_0
21.3.K	OTT_CRU_90-99_0_0
21.3.K	OTT_DEF_>=220_0_0
21.3.K	OTT_DEF_100-129_0_0
21.3.K	OTT_DEF_130-219_0_0
21.3.K	OTT_DEF_90-99_0_0
21.3.K	OTT_DWS_>=220_0_0
21.3.K	OTT_DWS_100-129_0_0
21.3.K	OTT_DWS_130-219_0_0
21.3.K	OTT_DWS_90-99_0_0
21.3.K	OTT_MCD_>=220_0_0
21.3.K	OTT_MCD_100-129_0_0
21.3.K	OTT_MCD_130-219_0_0
21.3.K	OTT_MCD_40-59_0_0
21.3.K	OTT_MCD_60-89_0_0
21.3.K	OTT_MCD_90-99_0_0
21.3.K	OTT_MOL_>=220_0_0
21.3.K	OTT_MOL_100-129_0_0
21.3.K	OTT_MOL_130-219_0_0
21.3.K	OTT_MOL_60-89_0_0
21.3.K	OTT_MOL_90-99_0_0
21.3.K	OTT_MPD_>=220_0_0
21.3.K	OTT_MPD_100-129_0_0
21.3.K	OTT_MPD_130-219_0_0
21.3.K	OTT_MPD_90-99_0_0
21.3.K	PS_LPF_>0_0_0
21.3.K	PS_SPF_>=220_0_0
21.3.K	PS_SPF_100-129_0_0
21.3.K	PS_SPF_130-219_0_0
21.3.K	PS_SPF_40-59_0_0
21.3.K	PS_SPF_60-89_0_0
21.3.K	PS_SPF_90-99_0_0
21.3.K	PTB_CRU_>=220_0_0
21.3.K	PTB_CRU_100-129_0_0
21.3.K	PTB_CRU_130-219_0_0
21.3.K	PTB_CRU_40-59_0_0
21.3.K	PTB_CRU_60-89_0_0
21.3.K	PTB_CRU_90-99_0_0
21.3.K	PTB_DEF_>=220_0_0
21.3.K	PTB_DEF_100-129_0_0
21.3.K	PTB_DEF_130-219_0_0
21.3.K	PTB_DEF_90-99_0_0
21.3.K	PTB_SPF_>=220_0_0
21.3.K	PTB_SPF_100-129_0_0
21.3.K	PTB_SPF_130-219_0_0
21.3.K	PTB_SPF_40-59_0_0
21.3.K	PTB_SPF_60-89_0_0
21.3.K	PTB_SPF_90-99_0_0
21.3.K	PTM_DEF_>=220_0_0
21.3.K	PTM_DEF_100-129_0_0
21.3.K	PTM_DEF_130-219_0_0
21.3.K	PTM_DEF_90-99_0_0
21.3.K	PTM_LPF_>0_0_0
21.3.K	PTM_SPF_>=220_0_0
21.3.K	PTM_SPF_100-129_0_0
21.3.K	PTM_SPF_130-219_0_0
21.3.K	PTM_SPF_40-59_0_0
21.3.K	PTM_SPF_60-89_0_0
21.3.K	PTM_SPF_90-99_0_0
21.3.K	SB_FIF_>0_0_0
21.3.K	SDN_DEF_>=220_0_0
21.3.K	SDN_DEF_100-129_0_0
21.3.K	SDN_DEF_130-219_0_0
21.3.K	SDN_DEF_90-99_0_0
21.3.K	SPR_DEF_>=220_0_0
21.3.K	SPR_DEF_100-129_0_0
21.3.K	SPR_DEF_130-219_0_0
21.3.K	SPR_DEF_90-99_0_0
21.3.K	SSC_DEF_>=220_0_0
21.3.K	SSC_DEF_100-129_0_0
21.3.K	SSC_DEF_130-219_0_0
21.3.K	SSC_DEF_90-99_0_0
21.3.L	DRB_MOL_>=0_0_0
21.3.L	FPN_LPF_>0_0_0
21.3.L	FPO_CRU_>0_0_0
21.3.L	FPO_FIF_>0_0_0
21.3.L	FPO_MOL_>0_0_0
21.3.L	FYK_CAT_>0_0_0
21.3.L	FYK_DEF_>0_0_0
21.3.L	GND_DEF_>=220_0_0
21.3.L	GND_DEF_100-119_0_0
21.3.L	GND_DEF_120-219_0_0
21.3.L	GND_DEF_90-99_0_0
21.3.L	GND_SPF_>=220_0_0
21.3.L	GND_SPF_100-119_0_0
21.3.L	GND_SPF_10-30_0_0
21.3.L	GND_SPF_120-219_0_0
21.3.L	GND_SPF_50-70_0_0
21.3.L	GND_SPF_90-99_0_0
21.3.L	GNS_CRU_>0_0_0
21.3.L	GNS_DEF_>=220_0_0
21.3.L	GNS_DEF_100-119_0_0
21.3.L	GNS_DEF_120-219_0_0
21.3.L	GNS_DEF_90-99_0_0
21.3.L	GNS_DWS_>=220_0_0
21.3.L	GNS_DWS_120-219_0_0
21.3.L	GNS_SPF_>=220_0_0
21.3.L	GNS_SPF_100-119_0_0
21.3.L	GNS_SPF_10-30_0_0
21.3.L	GNS_SPF_120-219_0_0
21.3.L	GNS_SPF_50-70_0_0
21.3.L	GNS_SPF_90-99_0_0
21.3.L	GTR_DEF_>=220_0_0
21.3.L	GTR_DEF_100-119_0_0
21.3.L	GTR_DEF_120-219_0_0
21.3.L	GTR_DEF_90-99_0_0
21.3.L	HMD_MOL_>=0_0_0
21.3.L	LHP_CEP_0_0_0
21.3.L	LHP_FIF_0_0_0
21.3.L	LLD_DEF_0_0_0
21.3.L	LLD_DWS_0_0_0
21.3.L	LLD_LPF_0_0_0
21.3.L	LLS_DEF_0_0_0
21.3.L	LLS_DWS_0_0_0
21.3.L	LTL_LPF_0_0_0
21.3.L	OTB_CRU_>=220_0_0
21.3.L	OTB_CRU_100-129_0_0
21.3.L	OTB_CRU_130-219_0_0
21.3.L	OTB_CRU_40-59_0_0
21.3.L	OTB_CRU_60-89_0_0
21.3.L	OTB_CRU_90-99_0_0
21.3.L	OTB_DEF_>=220_0_0
21.3.L	OTB_DEF_100-129_0_0
21.3.L	OTB_DEF_130-219_0_0
21.3.L	OTB_DEF_90-99_0_0
21.3.L	OTB_DWS_>=220_0_0
21.3.L	OTB_DWS_100-129_0_0
21.3.L	OTB_DWS_130-219_0_0
21.3.L	OTB_DWS_90-99_0_0
21.3.L	OTB_MCD_>=220_0_0
21.3.L	OTB_MCD_100-129_0_0
21.3.L	OTB_MCD_130-219_0_0
21.3.L	OTB_MCD_40-59_0_0
21.3.L	OTB_MCD_60-89_0_0
21.3.L	OTB_MCD_90-99_0_0
21.3.L	OTB_MCF_>=220_0_0
21.3.L	OTB_MCF_100-129_0_0
21.3.L	OTB_MCF_130-219_0_0
21.3.L	OTB_MCF_60-89_0_0
21.3.L	OTB_MCF_90-99_0_0
21.3.L	OTB_MDD_>=220_0_0
21.3.L	OTB_MDD_100-129_0_0
21.3.L	OTB_MDD_130-219_0_0
21.3.L	OTB_MDD_90-99_0_0
21.3.L	OTB_MOL_>=220_0_0
21.3.L	OTB_MOL_100-129_0_0
21.3.L	OTB_MOL_130-219_0_0
21.3.L	OTB_MOL_60-89_0_0
21.3.L	OTB_MOL_90-99_0_0
21.3.L	OTB_MPD_>=220_0_0
21.3.L	OTB_MPD_100-129_0_0
21.3.L	OTB_MPD_130-219_0_0
21.3.L	OTB_MPD_90-99_0_0
21.3.L	OTB_SPF_>=220_0_0
21.3.L	OTB_SPF_100-129_0_0
21.3.L	OTB_SPF_130-219_0_0
21.3.L	OTB_SPF_40-59_0_0
21.3.L	OTB_SPF_60-89_0_0
21.3.L	OTB_SPF_90-99_0_0
21.3.L	OTM_DEF_>=220_0_0
21.3.L	OTM_DEF_100-129_0_0
21.3.L	OTM_DEF_130-219_0_0
21.3.L	OTM_DEF_90-99_0_0
21.3.L	OTM_SPF_>=220_0_0
21.3.L	OTM_SPF_100-129_0_0
21.3.L	OTM_SPF_130-219_0_0
21.3.L	OTM_SPF_40-59_0_0
21.3.L	OTM_SPF_60-89_0_0
21.3.L	OTM_SPF_90-99_0_0
21.3.L	OTT_CRU_>=220_0_0
21.3.L	OTT_CRU_100-129_0_0
21.3.L	OTT_CRU_130-219_0_0
21.3.L	OTT_CRU_40-59_0_0
21.3.L	OTT_CRU_60-89_0_0
21.3.L	OTT_CRU_90-99_0_0
21.3.L	OTT_DEF_>=220_0_0
21.3.L	OTT_DEF_100-129_0_0
21.3.L	OTT_DEF_130-219_0_0
21.3.L	OTT_DEF_90-99_0_0
21.3.L	OTT_DWS_>=220_0_0
21.3.L	OTT_DWS_100-129_0_0
21.3.L	OTT_DWS_130-219_0_0
21.3.L	OTT_DWS_90-99_0_0
21.3.L	OTT_MCD_>=220_0_0
21.3.L	OTT_MCD_100-129_0_0
21.3.L	OTT_MCD_130-219_0_0
21.3.L	OTT_MCD_40-59_0_0
21.3.L	OTT_MCD_60-89_0_0
21.3.L	OTT_MCD_90-99_0_0
21.3.L	OTT_MOL_>=220_0_0
21.3.L	OTT_MOL_100-129_0_0
21.3.L	OTT_MOL_130-219_0_0
21.3.L	OTT_MOL_60-89_0_0
21.3.L	OTT_MOL_90-99_0_0
21.3.L	OTT_MPD_>=220_0_0
21.3.L	OTT_MPD_100-129_0_0
21.3.L	OTT_MPD_130-219_0_0
21.3.L	OTT_MPD_90-99_0_0
21.3.L	PS_LPF_>0_0_0
21.3.L	PS_SPF_>=220_0_0
21.3.L	PS_SPF_100-129_0_0
21.3.L	PS_SPF_130-219_0_0
21.3.L	PS_SPF_40-59_0_0
21.3.L	PS_SPF_60-89_0_0
21.3.L	PS_SPF_90-99_0_0
21.3.L	PTB_CRU_>=220_0_0
21.3.L	PTB_CRU_100-129_0_0
21.3.L	PTB_CRU_130-219_0_0
21.3.L	PTB_CRU_40-59_0_0
21.3.L	PTB_CRU_60-89_0_0
21.3.L	PTB_CRU_90-99_0_0
21.3.L	PTB_DEF_>=220_0_0
21.3.L	PTB_DEF_100-129_0_0
21.3.L	PTB_DEF_130-219_0_0
21.3.L	PTB_DEF_90-99_0_0
21.3.L	PTB_SPF_>=220_0_0
21.3.L	PTB_SPF_100-129_0_0
21.3.L	PTB_SPF_130-219_0_0
21.3.L	PTB_SPF_40-59_0_0
21.3.L	PTB_SPF_60-89_0_0
21.3.L	PTB_SPF_90-99_0_0
21.3.L	PTM_DEF_>=220_0_0
21.3.L	PTM_DEF_100-129_0_0
21.3.L	PTM_DEF_130-219_0_0
21.3.L	PTM_DEF_90-99_0_0
21.3.L	PTM_LPF_>0_0_0
21.3.L	PTM_SPF_>=220_0_0
21.3.L	PTM_SPF_100-129_0_0
21.3.L	PTM_SPF_130-219_0_0
21.3.L	PTM_SPF_40-59_0_0
21.3.L	PTM_SPF_60-89_0_0
21.3.L	PTM_SPF_90-99_0_0
21.3.L	SB_FIF_>0_0_0
21.3.L	SDN_DEF_>=220_0_0
21.3.L	SDN_DEF_100-129_0_0
21.3.L	SDN_DEF_130-219_0_0
21.3.L	SDN_DEF_90-99_0_0
21.3.L	SPR_DEF_>=220_0_0
21.3.L	SPR_DEF_100-129_0_0
21.3.L	SPR_DEF_130-219_0_0
21.3.L	SPR_DEF_90-99_0_0
21.3.L	SSC_DEF_>=220_0_0
21.3.L	SSC_DEF_100-129_0_0
21.3.L	SSC_DEF_130-219_0_0
21.3.L	SSC_DEF_90-99_0_0
21.3.M	DRB_MOL_>=0_0_0
21.3.M	FPN_LPF_>0_0_0
21.3.M	FPO_CRU_>0_0_0
21.3.M	FPO_FIF_>0_0_0
21.3.M	FPO_MOL_>0_0_0
21.3.M	FYK_CAT_>0_0_0
21.3.M	FYK_DEF_>0_0_0
21.3.M	GND_DEF_>=220_0_0
21.3.M	GND_DEF_100-119_0_0
21.3.M	GND_DEF_120-219_0_0
21.3.M	GND_DEF_90-99_0_0
21.3.M	GND_SPF_>=220_0_0
21.3.M	GND_SPF_100-119_0_0
21.3.M	GND_SPF_10-30_0_0
