AreaCode	FishingActivityCategoryEuropeanLvl6Code
27.5.b.2	SSC_DEF_<55_0_0
27.5.b.2	SSC_DEF_>=120_0_0
27.5.b.2	SSC_DEF_>=55_0_0
27.5.b.2	SSC_DEF_>=65_0_0
27.5.b.2	SSC_DEF_>=70_0_0
27.5.b.2	SSC_DEF_0_0_0
27.5.b.2	SSC_DEF_100-119_0_0
27.5.b.2	SSC_DEF_16-31_0_0
27.5.b.2	SSC_DEF_20-39_0_0
27.5.b.2	SSC_DEF_32-54_0_0
27.5.b.2	SSC_DEF_32-69_0_0
27.5.b.2	SSC_DEF_40-64_0_0
27.5.b.2	SSC_DEF_55-69_0_0
27.5.b.2	SSC_DEF_70-99_0_0
27.5.b.2	TBB_CRU_<16_0_0
27.5.b.2	TBB_CRU_<55_0_0
27.5.b.2	TBB_CRU_>=120_0_0
27.5.b.2	TBB_CRU_>=55_0_0
27.5.b.2	TBB_CRU_>=65_0_0
27.5.b.2	TBB_CRU_>=70_0_0
27.5.b.2	TBB_CRU_0_0_0
27.5.b.2	TBB_CRU_100-119_0_0
27.5.b.2	TBB_CRU_16-31_0_0
27.5.b.2	TBB_CRU_20-39_0_0
27.5.b.2	TBB_CRU_32-54_0_0
27.5.b.2	TBB_CRU_32-69_0_0
27.5.b.2	TBB_CRU_40-64_0_0
27.5.b.2	TBB_CRU_55-69_0_0
27.5.b.2	TBB_CRU_70-99_0_0
27.5.b.2	TBB_DEF_<16_0_0
27.5.b.2	TBB_DEF_<55_0_0
27.5.b.2	TBB_DEF_>=120_0_0
27.5.b.2	TBB_DEF_>=55_0_0
27.5.b.2	TBB_DEF_>=65_0_0
27.5.b.2	TBB_DEF_>=70_0_0
27.5.b.2	TBB_DEF_0_0_0
27.5.b.2	TBB_DEF_100-119_0_0
27.5.b.2	TBB_DEF_16-31_0_0
27.5.b.2	TBB_DEF_20-39_0_0
27.5.b.2	TBB_DEF_32-54_0_0
27.5.b.2	TBB_DEF_32-69_0_0
27.5.b.2	TBB_DEF_40-64_0_0
27.5.b.2	TBB_DEF_55-69_0_0
27.5.b.2	TBB_DEF_70-99_0_0
27.5.b.2	TBB_MCD_<16_0_0
27.5.b.2	TBB_MCD_<55_0_0
27.5.b.2	TBB_MCD_>=120_0_0
27.5.b.2	TBB_MCD_>=55_0_0
27.5.b.2	TBB_MCD_>=65_0_0
27.5.b.2	TBB_MCD_>=70_0_0
27.5.b.2	TBB_MCD_0_0_0
27.5.b.2	TBB_MCD_100-119_0_0
27.5.b.2	TBB_MCD_16-31_0_0
27.5.b.2	TBB_MCD_20-39_0_0
27.5.b.2	TBB_MCD_32-54_0_0
27.5.b.2	TBB_MCD_32-69_0_0
27.5.b.2	TBB_MCD_40-64_0_0
27.5.b.2	TBB_MCD_55-69_0_0
27.5.b.2	TBB_MCD_70-99_0_0
27.5.b.2	TBB_MCF_<16_0_0
27.5.b.2	TBB_MCF_<55_0_0
27.5.b.2	TBB_MCF_>=120_0_0
27.5.b.2	TBB_MCF_>=55_0_0
27.5.b.2	TBB_MCF_>=65_0_0
27.5.b.2	TBB_MCF_>=70_0_0
27.5.b.2	TBB_MCF_0_0_0
27.5.b.2	TBB_MCF_100-119_0_0
27.5.b.2	TBB_MCF_16-31_0_0
27.5.b.2	TBB_MCF_20-39_0_0
27.5.b.2	TBB_MCF_32-54_0_0
27.5.b.2	TBB_MCF_32-69_0_0
27.5.b.2	TBB_MCF_40-64_0_0
27.5.b.2	TBB_MCF_55-69_0_0
27.5.b.2	TBB_MCF_70-99_0_0
27.5.b.2	TBB_MOL_<16_0_0
27.5.b.2	TBB_MOL_<55_0_0
27.5.b.2	TBB_MOL_>=120_0_0
27.5.b.2	TBB_MOL_>=55_0_0
27.5.b.2	TBB_MOL_>=65_0_0
27.5.b.2	TBB_MOL_>=70_0_0
27.5.b.2	TBB_MOL_0_0_0
27.5.b.2	TBB_MOL_100-119_0_0
27.5.b.2	TBB_MOL_16-31_0_0
27.5.b.2	TBB_MOL_20-39_0_0
27.5.b.2	TBB_MOL_32-54_0_0
27.5.b.2	TBB_MOL_32-69_0_0
27.5.b.2	TBB_MOL_40-64_0_0
27.5.b.2	TBB_MOL_55-69_0_0
27.5.b.2	TBB_MOL_70-99_0_0
27.6	DRB_MOL_0_0_0
27.6	FPN_LPF_0_0_0
27.6	FPO_CRU_0_0_0
27.6	FPO_FIF_0_0_0
27.6	FPO_MOL_0_0_0
27.6	FYK_CAT_0_0_0
27.6	FYK_DEF_0_0_0
27.6	GND_DEF_>=220_0_0
27.6	GND_DEF_0_0_0
27.6	GND_DEF_100-119_0_0
27.6	GND_DEF_10-30_0_0
27.6	GND_DEF_120-219_0_0
27.6	GND_DEF_50-70_0_0
27.6	GND_DEF_90-99_0_0
27.6	GND_SPF_>=220_0_0
27.6	GND_SPF_0_0_0
27.6	GND_SPF_100-119_0_0
27.6	GND_SPF_10-30_0_0
27.6	GND_SPF_120-219_0_0
27.6	GND_SPF_50-70_0_0
27.6	GND_SPF_90-99_0_0
27.6	GNS_CRU_>=220_0_0
27.6	GNS_CRU_0_0_0
27.6	GNS_CRU_100-119_0_0
27.6	GNS_CRU_10-30_0_0
27.6	GNS_CRU_120-219_0_0
27.6	GNS_CRU_50-70_0_0
27.6	GNS_CRU_90-99_0_0
27.6	GNS_DEF_>=220_0_0
27.6	GNS_DEF_0_0_0
27.6	GNS_DEF_100-119_0_0
27.6	GNS_DEF_10-30_0_0
27.6	GNS_DEF_120-219_0_0
27.6	GNS_DEF_50-70_0_0
27.6	GNS_DEF_90-99_0_0
27.6	GNS_DWS_>=220_0_0
27.6	GNS_DWS_0_0_0
27.6	GNS_DWS_100-119_0_0
27.6	GNS_DWS_10-30_0_0
27.6	GNS_DWS_120-219_0_0
27.6	GNS_DWS_50-70_0_0
27.6	GNS_DWS_90-99_0_0
27.6	GNS_SPF_>=220_0_0
27.6	GNS_SPF_0_0_0
27.6	GNS_SPF_100-119_0_0
27.6	GNS_SPF_10-30_0_0
27.6	GNS_SPF_120-219_0_0
27.6	GNS_SPF_50-70_0_0
27.6	GNS_SPF_90-99_0_0
27.6	GTR_DEF_>=220_0_0
27.6	GTR_DEF_0_0_0
27.6	GTR_DEF_100-119_0_0
27.6	GTR_DEF_10-30_0_0
27.6	GTR_DEF_120-219_0_0
27.6	GTR_DEF_50-70_0_0
27.6	GTR_DEF_90-99_0_0
27.6	HMD_MOL_0_0_0
27.6	LHM_CEP_0_0_0
27.6	LHM_DEF_0_0_0
27.6	LHM_DWS_0_0_0
27.6	LHM_FIF_0_0_0
27.6	LHM_SPF_0_0_0
27.6	LHP_CEP_0_0_0
27.6	LHP_FIF_0_0_0
27.6	LLD_DEF_0_0_0
27.6	LLD_DWS_0_0_0
27.6	LLD_LPF_0_0_0
27.6	LLS_DEF_0_0_0
27.6	LLS_DWS_0_0_0
27.6	LTL_LPF_0_0_0
27.6	MIS_MIS_0_0_0
27.6	OTB_CRU_<16_0_0
27.6	OTB_CRU_>=120_0_0
27.6	OTB_CRU_0_0_0
27.6	OTB_CRU_100-119_0_0
27.6	OTB_CRU_16-31_0_0
27.6	OTB_CRU_32-69_0_0
27.6	OTB_CRU_70-99_0_0
27.6	OTB_DEF_<16_0_0
27.6	OTB_DEF_>=120_0_0
27.6	OTB_DEF_0_0_0
27.6	OTB_DEF_100-119_0_0
27.6	OTB_DEF_16-31_0_0
27.6	OTB_DEF_32-69_0_0
27.6	OTB_DEF_70-99_0_0
27.6	OTB_DWS_<16_0_0
27.6	OTB_DWS_>=120_0_0
27.6	OTB_DWS_0_0_0
27.6	OTB_DWS_100-119_0_0
27.6	OTB_DWS_16-31_0_0
27.6	OTB_DWS_32-69_0_0
27.6	OTB_DWS_70-99_0_0
27.6	OTB_MCD_<16_0_0
27.6	OTB_MCD_>=120_0_0
27.6	OTB_MCD_0_0_0
27.6	OTB_MCD_100-119_0_0
27.6	OTB_MCD_16-31_0_0
27.6	OTB_MCD_32-69_0_0
27.6	OTB_MCD_70-99_0_0
27.6	OTB_MCF_<16_0_0
27.6	OTB_MCF_>=120_0_0
27.6	OTB_MCF_0_0_0
27.6	OTB_MCF_100-119_0_0
27.6	OTB_MCF_16-31_0_0
27.6	OTB_MCF_32-69_0_0
27.6	OTB_MCF_70-99_0_0
27.6	OTB_MDD_<16_0_0
27.6	OTB_MDD_>=120_0_0
27.6	OTB_MDD_0_0_0
27.6	OTB_MDD_100-119_0_0
27.6	OTB_MDD_16-31_0_0
27.6	OTB_MDD_32-69_0_0
27.6	OTB_MDD_70-99_0_0
27.6	OTB_MOL_<16_0_0
27.6	OTB_MOL_>=120_0_0
27.6	OTB_MOL_0_0_0
27.6	OTB_MOL_100-119_0_0
27.6	OTB_MOL_16-31_0_0
27.6	OTB_MOL_32-69_0_0
27.6	OTB_MOL_70-99_0_0
27.6	OTB_MPD_<16_0_0
27.6	OTB_MPD_>=120_0_0
27.6	OTB_MPD_0_0_0
27.6	OTB_MPD_100-119_0_0
27.6	OTB_MPD_16-31_0_0
27.6	OTB_MPD_32-69_0_0
27.6	OTB_MPD_70-99_0_0
27.6	OTB_SPF_<16_0_0
27.6	OTB_SPF_>=120_0_0
27.6	OTB_SPF_0_0_0
27.6	OTB_SPF_100-119_0_0
27.6	OTB_SPF_16-31_0_0
27.6	OTB_SPF_32-69_0_0
27.6	OTB_SPF_70-99_0_0
27.6	OTM_DEF_<16_0_0
27.6	OTM_DEF_>=120_0_0
27.6	OTM_DEF_0_0_0
27.6	OTM_DEF_100-119_0_0
27.6	OTM_DEF_16-31_0_0
27.6	OTM_DEF_32-69_0_0
27.6	OTM_DEF_70-99_0_0
27.6	OTM_SPF_<16_0_0
27.6	OTM_SPF_>=120_0_0
27.6	OTM_SPF_0_0_0
27.6	OTM_SPF_100-119_0_0
27.6	OTM_SPF_16-31_0_0
27.6	OTM_SPF_32-69_0_0
27.6	OTM_SPF_70-99_0_0
27.6	OTT_CRU_<16_0_0
27.6	OTT_CRU_>=120_0_0
27.6	OTT_CRU_0_0_0
27.6	OTT_CRU_100-119_0_0
27.6	OTT_CRU_16-31_0_0
27.6	OTT_CRU_32-69_0_0
27.6	OTT_CRU_70-99_0_0
27.6	OTT_DEF_<16_0_0
27.6	OTT_DEF_>=120_0_0
27.6	OTT_DEF_0_0_0
27.6	OTT_DEF_100-119_0_0
27.6	OTT_DEF_16-31_0_0
27.6	OTT_DEF_32-69_0_0
27.6	OTT_DEF_70-99_0_0
27.6	OTT_DWS_<16_0_0
27.6	OTT_DWS_>=120_0_0
27.6	OTT_DWS_0_0_0
27.6	OTT_DWS_100-119_0_0
27.6	OTT_DWS_16-31_0_0
27.6	OTT_DWS_32-69_0_0
27.6	OTT_DWS_70-99_0_0
27.6	OTT_MCD_<16_0_0
27.6	OTT_MCD_>=120_0_0
27.6	OTT_MCD_0_0_0
27.6	OTT_MCD_100-119_0_0
27.6	OTT_MCD_16-31_0_0
27.6	OTT_MCD_32-69_0_0
27.6	OTT_MCD_70-99_0_0
27.6	OTT_MOL_<16_0_0
27.6	OTT_MOL_>=120_0_0
27.6	OTT_MOL_0_0_0
27.6	OTT_MOL_100-119_0_0
27.6	OTT_MOL_16-31_0_0
27.6	OTT_MOL_32-69_0_0
27.6	OTT_MOL_70-99_0_0
27.6	OTT_MPD_<16_0_0
27.6	OTT_MPD_>=120_0_0
27.6	OTT_MPD_0_0_0
27.6	OTT_MPD_100-119_0_0
27.6	OTT_MPD_16-31_0_0
27.6	OTT_MPD_32-69_0_0
27.6	OTT_MPD_70-99_0_0
27.6	PS_LPF_0_0_0
27.6	PS_SPF_0_0_0
27.6	PTB_CRU_<16_0_0
27.6	PTB_CRU_>=120_0_0
27.6	PTB_CRU_0_0_0
27.6	PTB_CRU_100-119_0_0
27.6	PTB_CRU_16-31_0_0
27.6	PTB_CRU_32-69_0_0
27.6	PTB_CRU_70-99_0_0
27.6	PTB_DEF_<16_0_0
27.6	PTB_DEF_>=120_0_0
27.6	PTB_DEF_0_0_0
27.6	PTB_DEF_100-119_0_0
27.6	PTB_DEF_16-31_0_0
27.6	PTB_DEF_32-69_0_0
27.6	PTB_DEF_70-99_0_0
27.6	PTB_MPD_<16_0_0
27.6	PTB_MPD_>=120_0_0
27.6	PTB_MPD_0_0_0
27.6	PTB_MPD_100-119_0_0
27.6	PTB_MPD_16-31_0_0
27.6	PTB_MPD_32-69_0_0
27.6	PTB_MPD_70-99_0_0
27.6	PTB_SPF_<16_0_0
27.6	PTB_SPF_>=120_0_0
27.6	PTB_SPF_0_0_0
27.6	PTB_SPF_100-119_0_0
27.6	PTB_SPF_16-31_0_0
27.6	PTB_SPF_32-69_0_0
27.6	PTB_SPF_70-99_0_0
27.6	PTM_DEF_<16_0_0
27.6	PTM_DEF_>=120_0_0
27.6	PTM_DEF_0_0_0
27.6	PTM_DEF_100-119_0_0
27.6	PTM_DEF_16-31_0_0
27.6	PTM_DEF_32-69_0_0
27.6	PTM_DEF_70-99_0_0
27.6	PTM_LPF_<16_0_0
27.6	PTM_LPF_>=120_0_0
27.6	PTM_LPF_0_0_0
27.6	PTM_LPF_100-119_0_0
27.6	PTM_LPF_16-31_0_0
27.6	PTM_LPF_32-69_0_0
27.6	PTM_LPF_70-99_0_0
27.6	PTM_SPF_<16_0_0
27.6	PTM_SPF_>=120_0_0
27.6	PTM_SPF_0_0_0
27.6	PTM_SPF_100-119_0_0
27.6	PTM_SPF_16-31_0_0
27.6	PTM_SPF_32-69_0_0
27.6	PTM_SPF_70-99_0_0
27.6	SB_FIF_0_0_0
27.6	SDN_DEF_<16_0_0
27.6	SDN_DEF_>=120_0_0
27.6	SDN_DEF_0_0_0
27.6	SDN_DEF_100-119_0_0
27.6	SDN_DEF_16-31_0_0
27.6	SDN_DEF_32-69_0_0
27.6	SDN_DEF_70-99_0_0
27.6	SDN_MCF_<16_0_0
27.6	SDN_MCF_>=120_0_0
27.6	SDN_MCF_0_0_0
27.6	SDN_MCF_100-119_0_0
27.6	SDN_MCF_16-31_0_0
27.6	SDN_MCF_32-69_0_0
27.6	SDN_MCF_70-99_0_0
27.6	SSC_DEF_<16_0_0
27.6	SSC_DEF_>=120_0_0
27.6	SSC_DEF_0_0_0
27.6	SSC_DEF_100-119_0_0
27.6	SSC_DEF_16-31_0_0
27.6	SSC_DEF_32-69_0_0
27.6	SSC_DEF_70-99_0_0
27.6	TBB_CRU_<16_0_0
27.6	TBB_CRU_>=120_0_0
27.6	TBB_CRU_0_0_0
27.6	TBB_CRU_100-119_0_0
27.6	TBB_CRU_16-31_0_0
27.6	TBB_CRU_32-69_0_0
27.6	TBB_CRU_70-99_0_0
27.6	TBB_DEF_<16_0_0
27.6	TBB_DEF_>=120_0_0
27.6	TBB_DEF_0_0_0
27.6	TBB_DEF_100-119_0_0
27.6	TBB_DEF_16-31_0_0
27.6	TBB_DEF_32-69_0_0
27.6	TBB_DEF_70-99_0_0
27.6	TBB_MCD_<16_0_0
27.6	TBB_MCD_>=120_0_0
27.6	TBB_MCD_0_0_0
27.6	TBB_MCD_100-119_0_0
27.6	TBB_MCD_16-31_0_0
27.6	TBB_MCD_32-69_0_0
27.6	TBB_MCD_70-99_0_0
27.6	TBB_MCF_<16_0_0
27.6	TBB_MCF_>=120_0_0
27.6	TBB_MCF_0_0_0
27.6	TBB_MCF_100-119_0_0
27.6	TBB_MCF_16-31_0_0
27.6	TBB_MCF_32-69_0_0
27.6	TBB_MCF_70-99_0_0
27.6	TBB_MOL_<16_0_0
27.6	TBB_MOL_>=120_0_0
27.6	TBB_MOL_0_0_0
27.6	TBB_MOL_100-119_0_0
27.6	TBB_MOL_16-31_0_0
27.6	TBB_MOL_32-69_0_0
27.6	TBB_MOL_70-99_0_0
27.6.a	DRB_MOL_0_0_0
27.6.a	FPN_LPF_0_0_0
27.6.a	FPO_CRU_0_0_0
27.6.a	FPO_FIF_0_0_0
27.6.a	FPO_MOL_0_0_0
27.6.a	FYK_CAT_0_0_0
27.6.a	FYK_DEF_0_0_0
27.6.a	GND_DEF_>=220_0_0
27.6.a	GND_DEF_0_0_0
27.6.a	GND_DEF_100-119_0_0
27.6.a	GND_DEF_10-30_0_0
27.6.a	GND_DEF_120-219_0_0
27.6.a	GND_DEF_50-70_0_0
27.6.a	GND_DEF_90-99_0_0
27.6.a	GND_SPF_>=220_0_0
27.6.a	GND_SPF_0_0_0
27.6.a	GND_SPF_100-119_0_0
27.6.a	GND_SPF_10-30_0_0
27.6.a	GND_SPF_120-219_0_0
27.6.a	GND_SPF_50-70_0_0
27.6.a	GND_SPF_90-99_0_0
27.6.a	GNS_CRU_>=220_0_0
27.6.a	GNS_CRU_0_0_0
27.6.a	GNS_CRU_100-119_0_0
27.6.a	GNS_CRU_10-30_0_0
27.6.a	GNS_CRU_120-219_0_0
27.6.a	GNS_CRU_50-70_0_0
27.6.a	GNS_CRU_90-99_0_0
27.6.a	GNS_DEF_>=220_0_0
27.6.a	GNS_DEF_0_0_0
27.6.a	GNS_DEF_100-119_0_0
27.6.a	GNS_DEF_10-30_0_0
27.6.a	GNS_DEF_120-219_0_0
27.6.a	GNS_DEF_50-70_0_0
27.6.a	GNS_DEF_90-99_0_0
27.6.a	GNS_DWS_>=220_0_0
27.6.a	GNS_DWS_0_0_0
27.6.a	GNS_DWS_100-119_0_0
27.6.a	GNS_DWS_10-30_0_0
27.6.a	GNS_DWS_120-219_0_0
27.6.a	GNS_DWS_50-70_0_0
27.6.a	GNS_DWS_90-99_0_0
27.6.a	GNS_SPF_>=220_0_0
27.6.a	GNS_SPF_0_0_0
27.6.a	GNS_SPF_100-119_0_0
27.6.a	GNS_SPF_10-30_0_0
27.6.a	GNS_SPF_120-219_0_0
27.6.a	GNS_SPF_50-70_0_0
27.6.a	GNS_SPF_90-99_0_0
27.6.a	GTR_DEF_>=220_0_0
27.6.a	GTR_DEF_0_0_0
27.6.a	GTR_DEF_100-119_0_0
27.6.a	GTR_DEF_10-30_0_0
27.6.a	GTR_DEF_120-219_0_0
27.6.a	GTR_DEF_50-70_0_0
27.6.a	GTR_DEF_90-99_0_0
27.6.a	HMD_MOL_0_0_0
27.6.a	LHM_CEP_0_0_0
27.6.a	LHM_DEF_0_0_0
27.6.a	LHM_DWS_0_0_0
27.6.a	LHM_FIF_0_0_0
27.6.a	LHM_SPF_0_0_0
27.6.a	LHP_CEP_0_0_0
27.6.a	LHP_FIF_0_0_0
27.6.a	LLD_DEF_0_0_0
27.6.a	LLD_DWS_0_0_0
27.6.a	LLD_LPF_0_0_0
27.6.a	LLS_DEF_0_0_0
27.6.a	LLS_DWS_0_0_0
27.6.a	LTL_LPF_0_0_0
27.6.a	MIS_MIS_0_0_0
27.6.a	OTB_CRU_<16_0_0
27.6.a	OTB_CRU_>=120_0_0
27.6.a	OTB_CRU_0_0_0
27.6.a	OTB_CRU_100-119_0_0
27.6.a	OTB_CRU_16-31_0_0
27.6.a	OTB_CRU_32-69_0_0
27.6.a	OTB_CRU_70-99_0_0
27.6.a	OTB_DEF_<16_0_0
27.6.a	OTB_DEF_>=120_0_0
27.6.a	OTB_DEF_0_0_0
27.6.a	OTB_DEF_100-119_0_0
27.6.a	OTB_DEF_16-31_0_0
27.6.a	OTB_DEF_32-69_0_0
27.6.a	OTB_DEF_70-99_0_0
27.6.a	OTB_DWS_<16_0_0
27.6.a	OTB_DWS_>=120_0_0
27.6.a	OTB_DWS_0_0_0
27.6.a	OTB_DWS_100-119_0_0
27.6.a	OTB_DWS_16-31_0_0
27.6.a	OTB_DWS_32-69_0_0
27.6.a	OTB_DWS_70-99_0_0
27.6.a	OTB_MCD_<16_0_0
27.6.a	OTB_MCD_>=120_0_0
27.6.a	OTB_MCD_0_0_0
27.6.a	OTB_MCD_100-119_0_0
27.6.a	OTB_MCD_16-31_0_0
27.6.a	OTB_MCD_32-69_0_0
27.6.a	OTB_MCD_70-99_0_0
27.6.a	OTB_MCF_<16_0_0
27.6.a	OTB_MCF_>=120_0_0
27.6.a	OTB_MCF_0_0_0
27.6.a	OTB_MCF_100-119_0_0
27.6.a	OTB_MCF_16-31_0_0
27.6.a	OTB_MCF_32-69_0_0
27.6.a	OTB_MCF_70-99_0_0
27.6.a	OTB_MDD_<16_0_0
27.6.a	OTB_MDD_>=120_0_0
27.6.a	OTB_MDD_0_0_0
27.6.a	OTB_MDD_100-119_0_0
27.6.a	OTB_MDD_16-31_0_0
27.6.a	OTB_MDD_32-69_0_0
27.6.a	OTB_MDD_70-99_0_0
27.6.a	OTB_MOL_<16_0_0
27.6.a	OTB_MOL_>=120_0_0
27.6.a	OTB_MOL_0_0_0
27.6.a	OTB_MOL_100-119_0_0
27.6.a	OTB_MOL_16-31_0_0
27.6.a	OTB_MOL_32-69_0_0
27.6.a	OTB_MOL_70-99_0_0
27.6.a	OTB_MPD_<16_0_0
27.6.a	OTB_MPD_>=120_0_0
27.6.a	OTB_MPD_0_0_0
27.6.a	OTB_MPD_100-119_0_0
27.6.a	OTB_MPD_16-31_0_0
27.6.a	OTB_MPD_32-69_0_0
27.6.a	OTB_MPD_70-99_0_0
27.6.a	OTB_SPF_<16_0_0
27.6.a	OTB_SPF_>=120_0_0
27.6.a	OTB_SPF_0_0_0
27.6.a	OTB_SPF_100-119_0_0
27.6.a	OTB_SPF_16-31_0_0
27.6.a	OTB_SPF_32-69_0_0
27.6.a	OTB_SPF_70-99_0_0
27.6.a	OTM_DEF_<16_0_0
27.6.a	OTM_DEF_>=120_0_0
27.6.a	OTM_DEF_0_0_0
27.6.a	OTM_DEF_100-119_0_0
27.6.a	OTM_DEF_16-31_0_0
27.6.a	OTM_DEF_32-69_0_0
27.6.a	OTM_DEF_70-99_0_0
27.6.a	OTM_SPF_<16_0_0
27.6.a	OTM_SPF_>=120_0_0
27.6.a	OTM_SPF_0_0_0
27.6.a	OTM_SPF_100-119_0_0
27.6.a	OTM_SPF_16-31_0_0
27.6.a	OTM_SPF_32-69_0_0
27.6.a	OTM_SPF_70-99_0_0
27.6.a	OTT_CRU_<16_0_0
27.6.a	OTT_CRU_>=120_0_0
27.6.a	OTT_CRU_0_0_0
27.6.a	OTT_CRU_100-119_0_0
27.6.a	OTT_CRU_16-31_0_0
27.6.a	OTT_CRU_32-69_0_0
27.6.a	OTT_CRU_70-99_0_0
27.6.a	OTT_DEF_<16_0_0
27.6.a	OTT_DEF_>=120_0_0
27.6.a	OTT_DEF_0_0_0
27.6.a	OTT_DEF_100-119_0_0
27.6.a	OTT_DEF_16-31_0_0
27.6.a	OTT_DEF_32-69_0_0
27.6.a	OTT_DEF_70-99_0_0
27.6.a	OTT_DWS_<16_0_0
27.6.a	OTT_DWS_>=120_0_0
27.6.a	OTT_DWS_0_0_0
27.6.a	OTT_DWS_100-119_0_0
27.6.a	OTT_DWS_16-31_0_0
27.6.a	OTT_DWS_32-69_0_0
27.6.a	OTT_DWS_70-99_0_0
27.6.a	OTT_MCD_<16_0_0
27.6.a	OTT_MCD_>=120_0_0
27.6.a	OTT_MCD_0_0_0
27.6.a	OTT_MCD_100-119_0_0
27.6.a	OTT_MCD_16-31_0_0
27.6.a	OTT_MCD_32-69_0_0
27.6.a	OTT_MCD_70-99_0_0
27.6.a	OTT_MOL_<16_0_0
27.6.a	OTT_MOL_>=120_0_0
27.6.a	OTT_MOL_0_0_0
27.6.a	OTT_MOL_100-119_0_0
27.6.a	OTT_MOL_16-31_0_0
27.6.a	OTT_MOL_32-69_0_0
27.6.a	OTT_MOL_70-99_0_0
27.6.a	OTT_MPD_<16_0_0
27.6.a	OTT_MPD_>=120_0_0
27.6.a	OTT_MPD_0_0_0
27.6.a	OTT_MPD_100-119_0_0
27.6.a	OTT_MPD_16-31_0_0
27.6.a	OTT_MPD_32-69_0_0
27.6.a	OTT_MPD_70-99_0_0
27.6.a	PS_LPF_0_0_0
27.6.a	PS_SPF_0_0_0
27.6.a	PTB_CRU_<16_0_0
27.6.a	PTB_CRU_>=120_0_0
27.6.a	PTB_CRU_0_0_0
27.6.a	PTB_CRU_100-119_0_0
27.6.a	PTB_CRU_16-31_0_0
27.6.a	PTB_CRU_32-69_0_0
27.6.a	PTB_CRU_70-99_0_0
27.6.a	PTB_DEF_<16_0_0
27.6.a	PTB_DEF_>=120_0_0
27.6.a	PTB_DEF_0_0_0
27.6.a	PTB_DEF_100-119_0_0
27.6.a	PTB_DEF_16-31_0_0
27.6.a	PTB_DEF_32-69_0_0
27.6.a	PTB_DEF_70-99_0_0
27.6.a	PTB_MPD_<16_0_0
27.6.a	PTB_MPD_>=120_0_0
27.6.a	PTB_MPD_0_0_0
27.6.a	PTB_MPD_100-119_0_0
27.6.a	PTB_MPD_16-31_0_0
27.6.a	PTB_MPD_32-69_0_0
27.6.a	PTB_MPD_70-99_0_0
27.6.a	PTB_SPF_<16_0_0
27.6.a	PTB_SPF_>=120_0_0
27.6.a	PTB_SPF_0_0_0
27.6.a	PTB_SPF_100-119_0_0
27.6.a	PTB_SPF_16-31_0_0
27.6.a	PTB_SPF_32-69_0_0
27.6.a	PTB_SPF_70-99_0_0
27.6.a	PTM_DEF_<16_0_0
27.6.a	PTM_DEF_>=120_0_0
27.6.a	PTM_DEF_0_0_0
27.6.a	PTM_DEF_100-119_0_0
27.6.a	PTM_DEF_16-31_0_0
27.6.a	PTM_DEF_32-69_0_0
27.6.a	PTM_DEF_70-99_0_0
27.6.a	PTM_LPF_<16_0_0
27.6.a	PTM_LPF_>=120_0_0
27.6.a	PTM_LPF_0_0_0
27.6.a	PTM_LPF_100-119_0_0
27.6.a	PTM_LPF_16-31_0_0
27.6.a	PTM_LPF_32-69_0_0
27.6.a	PTM_LPF_70-99_0_0
27.6.a	PTM_SPF_<16_0_0
27.6.a	PTM_SPF_>=120_0_0
27.6.a	PTM_SPF_0_0_0
27.6.a	PTM_SPF_100-119_0_0
27.6.a	PTM_SPF_16-31_0_0
27.6.a	PTM_SPF_32-69_0_0
27.6.a	PTM_SPF_70-99_0_0
27.6.a	SB_FIF_0_0_0
27.6.a	SDN_DEF_<16_0_0
27.6.a	SDN_DEF_>=120_0_0
27.6.a	SDN_DEF_0_0_0
27.6.a	SDN_DEF_100-119_0_0
27.6.a	SDN_DEF_16-31_0_0
27.6.a	SDN_DEF_32-69_0_0
27.6.a	SDN_DEF_70-99_0_0
27.6.a	SDN_MCF_<16_0_0
27.6.a	SDN_MCF_>=120_0_0
27.6.a	SDN_MCF_0_0_0
27.6.a	SDN_MCF_100-119_0_0
27.6.a	SDN_MCF_16-31_0_0
27.6.a	SDN_MCF_32-69_0_0
27.6.a	SDN_MCF_70-99_0_0
27.6.a	SSC_DEF_<16_0_0
27.6.a	SSC_DEF_>=120_0_0
27.6.a	SSC_DEF_0_0_0
27.6.a	SSC_DEF_100-119_0_0
27.6.a	SSC_DEF_16-31_0_0
27.6.a	SSC_DEF_32-69_0_0
27.6.a	SSC_DEF_70-99_0_0
27.6.a	TBB_CRU_<16_0_0
27.6.a	TBB_CRU_>=120_0_0
27.6.a	TBB_CRU_0_0_0
27.6.a	TBB_CRU_100-119_0_0
27.6.a	TBB_CRU_16-31_0_0
27.6.a	TBB_CRU_32-69_0_0
27.6.a	TBB_CRU_70-99_0_0
27.6.a	TBB_DEF_<16_0_0
27.6.a	TBB_DEF_>=120_0_0
27.6.a	TBB_DEF_0_0_0
27.6.a	TBB_DEF_100-119_0_0
27.6.a	TBB_DEF_16-31_0_0
27.6.a	TBB_DEF_32-69_0_0
27.6.a	TBB_DEF_70-99_0_0
27.6.a	TBB_MCD_<16_0_0
27.6.a	TBB_MCD_>=120_0_0
27.6.a	TBB_MCD_0_0_0
27.6.a	TBB_MCD_100-119_0_0
27.6.a	TBB_MCD_16-31_0_0
27.6.a	TBB_MCD_32-69_0_0
