RCG,NEW_metier_level_6,OLD_metier_level_6
NAtl,DRB_MOL_>0_0_0,DRB_MOL_>0_0_0
NAtl,DRB_MOL_>0_0_0,DRB_MOL_0_0_0
NAtl,DRB_MOL_>0_0_0,DRB_MOL_30_0_0
NAtl,FPO_CAT_>0_0_0,FPO_CAT_>0_0_0
NAtl,FPO_CRU_>0_0_0,FPO_CRU_>0_0_0
NAtl,FPO_CRU_>0_0_0,FPO_CRU_0_0_0
NAtl,FPO_CRU_>0_0_0,FPO_CRU_ALL_0_0
NAtl,FPO_FIF_>0_0_0,FPO_FIF_>0_0_0
NAtl,FPO_FIF_>0_0_0,FPO_FIF_0_0_0
NAtl,FPO_DEF_>0_0_0,FPO_DEF_>0_0_0
NAtl,FPO_MOL_>0_0_0,FPO_MOL_>0_0_0
NAtl,FPO_MOL_>0_0_0,FPO_MOL_0_0_0
NAtl,FPO_MOL_>0_0_0,FPO_MOL_>=29_0_0
NAtl,FYK_CAT_>0_0_0,FYK_CAT_0_0_0
NAtl,FYK_DEF_>0_0_0,FYK_DEF_0_0_0
NAtl,GND_DEF_10-30_0_0,GND_DEF_10-30_0_0
NAtl,GND_DEF_10-30_0_0,GND_DEF_<40_0_0
NAtl,GND_DEF_31-39_0_0,GND_DEF_31-49_0_0
NAtl,GND_DEF_40-49_0_0,GND_DEF_40-49_0_0
NAtl,GND_DEF_50-59_0_0,GND_DEF_50-59_0_0
NAtl,GND_DEF_50-59_0_0,GND_DEF_50-70_0_0
NAtl,GND_DEF_60-69_0_0,GND_DEF_60-79_0_0
NAtl,GND_DEF_70-79_0_0,GND_DEF_71-89_0_0
NAtl,GND_DEF_80-89_0_0,GND_DEF_80-99_0_0
NAtl,GND_DEF_90-99_0_0,
NAtl,GND_DEF_100-119_0_0,GND_DEF_100-119_0_0
NAtl,GND_DEF_100-119_0_0,GND_DEF_>=100_0_0
NAtl,GND_DEF_120-219_0_0,GND_DEF_120-219_0_0
NAtl,GND_DEF_>=220_0_0,
NAtl,GND_DEF_>0_0_0,GND_DEF_0_0_0
NAtl,GND_SPF_10-30_0_0,GND_SPF_10-30_0_0
NAtl,GND_SPF_31-39_0_0,GND_SPF_31-49_0_0
NAtl,GND_SPF_31-39_0_0,GND_SPF_<40_0_0
NAtl,GND_SPF_40-49_0_0,GND_SPF_40-49_0_0
NAtl,GND_SPF_50-59_0_0,GND_SPF_50-59_0_0
NAtl,GND_SPF_50-59_0_0,GND_SPF_50-70_0_0
NAtl,GND_SPF_60-69_0_0,
NAtl,GND_SPF_70-79_0_0,GND_SPF_71-89_0_0
NAtl,GND_SPF_80-89_0_0,
NAtl,GND_SPF_90-99_0_0,GND_SPF_90-99_0_0
NAtl,GND_SPF_100-119_0_0,GND_SPF_100-119_0_0
NAtl,GND_SPF_100-119_0_0,GND_SPF_>=100_0_0
NAtl,GND_SPF_120-219_0_0,GND_SPF_120-219_0_0
NAtl,GND_SPF_>=220_0_0,
NAtl,GND_SPF_>0_0_0,GND_SPF_0_0_0
NAtl,GNS_CAT_>0_0_0,GNS_CAT_>0_0_0
NAtl,GNS_CRU_10-30_0_0,GNS_CRU_10-30_0_0
NAtl,GNS_CRU_31-39_0_0,GNS_CRU_31-49_0_0
NAtl,GNS_CRU_31-39_0_0,GNS_CRU_<40_0_0
NAtl,GNS_CRU_40-49_0_0,GNS_CRU_40-49_0_0
NAtl,GNS_CRU_50-59_0_0,GNS_CRU_50-59_0_0
NAtl,GNS_CRU_50-59_0_0,GNS_CRU_50-70_0_0
NAtl,GNS_CRU_60-69_0_0,GNS_CRU_60-79_0_0
NAtl,GNS_CRU_70-79_0_0,GNS_CRU_71-89_0_0
NAtl,GNS_CRU_80-89_0_0,GNS_CRU_80-99_0_0
NAtl,GNS_CRU_90-99_0_0,GNS_CRU_90-99_0_0
NAtl,GNS_CRU_100-119_0_0,GNS_CRU_100-119_0_0
NAtl,GNS_CRU_100-119_0_0,GNS_CRU_>=100_0_0
NAtl,GNS_CRU_120-219_0_0,GNS_CRU_120-219_0_0
NAtl,GNS_CRU_>=220_0_0,GNS_CRU_>=220_0_0
NAtl,GNS_CRU_>0_0_0,GNS_CRU_>0_0_0
NAtl,GNS_CRU_>0_0_0,GNS_CRU_0_0_0
NAtl,GNS_CRU_>0_0_0,GNS_CRU_<10_0_0
NAtl,GNS_DEF_10-30_0_0,GNS_DEF_10-30_0_0
NAtl,GNS_DEF_31-39_0_0,GNS_DEF_31-49_0_0
NAtl,GNS_DEF_31-39_0_0,GNS_DEF_<40_0_0
NAtl,GNS_DEF_40-49_0_0,GNS_DEF_40-49_0_0
NAtl,GNS_DEF_50-59_0_0,GNS_DEF_50-59_0_0
NAtl,GNS_DEF_50-59_0_0,GNS_DEF_50-70_0_0
NAtl,GNS_DEF_60-69_0_0,GNS_DEF_60-79_0_0
NAtl,GNS_DEF_70-79_0_0,GNS_DEF_71-89_0_0
NAtl,GNS_DEF_80-89_0_0,GNS_DEF_80-99_0_0
NAtl,GNS_DEF_90-99_0_0,GNS_DEF_90-99_0_0
NAtl,GNS_DEF_100-119_0_0,GNS_DEF_100-119_0_0
NAtl,GNS_DEF_100-119_0_0,GNS_DEF_>=100_0_0
NAtl,GNS_DEF_120-219_0_0,GNS_DEF_120-219_0_0
NAtl,GNS_DEF_120-219_0_0,GNS_DEF_>=157_0_0
NAtl,GNS_DEF_>=220_0_0,GNS_DEF_>=220_0_0
NAtl,GNS_DEF_>0_0_0,GNS_DEF_0_0_0
NAtl,GNS_DEF_>0_0_0,GNS_DEF_<10_0_0
NAtl,GNS_DWS_10-30_0_0,GNS_DWS_10-30_0_0
NAtl,GNS_DWS_31-39_0_0,GNS_DWS_31-49_0_0
NAtl,GNS_DWS_40-49_0_0,
NAtl,GNS_DWS_50-59_0_0,GNS_DWS_50-70_0_0
NAtl,GNS_DWS_60-69_0_0,
NAtl,GNS_DWS_70-79_0_0,GNS_DWS_71-89_0_0
NAtl,GNS_DWS_80-89_0_0,
NAtl,GNS_DWS_90-99_0_0,GNS_DWS_90-99_0_0
NAtl,GNS_DWS_100-119_0_0,GNS_DWS_100-119_0_0
NAtl,GNS_DWS_100-119_0_0,GNS_DWS_>=100_0_0
NAtl,GNS_DWS_120-219_0_0,GNS_DWS_120-219_0_0
NAtl,GNS_DWS_>=220_0_0,GNS_DWS_>=220_0_0
NAtl,GNS_DWS_>0_0_0,GNS_DWS_<10_0_0
NAtl,GNS_SPF_10-30_0_0,GNS_SPF_10-30_0_0
NAtl,GNS_SPF_31-39_0_0,GNS_SPF_31-49_0_0
NAtl,GNS_SPF_31-39_0_0,GNS_SPF_<40_0_0
NAtl,GNS_SPF_40-49_0_0,GNS_SPF_40-49_0_0
NAtl,GNS_SPF_50-59_0_0,GNS_SPF_50-59_0_0
NAtl,GNS_SPF_50-59_0_0,GNS_SPF_50-70_0_0
NAtl,GNS_SPF_60-69_0_0,GNS_SPF_60-79_0_0
NAtl,GNS_SPF_70-79_0_0,GNS_SPF_71-89_0_0
NAtl,GNS_SPF_80-89_0_0,GNS_SPF_80-99_0_0
NAtl,GNS_SPF_90-99_0_0,GNS_SPF_90-99_0_0
NAtl,GNS_SPF_100-119_0_0,GNS_SPF_100-119_0_0
NAtl,GNS_SPF_100-119_0_0,GNS_SPF_>=100_0_0
NAtl,GNS_SPF_120-219_0_0,GNS_SPF_120-219_0_0
NAtl,GNS_SPF_120-219_0_0,GNS_SPF_>=157_0_0
NAtl,GNS_SPF_>=220_0_0,GNS_SPF_>=220_0_0
NAtl,GNS_SPF_>0_0_0,GNS_SPF_0_0_0
NAtl,GTR_DEF_10-30_0_0,GTR_DEF_10-30_0_0
NAtl,GTR_DEF_31-39_0_0,GTR_DEF_31-49_0_0
NAtl,GTR_DEF_31-39_0_0,GTR_DEF_<40_0_0
NAtl,GTR_DEF_40-49_0_0,GTR_DEF_40-49_0_0
NAtl,GTR_DEF_50-59_0_0,GTR_DEF_50-59_0_0
NAtl,GTR_DEF_50-59_0_0,GTR_DEF_50-70_0_0
NAtl,GTR_DEF_60-69_0_0,GTR_DEF_60-79_0_0
NAtl,GTR_DEF_70-79_0_0,GTR_DEF_71-89_0_0
NAtl,GTR_DEF_70-79_0_0,GTR_DEF_>=70_0_0
NAtl,GTR_DEF_80-89_0_0,GTR_DEF_80-99_0_0
NAtl,GTR_DEF_80-89_0_0,GTR_DEF_>=80_0_0
NAtl,GTR_DEF_90-99_0_0,GTR_DEF_90-99_0_0
NAtl,GTR_DEF_100-119_0_0,GTR_DEF_100-119_0_0
NAtl,GTR_DEF_100-119_0_0,GTR_DEF_>=100_0_0
NAtl,GTR_DEF_120-219_0_0,GTR_DEF_120-219_0_0
NAtl,GTR_DEF_120-219_0_0,GTR_DEF_>=157_0_0
NAtl,GTR_DEF_>=220_0_0,GTR_DEF_>=220_0_0
NAtl,GTR_DEF_>0_0_0,GTR_DEF_0_0_0
NAtl,GTR_DEF_>0_0_0,GTR_DEF_<10_0_0
NAtl,HMD_MOL_>0_0_0,HMD_MOL_>0_0_0
NAtl,HMD_MOL_>0_0_0,HMD_MOL_0_0_0
NAtl,LHM_CEP_0_0_0,LHM_CEP_0_0_0
NAtl,LHM_DWS_0_0_0,LHM_DWS_0_0_0
NAtl,LHM_FIF_0_0_0,LHM_FIF_0_0_0
NAtl,LHM_DEF_0_0_0,LHM_DEF_0_0_0
NAtl,LHM_SPF_0_0_0,LHM_SPF_0_0_0
NAtl,LHP_CEP_0_0_0,LHP_CEP_0_0_0
NAtl,LHP_FIF_0_0_0,LHP_FIF_0_0_0
NAtl,LHP_DEF_0_0_0,
NAtl,LLD_DWS_0_0_0,LLD_DWS_0_0_0
NAtl,LLD_FIF_0_0_0,
NAtl,LLD_DEF_0_0_0,LLD_DEF_0_0_0
NAtl,LLD_SPF_0_0_0,LLD_SPF_0_0_0
NAtl,LLD_LPF_0_0_0,LLD_LPF_0_0_0
NAtl,LLS_DWS_0_0_0,LLS_DWS_0_0_0
NAtl,LLS_FIF_0_0_0,LLS_FIF_0_0_0
NAtl,LLS_DEF_0_0_0,LLS_DEF_0_0_0
NAtl,LTL_LPF_0_0_0,LTL_LPF_0_0_0
NAtl,MIS_MIS_0_0_0,MIS_MIS_0_0_0
NAtl,MIS_MIS_0_0_0,MIS_CRU_0_0_0
NAtl,MIS_MIS_0_0_0,MIS_DEF_0_0_0
NAtl,MIS_MIS_0_0_0,MIS_FIF_0_0_0
NAtl,MIS_MIS_0_0_0,MIS_MOL_0_0_0
NAtl,MIS_MIS_0_0_0,No_logbook6
NAtl,MIS_MIS_0_0_0,No_Matrix6
NAtl,OTB_CRU_<16_0_0,OTB_CRU_<16_0_0
NAtl,OTB_CRU_16-31_0_0,OTB_CRU_16-31_0_0
NAtl,OTB_CRU_32-39_0_0,OTB_CRU_32-54_0_0
NAtl,OTB_CRU_32-39_0_0,OTB_CRU_32-69_0_0
NAtl,OTB_CRU_32-39_0_0,OTB_CRU_32-69_2_22
NAtl,OTB_CRU_40-54_0_0,OTB_CRU_40-59_0_0
NAtl,OTB_CRU_55-64_0_0,OTB_CRU_55-59_0_0
NAtl,OTB_CRU_55-64_0_0,OTB_CRU_>=55_0_0
NAtl,OTB_CRU_65-69_0_0,
NAtl,OTB_CRU_70-99_0_0,OTB_CRU_70-99_0_0
NAtl,OTB_CRU_70-99_0_0,OTB_CRU_70-89_0_0
NAtl,OTB_CRU_70-99_0_0,OTB_CRU_>=70_0_0
NAtl,OTB_CRU_100-119_0_0,OTB_CRU_100-119_0_0
NAtl,OTB_CRU_>=120_0_0,OTB_CRU_>=120_0_0
NAtl,OTB_CRU_>0_0_0,OTB_CRU_0_0_0
NAtl,OTB_DEF_<16_0_0,OTB_DEF_<16_0_0
NAtl,OTB_DEF_16-31_0_0,OTB_DEF_16-31_0_0
NAtl,OTB_DEF_32-39_0_0,OTB_DEF_32-54_0_0
NAtl,OTB_DEF_32-39_0_0,OTB_DEF_32-69_0_0
NAtl,OTB_DEF_40-54_0_0,
NAtl,OTB_DEF_55-64_0_0,OTB_DEF_55-69_0_0
NAtl,OTB_DEF_55-64_0_0,OTB_DEF_>=55_0_0
NAtl,OTB_DEF_65-69_0_0,OTB_DEF_65-69_0_0
NAtl,OTB_DEF_70-99_0_0,OTB_DEF_70-99_0_0
NAtl,OTB_DEF_70-99_0_0,OTB_DEF_70-89_0_0
NAtl,OTB_DEF_70-99_0_0,OTB_DEF_>=70_0_0
NAtl,OTB_DEF_100-119_0_0,OTB_DEF_100-119_0_0
NAtl,OTB_DEF_100-119_0_0,OTB_DEF_>=110_0_0
NAtl,OTB_DEF_>=120_0_0,OTB_DEF_>=120_0_0
NAtl,OTB_DEF_>=120_0_0,OTB_DEF_>=220_0_0
NAtl,OTB_DEF_>=120_0_0,OTB_DEF_130-219_0_0
NAtl,OTB_DEF_>=120_0_0,OTB_DEF_130-279_0_0
NAtl,OTB_DEF_>0_0_0,OTB_DEF_0_0_0
NAtl,OTB_DWS_<16_0_0,OTB_DWS_<16_0_0
NAtl,OTB_DWS_16-31_0_0,
NAtl,OTB_DWS_32-39_0_0,
NAtl,OTB_DWS_40-54_0_0,
NAtl,OTB_DWS_55-64_0_0,
NAtl,OTB_DWS_65-69_0_0,
NAtl,OTB_DWS_70-99_0_0,OTB_DWS_70-99_0_0
NAtl,OTB_DWS_70-99_0_0,OTB_DWS_>=70_0_0
NAtl,OTB_DWS_100-119_0_0,OTB_DWS_100-119_0_0
NAtl,OTB_DWS_100-119_0_0,OTB_DWS_100-129_0_0
NAtl,OTB_DWS_>=120_0_0,OTB_DWS_>=120_0_0
NAtl,OTB_DWS_>0_0_0,
NAtl,OTB_MCD_<16_0_0,
NAtl,OTB_MCD_16-31_0_0,
NAtl,OTB_MCD_32-39_0_0,
NAtl,OTB_MCD_40-54_0_0,
NAtl,OTB_MCD_55-64_0_0,OTB_MCD_>=55_0_0
NAtl,OTB_MCD_65-69_0_0,
NAtl,OTB_MCD_70-99_0_0,OTB_MCD_70-99_0_0
NAtl,OTB_MCD_70-99_0_0,OTB_MCD_>=70_0_0
NAtl,OTB_MCD_100-119_0_0,
NAtl,OTB_MCD_>=120_0_0,
NAtl,OTB_MCD_>0_0_0,
NAtl,OTB_MCF_<16_0_0,
NAtl,OTB_MCF_16-31_0_0,
NAtl,OTB_MCF_32-39_0_0,
NAtl,OTB_MCF_40-54_0_0,
NAtl,OTB_MCF_55-64_0_0,
NAtl,OTB_MCF_65-69_0_0,
NAtl,OTB_MCF_70-99_0_0,OTB_MCF_>=70_0_0
NAtl,OTB_MCF_100-119_0_0,
NAtl,OTB_MCF_>=120_0_0,OTB_MCF_>=120_0_0
NAtl,OTB_MCF_>0_0_0,
NAtl,OTB_MDD_<16_0_0,
NAtl,OTB_MDD_16-31_0_0,
NAtl,OTB_MDD_32-39_0_0,
NAtl,OTB_MDD_40-54_0_0,
NAtl,OTB_MDD_55-64_0_0,
NAtl,OTB_MDD_65-69_0_0,
NAtl,OTB_MDD_70-99_0_0,
NAtl,OTB_MDD_100-119_0_0,
NAtl,OTB_MDD_>=120_0_0,OTB_MDD_>=200_0_0
NAtl,OTB_MDD_>=120_0_0,OTB_MDD_>=220_0_0
NAtl,OTB_MDD_>=120_0_0,OTB_MDD_130-219_0_0
NAtl,OTB_MDD_>=120_0_0,OTB_MDD_130_0_0
NAtl,OTB_MDD_>0_0_0,
NAtl,OTB_MOL_<16_0_0,OTB_MOL_<16_0_0
NAtl,OTB_MOL_16-31_0_0,OTB_MOL_16-31_0_0
NAtl,OTB_MOL_32-39_0_0,OTB_MOL_32-54_0_0
NAtl,OTB_MOL_32-39_0_0,OTB_MOL_32-69_0_0
NAtl,OTB_MOL_40-54_0_0,
NAtl,OTB_MOL_55-64_0_0,
NAtl,OTB_MOL_65-69_0_0,
NAtl,OTB_MOL_70-99_0_0,OTB_MOL_70-99_0_0
NAtl,OTB_MOL_70-99_0_0,OTB_MOL_70-89_0_0
NAtl,OTB_MOL_70-99_0_0,OTB_MOL_>=70_0_0
NAtl,OTB_MOL_100-119_0_0,OTB_MOL_100-119_0_0
NAtl,OTB_MOL_>=120_0_0,OTB_MOL_>=120_0_0
NAtl,OTB_MOL_>0_0_0,OTB_MOL_0_0_0
NAtl,OTB_MPD_<16_0_0,
NAtl,OTB_MPD_16-31_0_0,
NAtl,OTB_MPD_32-39_0_0,
NAtl,OTB_MPD_40-54_0_0,
NAtl,OTB_MPD_55-64_0_0,OTB_MPD_>=55_0_0
NAtl,OTB_MPD_65-69_0_0,
NAtl,OTB_MPD_70-99_0_0,OTB_MPD_>=70_0_0
NAtl,OTB_MPD_100-119_0_0,
NAtl,OTB_MPD_>=120_0_0,
NAtl,OTB_MPD_>0_0_0,
NAtl,OTB_SPF_<16_0_0,OTB_SPF_<16_0_0
NAtl,OTB_SPF_16-31_0_0,OTB_SPF_16-31_0_0
NAtl,OTB_SPF_32-39_0_0,OTB_SPF_32-54_0_0
NAtl,OTB_SPF_32-39_0_0,OTB_SPF_32-69_0_0
NAtl,OTB_SPF_40-54_0_0,
NAtl,OTB_SPF_55-64_0_0,OTB_SPF_>=55_0_0
NAtl,OTB_SPF_65-69_0_0,
NAtl,OTB_SPF_70-99_0_0,OTB_SPF_70-99_0_0
NAtl,OTB_SPF_70-99_0_0,OTB_SPF_70-89_0_0
NAtl,OTB_SPF_70-99_0_0,OTB_SPF_>=70_0_0
NAtl,OTB_SPF_100-119_0_0,OTB_SPF_100-119_0_0
NAtl,OTB_SPF_>=120_0_0,OTB_SPF_>=120_0_0
NAtl,OTB_SPF_>0_0_0,OTB_SPF_0_0_0
NAtl,OTT_CRU_<16_0_0,OTT_CRU_<16_0_0
NAtl,OTT_CRU_16-31_0_0,OTT_CRU_16-31_0_0
NAtl,OTT_CRU_32-39_0_0,OTT_CRU_32-54_0_0
NAtl,OTT_CRU_32-39_0_0,OTT_CRU_32-69_0_0
NAtl,OTT_CRU_40-54_0_0,
NAtl,OTT_CRU_55-64_0_0,
NAtl,OTT_CRU_65-69_0_0,
NAtl,OTT_CRU_70-99_0_0,OTT_CRU_70-99_0_0
NAtl,OTT_CRU_70-99_0_0,OTT_CRU_70-89_0_0
NAtl,OTT_CRU_70-99_0_0,OTT_CRU_>=70_0_0
NAtl,OTT_CRU_100-119_0_0,OTT_CRU_100-119_0_0
NAtl,OTT_CRU_>=120_0_0,OTT_CRU_>=120_0_0
NAtl,OTT_CRU_>0_0_0,OTT_CRU_0_0_0
NAtl,OTT_DEF_<16_0_0,OTT_DEF_<16_0_0
NAtl,OTT_DEF_16-31_0_0,OTT_DEF_16-31_0_0
NAtl,OTT_DEF_32-39_0_0,OTT_DEF_32-54_0_0
NAtl,OTT_DEF_32-39_0_0,OTT_DEF_32-69_0_0
NAtl,OTT_DEF_40-54_0_0,
NAtl,OTT_DEF_55-64_0_0,OTT_DEF_55-69_0_0
NAtl,OTT_DEF_65-69_0_0,
NAtl,OTT_DEF_70-99_0_0,OTT_DEF_70-99_0_0
NAtl,OTT_DEF_70-99_0_0,OTT_DEF_70-89_0_0
NAtl,OTT_DEF_70-99_0_0,OTT_DEF_>=70_0_0
NAtl,OTT_DEF_100-119_0_0,OTT_DEF_100-119_0_0
NAtl,OTT_DEF_>=120_0_0,OTT_DEF_>=120_0_0
NAtl,OTT_DEF_>0_0_0,OTT_DEF_0_0_0
NAtl,OTT_DWS_<16_0_0,
NAtl,OTT_DWS_16-31_0_0,
NAtl,OTT_DWS_32-39_0_0,
NAtl,OTT_DWS_40-54_0_0,
NAtl,OTT_DWS_55-64_0_0,
NAtl,OTT_DWS_65-69_0_0,
NAtl,OTT_DWS_70-99_0_0,OTT_DWS_70-99_0_0
NAtl,OTT_DWS_100-119_0_0,OTT_DWS_100-119_0_0
NAtl,OTT_DWS_>=120_0_0,OTT_DWS_>=120_0_0
NAtl,OTT_DWS_>0_0_0,
NAtl,OTT_MOL_<16_0_0,OTT_MOL_<16_0_0
NAtl,OTT_MOL_16-31_0_0,
NAtl,OTT_MOL_32-39_0_0,
NAtl,OTT_MOL_40-54_0_0,
NAtl,OTT_MOL_55-64_0_0,
NAtl,OTT_MOL_65-69_0_0,
NAtl,OTT_MOL_70-99_0_0,OTT_MOL_70-99_0_0
NAtl,OTT_MOL_70-99_0_0,OTT_MOL_>=70_0_0
NAtl,OTT_MOL_100-119_0_0,OTT_MOL_100-119_0_0
NAtl,OTT_MOL_>=120_0_0,OTT_MOL_>=120_0_0
NAtl,OTT_MOL_>0_0_0,
NAtl,PTB_CRU_<16_0_0,
NAtl,PTB_CRU_16-31_0_0,
NAtl,PTB_CRU_32-39_0_0,PTB_CRU_32-69_0_0
NAtl,PTB_CRU_40-54_0_0,
NAtl,PTB_CRU_55-64_0_0,
NAtl,PTB_CRU_65-69_0_0,
NAtl,PTB_CRU_70-99_0_0,PTB_CRU_70-99_0_0
NAtl,PTB_CRU_100-119_0_0,PTB_CRU_100-119_0_0
NAtl,PTB_CRU_>=120_0_0,PTB_CRU_>=120_0_0
NAtl,PTB_CRU_>0_0_0,
NAtl,PTB_DEF_<16_0_0,
NAtl,PTB_DEF_16-31_0_0,
NAtl,PTB_DEF_32-39_0_0,
NAtl,PTB_DEF_40-54_0_0,
NAtl,PTB_DEF_55-64_0_0,
NAtl,PTB_DEF_65-69_0_0,
NAtl,PTB_DEF_70-99_0_0,PTB_DEF_70-99_0_0
NAtl,PTB_DEF_70-99_0_0,PTB_DEF_70-89_0_0
NAtl,PTB_DEF_70-99_0_0,PTB_DEF_>=70_0_0
NAtl,PTB_DEF_100-119_0_0,PTB_DEF_100-119_0_0
NAtl,PTB_DEF_>=120_0_0,PTB_DEF_>=120_0_0
NAtl,PTB_DEF_>0_0_0,
NAtl,PTB_MPD_<16_0_0,
NAtl,PTB_MPD_16-31_0_0,
NAtl,PTB_MPD_32-39_0_0,
NAtl,PTB_MPD_40-54_0_0,
NAtl,PTB_MPD_55-64_0_0,PTB_MPD_>=55_0_0
NAtl,PTB_MPD_65-69_0_0,
NAtl,PTB_MPD_70-99_0_0,
NAtl,PTB_MPD_100-119_0_0,
NAtl,PTB_MPD_>=120_0_0,
NAtl,PTB_MPD_>0_0_0,
NAtl,PTB_SPF_<16_0_0,PTB_SPF_<16_0_0
NAtl,PTB_SPF_16-31_0_0,
NAtl,PTB_SPF_32-39_0_0,PTB_SPF_32-69_0_0
NAtl,PTB_SPF_40-54_0_0,
NAtl,PTB_SPF_55-64_0_0,
NAtl,PTB_SPF_65-69_0_0,
NAtl,PTB_SPF_70-99_0_0,
NAtl,PTB_SPF_100-119_0_0,
NAtl,PTB_SPF_>=120_0_0,PTB_SPF_>=120_0_0
NAtl,PTB_SPF_>0_0_0,
NAtl,TBB_CRU_<16_0_0,TBB_CRU_<16_0_0
NAtl,TBB_CRU_16-31_0_0,TBB_CRU_16-31_0_0
NAtl,TBB_CRU_16-31_0_0,TBB_CRU_>=20_0_0
NAtl,TBB_CRU_32-39_0_0,TBB_CRU_32-54_0_0
NAtl,TBB_CRU_40-54_0_0,
NAtl,TBB_CRU_55-64_0_0,
NAtl,TBB_CRU_65-69_0_0,
NAtl,TBB_CRU_70-99_0_0,TBB_CRU_70-99_0_0
NAtl,TBB_CRU_100-119_0_0,TBB_CRU_100-119_0_0
NAtl,TBB_CRU_>=120_0_0,
NAtl,TBB_CRU_>0_0_0,TBB_CRU_0_0_0
NAtl,TBB_DEF_<16_0_0,TBB_DEF_<16_0_0
NAtl,TBB_DEF_16-31_0_0,TBB_DEF_16-31_0_0
NAtl,TBB_DEF_32-39_0_0,TBB_DEF_32-69_0_0
NAtl,TBB_DEF_40-54_0_0,TBB_DEF_<55_0_0
NAtl,TBB_DEF_55-64_0_0,
NAtl,TBB_DEF_65-69_0_0,
NAtl,TBB_DEF_70-99_0_0,TBB_DEF_70-99_0_0
NAtl,TBB_DEF_70-99_0_0,TBB_DEF_70-89_0_0
NAtl,TBB_DEF_70-99_0_0,TBB_DEF_>=70_0_0
NAtl,TBB_DEF_100-119_0_0,TBB_DEF_100-119_0_0
NAtl,TBB_DEF_>=120_0_0,TBB_DEF_>=120_0_0
NAtl,TBB_DEF_>0_0_0,TBB_DEF_0_0_0
NAtl,TBB_MOL_<16_0_0,
NAtl,TBB_MOL_16-31_0_0,
NAtl,TBB_MOL_32-39_0_0,
NAtl,TBB_MOL_40-54_0_0,
NAtl,TBB_MOL_55-64_0_0,TBB_MOL_<55_0_0
NAtl,TBB_MOL_65-69_0_0,
NAtl,TBB_MOL_70-99_0_0,
NAtl,TBB_MOL_100-119_0_0,
NAtl,TBB_MOL_>=120_0_0,
NAtl,TBB_MOL_>0_0_0,TBB_MOL_0_0_0
NAtl,OTM_DEF_<16_0_0,OTM_DEF_<16_0_0
NAtl,OTM_DEF_16-31_0_0,OTM_DEF_16-31_0_0
NAtl,OTM_DEF_32-39_0_0,OTM_DEF_32-54_0_0
NAtl,OTM_DEF_32-39_0_0,OTM_DEF_32-69_0_0
NAtl,OTM_DEF_40-54_0_0,
NAtl,OTM_DEF_55-64_0_0,
NAtl,OTM_DEF_65-69_0_0,
NAtl,OTM_DEF_70-99_0_0,OTM_DEF_70-99_0_0
NAtl,OTM_DEF_70-99_0_0,OTM_DEF_70-89_0_0
NAtl,OTM_DEF_70-99_0_0,OTM_DEF_>=70_0_0
NAtl,OTM_DEF_100-119_0_0,OTM_DEF_100-119_0_0
NAtl,OTM_DEF_100-119_0_0,OTM_DEF_100-129_0_0
NAtl,OTM_DEF_>=120_0_0,OTM_DEF_>=120_0_0
NAtl,OTM_DEF_>=120_0_0,OTM_DEF_130-219_0_0
NAtl,OTM_DEF_>0_0_0,OTM_DEF_0_0_0
NAtl,OTM_DWS_>0_0_0,OTM_DWS_0_0_0
NAtl,OTM_LPF_70-99_0_0,
NAtl,OTM_LPF_100-119_0_0,
NAtl,OTM_LPF_>=120_0_0,
NAtl,OTM_LPF_>0_0_0,OTM_LPF_0_0_0
NAtl,OTM_SPF_<16_0_0,OTM_SPF_<16_0_0
NAtl,OTM_SPF_16-31_0_0,OTM_SPF_16-31_0_0
NAtl,OTM_SPF_32-39_0_0,OTM_SPF_32-54_0_0
NAtl,OTM_SPF_32-39_0_0,OTM_SPF_32-69_0_0
NAtl,OTM_SPF_40-54_0_0,OTM_SPF_40-59_0_0
NAtl,OTM_SPF_55-64_0_0,OTM_SPF_55-69_0_0
NAtl,OTM_SPF_55-64_0_0,OTM_SPF_>=55_0_0
NAtl,OTM_SPF_65-69_0_0,
NAtl,OTM_SPF_70-99_0_0,OTM_SPF_70-99_0_0
NAtl,OTM_SPF_70-99_0_0,OTM_SPF_>=70_0_0
NAtl,OTM_SPF_100-119_0_0,OTM_SPF_100-119_0_0
NAtl,OTM_SPF_>=120_0_0,OTM_SPF_>=120_0_0
NAtl,OTM_SPF_>0_0_0,OTM_SPF_0_0_0
NAtl,PTM_DEF_<16_0_0,
NAtl,PTM_DEF_16-31_0_0,PTM_DEF_16-31_0_0
NAtl,PTM_DEF_32-39_0_0,PTM_DEF_32-54_0_0
NAtl,PTM_DEF_32-39_0_0,PTM_DEF_32-69_0_0
NAtl,PTM_DEF_40-54_0_0,
NAtl,PTM_DEF_55-64_0_0,
NAtl,PTM_DEF_65-69_0_0,
NAtl,PTM_DEF_70-99_0_0,PTM_DEF_70-99_0_0
NAtl,PTM_DEF_70-99_0_0,PTM_DEF_70-89_0_0
NAtl,PTM_DEF_70-99_0_0,PTM_DEF_>=70_0_0
NAtl,PTM_DEF_100-119_0_0,PTM_DEF_100-119_0_0
NAtl,PTM_DEF_>=120_0_0,
NAtl,PTM_DEF_>0_0_0,PTM_DEF_0_0_0
NAtl,PTM_LPF_<16_0_0,
NAtl,PTM_LPF_16-31_0_0,PTM_LPF_16-31_0_0
