TAXOCODE,3A_CODE,Scientific_name,Author,,AphiaID,Match type,ScientificName,Authority,AphiaID_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,in_ERMS
1580200103,CUB,Genypterus maculatus,(Tschudi 1846),,278705,exact,Genypterus maculatus,(Tschudi 1846),278705,Animalia,Chordata,Actinopterygii,Ophidiiformes,Ophidiidae,Genypterus,,maculatus,,0
1231800304,GGM,Galaxias maculatus,(Jenyns 1842),,280811,exact,Galaxias maculatus,(Jenyns 1842),280811,Animalia,Chordata,Actinopterygii,Osmeriformes,Galaxiidae,Galaxias,,maculatus,,0
1705930801,ERC,Etroplus maculatus,(Bloch 1795),,280727,exact,Etroplus maculatus,(Bloch 1795),280727,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Etroplus,,maculatus,,0
1700204209,EEC,Epinephelus maculatus,(Bloch 1790),,273860,exact,Epinephelus maculatus,(Bloch 1790),273860,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,maculatus,,0
1400514201,ENM,Enobarbichthys maculatus,(Day 1868),,,,,,,,,,,,,,,,0
1732000902,DMM,Dormitator maculatus,(Bloch 1792),,159700,exact,Dormitator maculatus,(Bloch 1792),159700,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Dormitator,,maculatus,,0
1381602401,DTM,Distichodus maculatus,Boulenger 1898,,,,,,,,,,,,,,,,0
1400215701,DIL,Diptychus maculatus,Steindachner 1866,,,,,,,,,,,,,,,,0
1705904801,DRM,Dicrossus maculatus,Steindachner 1875,,,,,,,,,,,,,,,,0
1780300101,CMQ,Caracanthus maculatus,(Gray 1831),,220364,exact,Caracanthus maculatus,(Gray 1831),220364,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Caracanthus,,maculatus,,0
1580700201,BTL,Barathronus maculatus,Shcherbachev 1976,,220010,exact,Barathronus maculatus,Shcherbachev 1976,220010,Animalia,Chordata,Actinopterygii,Ophidiiformes,Aphyonidae,Barathronus,,maculatus,,0
1706300401,USA,Austrolabrus maculatus,(Macleay 1881),,279842,exact,Austrolabrus maculatus,(MacLeay 1881),279842,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Austrolabrus,,maculatus,,0
1410200618,CAO,Arius maculatus,(Thunberg 1792),,275578,exact,Arius maculatus,(Thunberg 1792),275578,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Arius,,maculatus,,0
1100702901,RYM,Aetomylaeus maculatus,(Gray 1834),,217428,exact,Aetomylaeus maculatus,(Gray 1834),217428,Animalia,Chordata,Elasmobranchii,Rajiformes,Myliobatidae,Aetomylaeus,,maculatus,,0
1780600101,AET,Aetapcus maculatus,(Günther 1861),,279511,exact,Aetapcus maculatus,(Günther 1861),279511,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Pataecidae,Aetapcus,,maculatus,,0
1703603007,HLD,Haemulon maculicauda,(Gill 1862),,275729,exact,Haemulon maculicauda,(Gill 1862),275729,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,,maculicauda,,0
1705905307,CHK,Cichlasoma maculicauda,Regan 1905,,314127,exact,Cichlasoma maculicauda,Regan 1905,283148,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,,maculicauda,,0
3073800119,YQM,Cyprea maculifera,Schilder 1932,,,,,,,,,,,,,,,,0
1830101804,BWM,Bothus maculiferus,(Poey 1860),,274188,exact,Bothus maculiferus,(Poey 1860),274188,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,,maculiferus,,0
1930101701,BTM,Thalassophryne maculosa,Günther 1861,,282954,exact,Thalassophryne maculosa,Günther 1861,282954,Animalia,Chordata,Actinopterygii,Batrachoidiformes,Batrachoididae,Thalassophryne,,maculosa,,0
1706600704,OAZ,Pomacanthus maculosus,(Forssk?l 1775),,220005,exact,Pomacanthus maculosus,(Forssk?l 1775),220005,Animalia,Chordata,Actinopterygii,Perciformes,Pomacanthidae,Pomacanthus,,maculosus,,0
1706800201,HRM,Threpterius maculosus,Richardson 1850,,282969,exact,Threpterius maculosus,Richardson 1850,712747,Animalia,Chordata,Actinopterygii,Perciformes,Chironemidae,Threpterius,,maculosus,,0
7872600209,GEW,Gelidium madagascariense,Andriamampandry 1988,,212187,exact,Gelidium madagascariense,Andriamampandry 1988,212187,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Gelidium,,madagascariense,,0
1410200627,IQH,Arius madagascariensis,Vaillant 1894,,214565,exact,Arius madagascariensis,Vaillant 1894,214565,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Arius,,madagascariensis,,0
2310300106,QDE,Ocypode madagascariensis,Crosnier 1965,,444989,exact,Ocypode madagascariensis,Crosnier 1965,444989,Animalia,Arthropoda,Malacostraca,Decapoda,Ocypodidae,Ocypode,,madagascariensis,,0
3071100303,KSD,Cassis madagascariensis,Lamarck 1822,,419778,exact,Cassis madagascariensis,Lamarck 1822,419778,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Cassis,,madagascariensis,,0
1732002801,TFA,Typhleotris madagascariensis,Petit 1933,,,,,,,,,,,,,,,,0
1210509601,SUM,Sauvagella madagascariensis,(Sauvage 1883),,217453,exact,Sauvagella madagascariensis,(Sauvage 1883),217453,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sauvagella,,madagascariensis,,0
1380104401,TYM,Tyttocharax madeirae,Fowler 1913,,,,,,,,,,,,,,,,0
1410500906,GNM,Ageneiosus madeirensis,Fisher 1917,,,,,,,,,,,,,,,,0
1250103301,QQV,Manducus maderensis,(Johnson 1890),,281518,exact,Manducus maderensis,(Johnson 1890),281518,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Manducus,,maderensis,,1
1231401802,ROZ,Rouleina maderensis,Maul 1948,,126710,exact,Rouleina maderensis,Maul 1948,126710,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Rouleina,,maderensis,,1
1780100916,MZS,Scorpaena maderensis,Valenciennes 1833,,274721,exact,Scorpaena maderensis,Valenciennes 1833,274721,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Scorpaenidae,Scorpaena,,maderensis,,1
1210501217,SAE,Sardinella maderensis,(Lowe 1838),,126423,exact,Sardinella maderensis,(Lowe 1838),126423,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Sardinella,,maderensis,,1
1100400183,JFY,Raja maderensis,Lowe 1839,,105884,exact,Raja maderensis,Lowe 1838,105884,Animalia,Chordata,Elasmobranchii,Rajiformes,Rajidae,Raja,,maderensis,,1
1732116101,MBD,Mauligobius maderensis,(Valenciennes 1837),,126908,exact,Mauligobius maderensis,(Valenciennes 1837),126908,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Mauligobius,,maderensis,,1
1430600420,AGD,Gymnothorax maderensis,(Johnson 1862),,126299,exact,Gymnothorax maderensis,(Johnson 1862),126299,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Gymnothorax,,maderensis,,1
1250102102,DPM,Diplophos maderensis,(Johnson 1890),,127291,exact,Diplophos maderensis,(Johnson 1890),281518,Animalia,Chordata,Actinopterygii,Stomiiformes,Gonostomatidae,Diplophos,,maderensis,,1
1320800301,MCD,Ceratoscopelus maderensis,(Lowe 1839),,126585,exact,Ceratoscopelus maderensis,(Lowe 1839),126585,Animalia,Chordata,Actinopterygii,Myctophiformes,Myctophidae,Ceratoscopelus,,maderensis,,1
1080101415,APF,Apristurus maderensis,Cadenat & Maul 1966,,298470,exact,Apristurus maderensis,Cadenat & Maul 1966,105807,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,maderensis,,0
3211401102,GTJ,Gonatus madokai,Kubodera & Okutani 1977,,341858,exact,Gonatus madokai,Kubodera & Okutani 1977,341858,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatus,,madokai,,0
3210200222,EJD,Sepia madokai,Adam 1939,,342150,exact,Sepia madokai,Adam 1939,342150,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiidae,Sepia,,madokai,,0
3160700809,OYI,Crassostrea madrasensis,(Preston 1916),,819168,exact,Crassostrea madrasensis,(Preston 1916),506707,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Crassostrea,,madrasensis,,0
1732105901,OCU,Apocryptodon madurensis,(Bleeker 1849),,279662,exact,Apocryptodon madurensis,(Bleeker 1849),279662,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Apocryptodon,,madurensis,,0
1704007501,BPI,Spicara maena,(Linnaeus 1758),,126828,exact,Spicara maena,(Linnaeus 1758),126828,Animalia,Chordata,Actinopterygii,Perciformes,Centracanthidae,Spicara,,maena,,1
2311109001,CRG,Carcinus maenas,(Linnaeus 1758),,107381,exact,Carcinus maenas,(Linnaeus 1758),107381,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Carcinus,,maenas,,1
1210501112,SHE,Alosa maeotica,(Grimm 1901),,272253,exact,Alosa maeotica,(Grimm 1901),272253,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Alosa,,maeotica,,1
1411300301,EHM,Erethistes maesotensis,Kottelat 1983,,,,,,,,,,,,,,,,0
1100600604,PPM,Potamotrygon magdalenae,(Duméril 1865),,,,,,,,,,,,,,,,0
1390501201,UBM,Ubidia magdalenensis,Miles 1945,,,,,,,,,,,,,,,,0
7872500201,JLM,Ptilonia magellanica,(Montagne) J. Agardh 1852,,325562,exact,Ptilonia magellanica,(Montagne) J.Agardh 1852,325562,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Ptilonia,,magellanica,,0
1709240001,NOM,Paranotothenia magellanica,(Forster 1801),,234645,exact,Paranotothenia magellanica,(Forster 1801),234645,Animalia,Chordata,Actinopterygii,Perciformes,Nototheniidae,Paranotothenia,,magellanica,,0
3073100502,FMB,Fusitriton magellanicus,(Röding 1798),,476494,exact,Fusitriton magellanicus,(Röding 1798),476494,Animalia,Mollusca,Gastropoda,Littorinimorpha,Ranellidae,Fusitriton,,magellanicus,,0
3160801404,SCA,Placopecten magellanicus,(Gmelin 1791),,156972,exact,Placopecten magellanicus,(Gmelin 1791),156972,Animalia,Mollusca,Bivalvia,Pectinoida,Pectinidae,Placopecten,,magellanicus,,1
1480501701,GRM,Macruronus magellanicus,Lönnberg 1907,,272449,exact,Macruronus magellanicus,Lönnberg 1907,272449,Animalia,Chordata,Actinopterygii,Gadiformes,Merlucciidae,Macruronus,,magellanicus,,0
1711502101,LEL,Letholycus magellanicus,Anderson 1988,,281337,exact,Letholycus magellanicus,Anderson 1988,281337,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Letholycus,,magellanicus,,0
3211400102,YTT,Berryteuthis magister,(Berry 1913),,342286,exact,Berryteuthis magister,(Berry 1913),342286,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Berryteuthis,,magister,,0
2310901004,DUN,Cancer magister,Dana 1852,,452271,exact,Cancer magister,Dana 1852,440388,Animalia,Arthropoda,Malacostraca,Decapoda,Cancridae,Cancer,,magister,,0
1750501301,EMG,Epinnula magistralis,Poey 1854,,280695,exact,Epinnula magistralis,Poey 1854,280695,Animalia,Chordata,Actinopterygii,Perciformes,Gempylidae,Epinnula,,magistralis,,0
3161200303,UTM,Lutraria magna,(da Costa 1778),,,,,,,,,,,,,,,,0
2010100126,DNM,Daphnia magna,Straus 1820,,148372,exact,Daphnia magna,Straus 1820,148372,Animalia,Arthropoda,Branchiopoda,Diplostraca,Daphniidae,Daphnia,,magna,,0
5120100105,FRM,Rana magna,Stejneger 1909,,,,,,,,,,,,,,,,0
1732500502,IFQ,Nemateleotris magnifica,Fowler 1938,,219611,exact,Nemateleotris magnifica,Fowler 1938,219611,Animalia,Chordata,Actinopterygii,Perciformes,Microdesmidae,Nemateleotris,,magnifica,,0
3210900529,QGU,Octopus magnificus,Villanueva Sanchez & Compagno 1992,,225568,exact,Octopus magnificus,Villanueva Sanchez & Compagno 1992,535784,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,magnificus,,0
6910700201,DMG,Dipsacaster magnificus,(H.L. Clark 1916),,291693,exact,Dipsacaster magnificus,(H.L. Clark 1916),291693,Animalia,Echinodermata,Asteroidea,Paxillosida,Astropectinidae,Dipsacaster,,magnificus,,0
2294700101,BSQ,Palibythus magnificus,Davie 1990,,382886,exact,Palibythus magnificus,Davie 1990,382886,Animalia,Arthropoda,Malacostraca,Decapoda,Palinuridae,Palibythus,,magnificus,,0
1740700112,IGG,Siganus magnificus,(Burgess 1977),,273917,exact,Siganus magnificus,(Burgess 1977),273917,Animalia,Chordata,Actinopterygii,Perciformes,Siganidae,Siganus,,magnificus,,0
1700204267,EEJ,Epinephelus magniscuttis,Postel Fourmanoir & Guézé 1963,,218235,exact,Epinephelus magniscuttis,Postel Fourmanoir & Guézé 1963,218235,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,magniscuttis,,0
3070400506,GIZ,Gibbula magus,(Linnaeus 1758),,141790,exact,Gibbula magus,(Linnaeus 1758),141790,Animalia,Mollusca,Gastropoda,,Trochidae,Gibbula,,magus,,1
1703202731,LJM,Lutjanus mahogoni,(Cuvier 1828),,159799,exact,Lutjanus mahogoni,(Cuvier 1828),159799,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,mahogoni,,0
1703817207,LTQ,Lethrinus mahsena,(Forssk?l 1775),,212075,exact,Lethrinus mahsena,(Forssk?l 1775),212075,Animalia,Chordata,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,,mahsena,,0
1732117102,NMO,Nematogobius maindroni,(Sauvage 1880),,281667,exact,Nematogobius maindroni,(Sauvage 1880),281667,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Nematogobius,,maindroni,,0
1732120201,IGM,Psilogobius mainlandi,Baldwin 1972,,282485,exact,Psilogobius mainlandi,Baldwin 1972,282485,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Psilogobius,,mainlandi,,0
2302007003,KCT,Lithodes maja,(Linnaeus 1758),,107205,exact,Lithodes maja,(Linnaeus 1758),107205,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Lithodes,,maja,,1
1703919116,REV,Pagrus major,(Temminck & Schlegel 1843),,273976,exact,Pagrus major,(Temminck & Schlegel 1843),273976,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Pagrus,,major,,0
3074300103,HBM,Harpa major,(Roding 1798),,208166,exact,Harpa major,Röding 1798,208166,Animalia,Mollusca,Gastropoda,Neogastropoda,Harpidae,Harpa,,major,,0
2294900102,UOM,Upogebia major,(De Haan 1841),,367758,exact,Upogebia major,(De Haan 1841),367758,Animalia,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Upogebia,,major,,0
3211401002,GTK,Gonatopsis makko,Okutani & Nemoto 1964,,342328,exact,Gonatopsis makko,Okutani & Nemoto 1964,342328,Animalia,Mollusca,Cephalopoda,Oegopsida,Gonatidae,Gonatopsis,,makko,,0
1210605203,EYM,Thryssa malabarica,(Bloch 1795),,212288,exact,Thryssa malabarica,(Bloch 1795),212288,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Thryssa,,malabarica,,0
1210508501,CDM,Dayella malabarica,(Day 1873),,280495,exact,Dayella malabarica,(Day 1873),280495,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Dayella,,malabarica,,0
1380801703,HWU,Hoplias malabaricus,(Bloch 1794),,,,,,,,,,,,,,,,0
1703202713,MAL,Lutjanus malabaricus,(Bloch & Schneider 1801),,218481,exact,Lutjanus malabaricus,(Bloch & Schneider 1801),218481,Animalia,Chordata,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,,malabaricus,,0
1700204244,MAR,Epinephelus malabaricus,(Bloch & Schneider 1801),,218206,exact,Epinephelus malabaricus,(Bloch & Schneider 1801),218206,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,malabaricus,,1
1702311412,NGS,Carangoides malabaricus,(Bloch & Schneider 1801),,218397,exact,Carangoides malabaricus,(Bloch & Schneider 1801),218397,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Carangoides,,malabaricus,,0
3160700303,KOM,Saccostrea malabonensis,(Faustino 1932),,506731,exact,Saccostrea malabonensis,(Faustino 1932),506731,Animalia,Mollusca,Bivalvia,Ostreoida,Ostreidae,Saccostrea,,malabonensis,,0
3161600306,SVM,Solen malaccensis,Dunker 1862,,413513,exact,Solen malaccensis,Dunker 1862,413513,Animalia,Mollusca,Bivalvia,[unassigned] Euheterodonta,Solenidae,Solen,,malaccensis,,0
1705905124,OCI,Oreochromis malagarasi,Trewavas 1983,,,,,,,,,,,,,,,,0
1707700114,QSK,Polydactylus malagasyensis,Motomuro & Iwatsuki 2001,,276591,exact,Polydactylus malagasyensis,Motomura & Iwatsuki 2001,276591,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,,malagasyensis,,0
1620300802,ZAM,Antigonia malayana,Weber 1913,,275292,exact,Antigonia malayana,Weber 1913,275292,Animalia,Chordata,Actinopterygii,Perciformes,Caproidae,Antigonia,,malayana,,0
1830805111,UHG,Pseudorhombus malayanus,Bleeker 1865,,277082,exact,Pseudorhombus malayanus,Bleeker 1865,277082,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Pseudorhombus,,malayanus,,0
2281202309,MBM,Macrobrachium malcolmsonii,(H. Milne Edwards 1844),,220142,exact,Macrobrachium malcolmsonii,(H. Milne Edwards 1844),587374,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,,malcolmsonii,,0
1412500601,BKM,Bullockia maldonadoi,(Eigenmann 1928),,,,,,,,,,,,,,,,0
2294200408,NFH,Nephropsis malhaensis,Borradaile 1910,,241295,exact,Nephropsis malhaensis,Borradaile 1910,241295,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Nephropsis,,malhaensis,,0
1780100126,SFG,Sebastes maliger,(Jordan & Gilbert 1880),,274815,exact,Sebastes maliger,(Jordan & Gilbert 1880),274815,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastes,,maliger,,0
1210400101,SUX,Sundasalanx malleti,Siebert & Crimmen 1997,,,,,,,,,,,,,,,,0
3163100103,EQM,Malleus malleus,(Linnaeus 1758),,507055,exact,Malleus malleus,(Linnaeus 1758),507055,Animalia,Mollusca,Bivalvia,Pterioida,Malleidae,Malleus,,malleus,,0
1230101006,VAR,Salvelinus malma,Taranetz 1933,,254570,exact,Salvelinus malma,(Walbaum 1792),293728,Animalia,Chordata,Actinopterygii,Salmoniformes,Salmonidae,Salvelinus,,malma,,0
2310400203,GKM,Gecarcinus malpilensis,Faxon 1893,,453086,exact,Gecarcinus malpilensis,Faxon 1893,444453,Animalia,Arthropoda,Malacostraca,Decapoda,Gecarcinidae,Gecarcinus,,malpilensis,,0
1732125501,WHZ,Wheelerigobius maltzani,(Steindachner 1881),,283162,exact,Wheelerigobius maltzani,(Steindachner 1881),283162,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Wheelerigobius,,maltzani,,0
6960700202,MVW,Molgula malvinensis,Arnback 1938,,250896,exact,Molgula malvinensis,Ärnbäck 1938,250896,Animalia,Chordata,Ascidiacea,Stolidobranchia,Molgulidae,Molgula,,malvinensis,,0
3071700702,OKM,Polinices mammilla,(Linnaeus 1758),,216923,exact,Polinices mammilla,(Linnaeus 1758),216923,Animalia,Mollusca,Gastropoda,Littorinimorpha,Naticidae,Polinices,,mammilla,,0
2281202340,BKD,Macrobrachium mammilodactylus,(Thallwitz 1891),,587376,phonetic,Macrobrachium mammillodactylus,(Thallwitz 1892),587376,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Macrobrachium,,mammillodactylus,,0
1705905306,CHL,Cichlasoma managuense,(Günther 1867),,314129,near_2,Cichlasoma motaguense,(Günther 1867),282014,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Cichlasoma,,motaguense,,0
4140200301,WIM,Trichechus manatus,Linnaeus 1758,,159509,exact,Trichechus manatus,Linnaeus 1758,159509,Animalia,Chordata,Mammalia,Sirenia,Trichechidae,Trichechus,,manatus,,0
1080400711,MTZ,Mustelus manazo,Bleeker 1854,,214561,exact,Mustelus manazo,Bleeker 1855,214561,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,,manazo,,0
1830101806,BTK,Bothus mancus,(Broussonet 1782),,219796,exact,Bothus mancus,(Broussonet 1782),219796,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Bothidae,Bothus,,mancus,,0
1411101501,LYM,Amblyceps mangois,(Hamilton 1822),,,,,,,,,,,,,,,,0
2281200103,EXN,Exopalaemon mani,(Sollaud 1914),,587028,exact,Exopalaemon mani,(Sollaud 1914),587028,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Exopalaemon,,mani,,0
3163600104,BQM,Barnea manilensis,(Philippi 1847),,216464,exact,Barnea manilensis,(Philippi 1847),216464,Animalia,Mollusca,Bivalvia,Myoida,Pholadidae,Barnea,,manilensis,,0
3162102503,CMM,Corbicula manilensis,(Philippi 1844),,,,,,,,,,,,,,,,0
1410200604,AUQ,Arius manillensis,Valenciennes 1840,,275580,exact,Arius manillensis,Valenciennes 1840,275580,Animalia,Chordata,Actinopterygii,Siluriformes,Ariidae,Arius,,manillensis,,0
1080101416,APA,Apristurus manis,(Springer 1979),,105808,exact,Apristurus manis,(Springer 1979),105808,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,manis,,1
1210503202,CGI,Gonialosa manmina,(Hamilton 1822),,280913,exact,Gonialosa manmina,(Hamilton 1822),280913,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Gonialosa,,manmina,,0
1412213001,GLM,Pteroglanis manni,Pearson 1924,,,,,,,,,,,,,,,,0
2294200203,UPA,Eunephrops manningi,Holthuis 1974,,382843,exact,Eunephrops manningi,Holthuis 1974,382843,Animalia,Arthropoda,Malacostraca,Decapoda,Nephropidae,Eunephrops,,manningi,,0
2250100102,MTS,Squilla mantis,(Linnaues 1758),,136137,exact,Squilla mantis,(Linnaeus 1758),136137,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,,mantis,,1
2250100105,QLM,Squilla mantoidea,Bigelow 1893,,409353,exact,Squilla mantoidea,Bigelow 1893,409353,Animalia,Arthropoda,Malacostraca,Stomatopoda,Squillidae,Squilla,,mantoidea,,0
3073800102,YEM,Cyprea mappa,Linnaeus 1758,,,,,,,,,,,,,,,,0
1900201503,ONM,Arothron mappa,(Lesson 1831),,219930,exact,Arothron mappa,(Lesson 1831),219930,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Arothron,,mappa,,0
1412801801,LTR,Lamontichthys maracaibero,Taphorn & Lilyestrom 1984,,,,,,,,,,,,,,,,0
2311101210,KLC,Callinectes maracaiboensis,Taissoun 1969,,452070,exact,Callinectes maracaiboensis,Taissoun 1962,394860,Animalia,Arthropoda,Malacostraca,Decapoda,Portunidae,Callinectes,,maracaiboensis,,0
1231000101,RPE,Prototroctes maraena,Günther 1864,,282385,exact,Prototroctes maraena,Günther 1864,282385,Animalia,Chordata,Actinopterygii,Osmeriformes,Retropinnidae,Prototroctes,,maraena,,0
1480200402,GDL,Gadella maraldi,(Risso 1810),,126488,exact,Gadella maraldi,(Risso 1810),126488,Animalia,Chordata,Actinopterygii,Gadiformes,Moridae,Gadella,,maraldi,,1
1705201302,QZF,Prognathodes marcellae,(Poll 1950),,126838,exact,Prognathodes marcellae,(Poll 1950),126838,Animalia,Chordata,Actinopterygii,Perciformes,Chaetodontidae,Prognathodes,,marcellae,,1
1110200101,TNB,Benthobatis marcida,Bean & Weed 1909,,279903,exact,Benthobatis marcida,Bean & Weed 1909,279903,Animalia,Chordata,Elasmobranchii,Torpediniformes,Narcinidae,Benthobatis,,marcida,,0
