TAXOCODE,3A_CODE,Scientific_name,Author,,AphiaID,Match type,ScientificName,Authority,AphiaID_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies,in_ERMS
1780107903,SJW,Sebastolobus macrochir,(Günther 1877),,282742,exact,Sebastolobus macrochir,(Günther 1877),282742,Animalia,Chordata,Actinopterygii,Scorpaeniformes,Sebastidae,Sebastolobus,,macrochir,,0
1707700112,QSH,Polydactylus macrochir,(Günther 1867),,276590,exact,Polydactylus macrochir,(Günther 1867),276590,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,,macrochir,,0
1705905105,ORM,Oreochromis macrochir,(Boulenger 1912),,298252,exact,Oreochromis macrochir,(Boulenger 1912),298252,Animalia,Chordata,Actinopterygii,Perciformes,Cichlidae,Oreochromis,,macrochir,,0
1450100201,NHH,Halosauropsis macrochir,(Günther 1878),,126639,exact,Halosauropsis macrochir,(Günther 1878),126639,Animalia,Chordata,Actinopterygii,Notacanthiformes,Halosauridae,Halosauropsis,,macrochir,,1
1480600527,CQW,Coelorinchus macrochir,(Günther 1877),,280304,exact,Coelorinchus macrochir,(Günther 1877),280304,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coelorinchus,,macrochir,,0
1400221401,MCO,Macrochirichthys macrochirus,(Valenciennes 1844),,,,,,,,,,,,,,,,0
1701001302,LMM,Lepomis macrochirus,Rafinesque 1819,,,,,,,,,,,,,,,,0
1705900101,AIE,Alticorpus macrocleithrum,(Stauffer & McKaye 1985),,,,,,,,,,,,,,,,0
2281201807,PMZ,Palaemon macrodactylus,M.J. Rathbun 1902,,181372,exact,Palaemon macrodactylus,Rathbun 1902,181372,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,,macrodactylus,,1
1701200703,HWY,Cheilodipterus macrodon,(Lacép?de 1802),,209373,exact,Cheilodipterus macrodon,(Lacep?de 1802),209373,Animalia,Chordata,Actinopterygii,Perciformes,Apogonidae,Cheilodipterus,,macrodon,,0
1732001901,ODC,Odonteleotris macrodon,(Bleeker 1853),,281823,exact,Odonteleotris macrodon,(Bleeker 1854),281823,Animalia,Chordata,Actinopterygii,Perciformes,Eleotridae,Odonteleotris,,macrodon,,0
1580600901,DTC,Dermatopsis macrodon,Ogilby 1896,,280509,exact,Dermatopsis macrodon,Ogilby 1896,280509,Animalia,Chordata,Actinopterygii,Ophidiiformes,Bythitidae,Dermatopsis,,macrodon,,0
1210602603,ECM,Coilia macrognathos,Bleeker 1852,,279081,exact,Coilia macrognathos,Bleeker 1852,279081,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Coilia,,macrognathos,,0
1732002101,OFM,Ophiocara macrolepidota,(Bloch 1792),,,,,,,,,,,,,,,,0
1400204202,HML,Hampala macrolepidota,Kuhl & Van Hasselt 1823,,,,,,,,,,,,,,,,0
1210602101,AHC,Anchovia macrolepidota,(Kner 1863),,279608,exact,Anchovia macrolepidota,(Kner 1863),279608,Animalia,Chordata,Actinopterygii,Clupeiformes,Engraulidae,Anchovia,,macrolepidota,,0
1400100603,MOM,Moxostoma macrolepidotum,(Lesueur 1817),,593217,exact,Moxostoma macrolepidotum,(Lesueur 1817),593217,Animalia,Chordata,Actinopterygii,Cypriniformes,Catostomidae,Moxostoma,,macrolepidotum,,0
1400205201,PGC,Pogonichthys macrolepidotus,(Ayres 1854),,282310,exact,Pogonichthys macrolepidotus,(Ayres 1854),282310,Animalia,Chordata,Actinopterygii,Cypriniformes,Cyprinidae,Pogonichthys,,macrolepidotus,,0
1706302701,NVM,Novaculichthys macrolepidotus,(Bloch 1791),,219034,exact,Novaculichthys macrolepidotus,(Bloch 1791),593553,Animalia,Chordata,Actinopterygii,Perciformes,Labridae,Novaculichthys,,macrolepidotus,,0
1320500101,NSM,Neoscopelus macrolepidotus,Johnson 1863,,126634,exact,Neoscopelus macrolepidotus,Johnson 1863,126634,Animalia,Chordata,Actinopterygii,Myctophiformes,Neoscopelidae,Neoscopelus,,macrolepidotus,,1
1280601201,OMA,Marcusenius macrolepidotus,(Peters 1852),,,,,,,,,,,,,,,,0
1830600302,ITR,Citharoides macrolepidotus,Hubbs 1915,,277502,exact,Citharoides macrolepidotus,Hubbs 1915,277502,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Citharidae,Citharoides,,macrolepidotus,,0
1230702603,NFD,Nansenia macrolepis,(Gilchrist 1922),,221413,exact,Nansenia macrolepis,(Gilchrist 1922),221413,Animalia,Chordata,Actinopterygii,Osmeriformes,Microstomatidae,Nansenia,,macrolepis,,0
1231400902,AZU,Einara macrolepis,(Koefoed 1927),,126701,exact,Einara macrolepis,(Koefoed 1927),126701,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Einara,,macrolepis,,1
1709300203,BDH,Bathydraco macrolepis,Boulenger 1907,,234597,exact,Bathydraco macrolepis,Boulenger 1907,234597,Animalia,Chordata,Actinopterygii,Perciformes,Bathydraconidae,Bathydraco,,macrolepis,,0
1703620704,GBL,Plectorhinchus macrolepis,(Boulenger 1899),,273490,exact,Plectorhinchus macrolepis,(Boulenger 1899),273490,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,,macrolepis,,0
1703028601,EPC,Plagiogeneion macrolepis,McCulloch 1914,,279326,exact,Plagiogeneion macrolepis,McCulloch 1914,279326,Animalia,Chordata,Actinopterygii,Perciformes,Emmelichthyidae,Plagiogeneion,,macrolepis,,0
1380110801,PGL,Phenagoniates macrolepis,(Meek & Hildebrand 1913),,,,,,,,,,,,,,,,0
1650100209,LZM,Chelon macrolepis,(Smith 1846),,303794,exact,Chelon macrolepis,(Smith 1846),218887,Animalia,Chordata,Actinopterygii,Mugiliformes,Mugilidae,Chelon,,macrolepis,,0
1830600303,ITO,Citharoides macrolepis,(Gilchrist 1904),,215600,exact,Citharoides macrolepis,(Gilchrist 1904),215600,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Citharidae,Citharoides,,macrolepis,,0
1901000401,NHR,Canthidermis macrolepis,(Boulenger 1888),,275237,exact,Canthidermis macrolepis,(Boulenger 1888),275237,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Canthidermis,,macrolepis,,0
1480600403,CPJ,Coryphaenoides macrolophus,(Alcock 1889),,272337,exact,Coryphaenoides macrolophus,(Alcock 1889),272337,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Coryphaenoides,,macrolophus,,0
3212800102,NUX,Nautilus macromphalus,Sowerby 1849,,342236,exact,Nautilus macromphalus,G.B. Sowerby II 1849,342236,Animalia,Mollusca,Cephalopoda,Nautilida,Nautilidae,Nautilus,,macromphalus,,0
1704120004,RPO,Parupeneus macronema,(Lacép?de 1801),,218659,exact,Parupeneus macronema,(Lacep?de 1801),277817,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Parupeneus,,macronema,,0
1480400504,SLI,Molva macrophthalma,(Rafinesque 1810),,126460,exact,Molva macrophthalma,(Rafinesque 1810),126460,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Molva,,macrophthalma,,1
1706008301,CBC,Cepola macrophthalma,(Linnaeus 1758),,126835,exact,Cepola macrophthalma,(Linnaeus 1758),126835,Animalia,Chordata,Actinopterygii,Perciformes,Cepolidae,Cepola,,macrophthalma,,1
1830403510,YZU,Symphurus macrophthalmus,Norman 1939,,274254,exact,Symphurus macrophthalmus,Norman 1939,274254,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Symphurus,,macrophthalmus,,0
1380801704,HWL,Hoplias macrophthalmus,(Pellegrin 1907),,,,,,,,,,,,,,,,0
1707700113,QSJ,Polydactylus macrophthalmus,(Bleeker 1858),,464011,exact,Polydactylus macrophthalmus,(Bleeker 1858),464011,Animalia,Chordata,Actinopterygii,Perciformes,Polynemidae,Polydactylus,,macrophthalmus,,0
1703628201,PKC,Parakuhlia macrophthalmus,(Osório 1894),,282050,exact,Parakuhlia macrophthalmus,(Osório 1893),282050,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Parakuhlia,,macrophthalmus,,0
1431301401,ACY,Parabathymyrus macrophthalmus,Kamohara 1938,,281997,exact,Parabathymyrus macrophthalmus,Kamohara 1938,281997,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Parabathymyrus,,macrophthalmus,,0
1700116704,LTO,Lates macrophthalmus,Worthington 1929,,,,,,,,,,,,,,,,0
1480402804,GGR,Gaidropsarus macrophthalmus,(Günther 1867),,126456,exact,Gaidropsarus macrophthalmus,(Günther 1867),126456,Animalia,Chordata,Actinopterygii,Gadiformes,Lotidae,Gaidropsarus,,macrophthalmus,,1
1703906002,DEL,Dentex macrophthalmus,(Bloch 1791),,273965,exact,Dentex macrophthalmus,(Bloch 1791),273965,Animalia,Chordata,Actinopterygii,Perciformes,Sparidae,Dentex,,macrophthalmus,,1
1231200110,CIR,Coregonus macrophthalmus,Nüsslin 1882,,,,,,,,,,,,,,,,0
1750600202,BDF,Benthodesmus macrophthalmus,Parin & Becker 1970,,274011,exact,Benthodesmus macrophthalmus,Parin & Becker 1970,274011,Animalia,Chordata,Actinopterygii,Perciformes,Trichiuridae,Benthodesmus,,macrophthalmus,,0
1310300202,BNZ,Benthalbella macropinna,Bussing & Bussing 1966,,217722,exact,Benthalbella macropinna,Bussing & Bussing 1966,217722,Animalia,Chordata,Actinopterygii,Aulopiformes,Scopelarchidae,Benthalbella,,macropinna,,0
1250300308,ICW,Astronesthes macropogon,Goodyear & Gibbs 1970,,127325,exact,Astronesthes macropogon,Goodyear & Gibbs 1970,127325,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Astronesthes,,macropogon,,1
1708800108,YJP,Pogonophryne macropogon,Eakin 1981,,234756,exact,Pogonophryne macropogon,Eakin 1981,234756,Animalia,Chordata,Actinopterygii,Perciformes,Artedidraconidae,Pogonophryne,,macropogon,,0
1480603505,VEM,Ventrifossa macropogon,Marshall 1973,,158747,exact,Ventrifossa macropogon,Marshall 1973,158747,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Ventrifossa,,macropogon,,0
1700213102,DLM,Diplectrum macropoma,(Günther 1864),,276181,exact,Diplectrum macropoma,(Günther 1864),276181,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Diplectrum,,macropoma,,0
1380104605,CSM,Colossoma macropomum,(Cuvier 1816),,,,,,,,,,,,,,,,0
1311601007,DGC,Synodus macrops,Tanaka 1917,,217666,exact,Synodus macrops,Tanaka 1917,217666,Animalia,Chordata,Actinopterygii,Aulopiformes,Synodontidae,Synodus,,macrops,,0
1231500203,QBC,Holtbyrnia macrops,Maul 1957,,126740,exact,Holtbyrnia macrops,Maul 1957,126740,Animalia,Chordata,Actinopterygii,Osmeriformes,Platytroctidae,Holtbyrnia,,macrops,,1
1231401202,AZM,Leptoderma macrops,Vaillant 1886,,126703,exact,Leptoderma macrops,Vaillant 1886,126703,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Leptoderma,,macrops,,1
1400231701,SNM,Sinibrama macrops,(Günther 1868),,,,,,,,,,,,,,,,0
1830804101,HGO,Hippoglossina macrops,Steindachner 1876,,275824,exact,Hippoglossina macrops,Steindachner 1876,275824,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina,,macrops,,0
1703700301,OVM,Corvula macrops,(Steindachner 1876),,280403,exact,Corvula macrops,(Steindachner 1876),280403,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Corvula,,macrops,,0
1705902301,LHP,Callochromis macrops,(Boulenger 1898),,,,,,,,,,,,,,,,0
1480600901,BGO,Bathygadus macrops,Goode & Bean 1885,,272309,exact,Bathygadus macrops,Goode & Bean 1885,272309,Animalia,Chordata,Actinopterygii,Gadiformes,Macrouridae,Bathygadus,,macrops,,0
1711000501,AIR,Anisarchus macrops,(Matsubara & Ochiai 1952),,273988,exact,Anisarchus macrops,(Matsubara & Ochiai 1952),273988,Animalia,Chordata,Actinopterygii,Perciformes,Stichaeidae,Anisarchus,,macrops,,0
5610200401,PDM,Pterodroma macroptera,(A. Smith 1840),,212644,exact,Pterodroma macroptera,(Smith 1840),212644,Animalia,Chordata,Aves,Procellariiformes,Procellariidae,Pterodroma,,macroptera,,0
1231400802,AZF,Conocara macropterum,(Vaillant 1888),,126695,exact,Conocara macropterum,(Vaillant 1888),126695,Animalia,Chordata,Actinopterygii,Osmeriformes,Alepocephalidae,Conocara,,macropterum,,1
1900700101,TDU,Triodon macropterus,Lesson 1831,,219917,exact,Triodon macropterus,Lesson 1831,219917,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Triodontidae,Triodon,,macropterus,,0
1709401001,PMA,Pagetopsis macropterus,(Boulenger 1907),,234707,exact,Pagetopsis macropterus,(Boulenger 1907),234707,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae,Pagetopsis,,macropterus,,0
1707030504,TAK,Nemadactylus macropterus,(Forster 1801),,281653,exact,Nemadactylus macropterus,(Forster 1801),281653,Animalia,Chordata,Actinopterygii,Perciformes,Cheilodactylidae,Nemadactylus,,macropterus,,0
1700117501,HYK,Hypopterus macropterus,(Günther 1859),,281123,exact,Hypopterus macropterus,(Günther 1859),281123,Animalia,Chordata,Actinopterygii,Perciformes,Latidae,Hypopterus,,macropterus,,0
1701000201,EUM,Centrarchus macropterus,(Lacép?de 1801),,,,,,,,,,,,,,,,0
1412200601,HYM,Calophysus macropterus,(Lichtenstein 1819),,,,,,,,,,,,,,,,0
1410801102,BGM,Bagrichthys macropterus,(Bleeker 1853),,,,,,,,,,,,,,,,0
1705500102,CMZ,Caristius macropus,(Bellotti 1903),,126824,exact,Caristius macropus,(Bellotti 1903),126824,Animalia,Chordata,Actinopterygii,Perciformes,Caristiidae,Caristius,,macropus,,1
3210900506,OCN,Octopus macropus,Risso 1826,,140603,exact,Octopus macropus,Risso 1826,534558,Animalia,Mollusca,Cephalopoda,Octopoda,Octopodidae,Octopus,,macropus,,1
1250304001,TSM,Tactostoma macropus,Bolin 1939,,282922,exact,Tactostoma macropus,Bolin 1939,282922,Animalia,Chordata,Actinopterygii,Stomiiformes,Stomiidae,Tactostoma,,macropus,,0
1620600101,MTY,Cyttula macropus,Weber 1913,,317621,exact,Cyttula macropus,Weber 1913,127421,Animalia,Chordata,Actinopterygii,Zeiformes,Zenionidae,Cyttula,,macropus,,0
1721400201,LEY,Leptoscopus macropygus,(Richardson 1846),,281329,exact,Leptoscopus macropygus,(Richardson 1846),281329,Animalia,Chordata,Actinopterygii,Perciformes,Leptoscopidae,Leptoscopus,,macropygus,,0
1080203201,CLD,Loxodon macrorhinus,Müller & Henle 1839,,217355,exact,Loxodon macrorhinus,Müller & Henle 1839,217355,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Loxodon,,macrorhinus,,0
4220400403,SHW,Globicephala macrorhynchus,Gray 1846,,137096,exact,Globicephala macrorhynchus,Gray 1846,137096,Animalia,Chordata,Mammalia,Cetartiodactyla,Delphinidae,Globicephala,,macrorhynchus,,1
1431500902,OOM,Ophisurus macrorhynchus,Bleeker 1853,,299789,exact,Ophisurus macrorhynchus,Bleeker 1853,271992,Animalia,Chordata,Actinopterygii,Anguilliformes,Ophichthidae,Ophisurus,,macrorhynchus,,0
1732109101,HFP,Chonophorus macrorhynchus,(Bleeker 1867),,219414,exact,Chonophorus macrorhynchus,(Bleeker 1867),310698,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Chonophorus,,macrorhynchus,,0
1080101413,CSX,Apristurus macrorhynchus,(Tanaka 1909),,271343,exact,Apristurus macrorhynchus,(Tanaka 1909),271343,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,macrorhynchus,,0
3210302201,ROA,Rossia macrosoma,(Delle Chiaie 1830),,141449,exact,Rossia macrosoma,(Delle Chiaje 1830),141449,Animalia,Mollusca,Cephalopoda,Sepiida,Sepiolidae,Rossia,,macrosoma,,1
1702304303,DCC,Decapterus macrosoma,Bleeker 1851,,218426,exact,Decapterus macrosoma,Bleeker 1851,218426,Animalia,Chordata,Actinopterygii,Perciformes,Carangidae,Decapterus,,macrosoma,,0
1700204266,EEM,Epinephelus macrospilos,(Bleeker 1855),,218202,exact,Epinephelus macrospilos,(Bleeker 1855),218202,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Epinephelus,,macrospilos,,0
1771501601,OOP,Crossosalarias macrospilus,Smith-Vaniz & Springer 1971,,280437,exact,Crossosalarias macrospilus,Smith-Vaniz & Springer 1971,280437,Animalia,Chordata,Actinopterygii,Perciformes,Blenniidae,Crossosalarias,,macrospilus,,0
1732113303,GVH,Gobiopsis macrostoma,Steindachner 1861,,277788,exact,Gobiopsis macrostoma,Steindachner 1861,277788,Animalia,Chordata,Actinopterygii,Perciformes,Gobiidae,Gobiopsis,,macrostoma,,0
1705946201,TME,Tyrannochromis macrostoma,(Regan 1922),,,,,,,,,,,,,,,,0
1705951801,TLT,Telotrematocara macrostoma,(Poll 1952),,,,,,,,,,,,,,,,0
1410801703,PGO,Parauchenoglanis macrostoma,(Pellegrin 1909),,,,,,,,,,,,,,,,0
1703603006,HLS,Haemulon macrostoma,Günther 1859,,308596,exact,Haemulon macrostoma,Günther 1859,275728,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Haemulon,,macrostoma,,0
1080600101,HCM,Chaenogaleus macrostoma,(Bleeker 1852),,280095,exact,Chaenogaleus macrostoma,(Bleeker 1852),280095,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Hemigaleidae,Chaenogaleus,,macrostoma,,0
1020101206,IKD,Entosphenus macrostomus,(Beamish 1982),,,,,,,,,,,,,,,,0
1390500601,PCT,Platyurosternarchus macrostomus,(Günther 1870),,,,,,,,,,,,,,,,0
1830403112,YOM,Cynoglossus macrostomus,Norman 1928,,274211,exact,Cynoglossus macrostomus,Norman 1928,274211,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Cynoglossidae,Cynoglossus,,macrostomus,,0
1080101414,APM,Apristurus macrostomus,Meng Chu & Li 1985,,271344,exact,Apristurus macrostomus,Chu Meng & Li 1985,271344,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Pentanchidae,Apristurus,,macrostomus,,0
1400201310,BUI,Barbus macrotaenia,Worthington 1933,,,,,,,,,,,,,,,,0
1210503805,TWN,Tenualosa macrura,(Bleeker 1852),,278569,exact,Tenualosa macrura,(Bleeker 1852),278569,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Tenualosa,,macrura,,0
2260100601,KRM,Thysanoessa macrura,G. O. Sars 1983,,236219,exact,Thysanoessa macrura,G.O. Sars 1883,236219,Animalia,Arthropoda,Malacostraca,Euphausiacea,Euphausiidae,Thysanoessa,,macrura,,0
1430601901,MTH,Thyrsoidea macrura,(Bleeker 1854),,217537,exact,Thyrsoidea macrura,(Bleeker 1854),217536,Animalia,Chordata,Actinopterygii,Anguilliformes,Muraenidae,Thyrsoidea,,macrura,,0
1430700202,DLE,Pythonichthys macrurus,(Regan 1912),,282525,exact,Pythonichthys macrurus,(Regan 1912),282525,Animalia,Chordata,Actinopterygii,Anguilliformes,Heterenchelyidae,Pythonichthys,,macrurus,,0
1390700502,SGC,Sternopygus macrurus,(Bloch & Schneider 1801),,,,,,,,,,,,,,,,0
3161102502,TVM,Tivela mactroides,(Born 1778),,420964,exact,Tivela mactroides,(Born 1778),420964,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Tivela,,mactroides,,0
3162403902,EQT,Mesodesma mactroides,Deshayes 1854,,540991,exact,Mesodesma mactroides,Reeve 1854,505790,Animalia,Mollusca,Bivalvia,Veneroida,Mesodesmatidae,Mesodesma,,mactroides,,0
1570200602,YCM,Cyprinodon macularius,Baird & Girard 1853,,,,,,,,,,,,,,,,0
3074600101,BQK,Terebra maculata,(Linnaeus 1758),,,,,,,,,,,,,,,,0
3161300103,GKU,Glycymeris maculata,(Broderip 1833),,504494,exact,Glycymeris maculata,(Broderip 1832),504494,Animalia,Mollusca,Bivalvia,Arcoida,Glycymerididae,Glycymeris,,maculata,,0
3161200811,MQM,Mactra maculata,Gmelin 1791,,505685,exact,Mactra maculata,Gmelin 1791,505685,Animalia,Mollusca,Bivalvia,Veneroida,Mactridae,Mactra,,maculata,,0
3160600610,IDM,Pinctada maculata,(Gould 1850),,464497,exact,Pinctada maculata,(Gould 1850),464497,Animalia,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,,maculata,,0
3161101501,KSM,Macrocallista maculata,(Linnaeus 1758),,420944,exact,Macrocallista maculata,(Linnaeus 1758),507409,Animalia,Mollusca,Bivalvia,Veneroida,Veneridae,Macrocallista,,maculata,,0
2250300201,LQM,Lysiosquillina maculata,(Fabricius 1793),,409044,exact,Lysiosquillina maculata,(Fabricius 1793),409044,Animalia,Arthropoda,Malacostraca,Stomatopoda,Lysiosquillidae,Lysiosquillina,,maculata,,0
1410304601,DWM,Wertheimeria maculata,Steindachner 1877,,,,,,,,,,,,,,,,0
1080402303,TTM,Triakis maculata,Kner & Steindachner 1867,,279058,exact,Triakis maculata,Kner & Steindachner 1867,279058,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,,maculata,,0
1701523301,ILM,Sillago maculata,Quoy & Gaimard 1824,,273947,exact,Sillago maculata,Quoy & Gaimard 1824,273947,Animalia,Chordata,Actinopterygii,Perciformes,Sillaginidae,Sillago,,maculata,,0
1703729803,NBA,Nibea maculata,(Bloch & Schneider 1801),,281751,exact,Nibea maculata,(Bloch & Schneider 1801),281751,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Nibea,,maculata,,0
1702632701,MOO,Mene maculata,(Bloch & Schneider 1801),,218450,exact,Mene maculata,(Bloch & Schneider 1801),218450,Animalia,Chordata,Actinopterygii,Perciformes,Menidae,Mene,,maculata,,0
1831000201,MMM,Mancopsetta maculata,Kotlyar 1978,,234783,exact,Mancopsetta maculata,(Günther 1880),234783,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiropsettidae,Mancopsetta,,maculata,,0
1711502001,KRU,Krusensterniella maculata,Andriashev 1938,,281229,exact,Krusensterniella maculata,Andriashev 1938,281229,Animalia,Chordata,Actinopterygii,Perciformes,Zoarcidae,Krusensterniella,,maculata,,0
1431301201,CGU,Gorgasia maculata,Klausewitz & Eibl-Eibesfeldt 1959,,217551,exact,Gorgasia maculata,Klausewitz & Eibl-Eibesfeldt 1959,217551,Animalia,Chordata,Actinopterygii,Anguilliformes,Congridae,Gorgasia,,maculata,,0
1412800601,TEM,Cteniloricaria maculata,(Boeseman 1971),,,,,,,,,,,,,,,,0
1771900106,KNM,Channa maculata,(Lacép?de 1802),,743356,exact,Channa maculata,(Lacep?de 1801),743356,Animalia,Chordata,Actinopterygii,Perciformes,Channidae,Channa,,maculata,,0
1901000402,CNT,Canthidermis maculata,(Bloch 1786),,127398,exact,Canthidermis maculata,(Bloch 1786),127398,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Balistidae,Canthidermis,,maculata,,1
1700240502,PXF,Paralabrax maculatofasciatus,(Steindachner 1868),,282058,exact,Paralabrax maculatofasciatus,(Steindachner 1868),282058,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Paralabrax,,maculatofasciatus,,0
1411304301,GYM,Glyptosternon maculatum,(Regan 1905),,,,,,,,,,,,,,,,0
1210506702,MES,Ethmidium maculatum,(Valenciennes 1847),,280726,exact,Ethmidium maculatum,(Valenciennes 1847),280726,Animalia,Chordata,Actinopterygii,Clupeiformes,Clupeidae,Ethmidium,,maculatum,,0
1400206602,UMM,Hemibarbus maculatus,Bleeker 1871,,,,,,,,,,,,,,,,0
1709401002,PZS,Pagetopsis maculatus,Barsukov & Permitin 1958,,234796,exact,Pagetopsis maculatus,Barsukov & Permitin 1958,234796,Animalia,Chordata,Actinopterygii,Perciformes,Channichthyidae,Pagetopsis,,maculatus,,0
1760800311,HFD,Schedophilus maculatus,Günther 1860,,273315,exact,Schedophilus maculatus,Günther 1860,273315,Animalia,Chordata,Actinopterygii,Perciformes,Centrolophidae,Schedophilus,,maculatus,,0
3070400602,RQM,Trochus maculatus,Linnaeus 1758,,,,,,,,,,,,,,,,0
2311000203,KPM,Carpilius maculatus,(Linnaeus 1758),,209151,exact,Carpilius maculatus,(Linnaeus 1758),209151,Animalia,Arthropoda,Malacostraca,Decapoda,Carpiliidae,Carpilius,,maculatus,,0
2281201808,MMV,Palaemon maculatus,(Thallwitz 1891),,240838,exact,Palaemon maculatus,(Thallwitz 1892),240838,Animalia,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Palaemon,,maculatus,,0
1101300213,RUM,Urolophus maculatus,(Garman 1913),,315898,exact,Urolophus maculatus,(Garman 1913),315898,Animalia,Chordata,Elasmobranchii,Rajiformes,Urolophidae,Urolophus,,maculatus,,0
1830902001,TMT,Trinectes maculatus,(Bloch & Schneider 1801),,159271,exact,Trinectes maculatus,(Bloch & Schneider 1801),159271,Animalia,Chordata,Actinopterygii,Pleuronectiformes,Achiridae,Trinectes,,maculatus,,0
1900200612,PUF,Sphoeroides maculatus,(Bloch & Schneider 1801),,158934,exact,Sphoeroides maculatus,(Bloch & Schneider 1801),158934,Animalia,Chordata,Actinopterygii,Tetraodontiformes,Tetraodontidae,Sphoeroides,,maculatus,,0
1750101507,SSM,Scomberomorus maculatus,(Mitchill 1815),,159342,exact,Scomberomorus maculatus,(Mitchill 1815),159342,Animalia,Chordata,Actinopterygii,Perciformes,Scombridae,Scomberomorus,,maculatus,,0
1080100403,SHU,Schroederichthys maculatus,Springer 1966,,282686,exact,Schroederichthys maculatus,Springer 1966,282686,Animalia,Chordata,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Schroederichthys,,maculatus,,0
1703756302,USM,Pterotolithus maculatus,(Cuvier 1830),,282507,exact,Pterotolithus maculatus,(Cuvier 1830),282507,Animalia,Chordata,Actinopterygii,Perciformes,Sciaenidae,Pterotolithus,,maculatus,,0
1704149904,UDU,Pseudupeneus maculatus,(Bloch 1793),,159421,exact,Pseudupeneus maculatus,(Bloch 1793),159421,Animalia,Chordata,Actinopterygii,Perciformes,Mullidae,Pseudupeneus,,maculatus,,0
1620400201,SSO,Pseudocyttus maculatus,Gilchrist 1906,,127424,exact,Pseudocyttus maculatus,Gilchrist 1906,127424,Animalia,Chordata,Actinopterygii,Zeiformes,Oreosomatidae,Pseudocyttus,,maculatus,,1
1703620905,PKL,Pomadasys maculatus,(Bloch 1793),,218568,exact,Pomadasys maculatus,(Bloch 1793),218568,Animalia,Chordata,Actinopterygii,Perciformes,Haemulidae,Pomadasys,,maculatus,,0
1700220801,PLM,Plectropomus maculatus,(Bloch 1790),,218267,exact,Plectropomus maculatus,(Bloch 1790),218267,Animalia,Chordata,Actinopterygii,Perciformes,Serranidae,Plectropomus,,maculatus,,0
1412202209,MDM,Pimelodus maculatus,Lacép?de 1803,,,,,,,,,,,,,,,,0
1412501701,PHZ,Parastegophilus maculatus,(Steindachner 1879),,,,,,,,,,,,,,,,0
1070200202,ORT,Orectolobus maculatus,(Bonnaterre 1788),,281931,exact,Orectolobus maculatus,(Bonnaterre 1788),281931,Animalia,Chordata,Elasmobranchii,Orectolobiformes,Orectolobidae,Orectolobus,,maculatus,,0
1510600601,NRM,Nerophis maculatus,Rafinesque 1810,,127384,exact,Nerophis maculatus,Rafinesque 1810,127384,Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Nerophis,,maculatus,,1
1410801801,LUA,Liauchenoglanis maculatus,Boulenger 1916,,,,,,,,,,,,,,,,0
